gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	lec_type
Esyt2	1.8283947194209488e-5	0.1585012974848251	0.596	0.277	0.3517282921750079	1.9682991571815596e-4	0.27695337098052397	0.846	0.358	1	1.9682991571815596e-4	3.656756008569396e-5	BEC
Lpp	6.159700640070484e-8	0.2775747443893966	0.872	0.374	0.001184941612130359	1.9733120408630054e-4	0.3626302273650573	1	0.462	1	1.9733120408630054e-4	1.231940090072183e-7	BEC
Lmtk2	4.6185574928058626e-15	0.23392921082093304	0.638	0.164	8.884719048910638e-11	1.9968833014967832e-4	0.15776000125074682	0.692	0.223	1	1.9968833014967832e-4	9.237114985611735e-15	BEC
Dnajb4	3.446942603310375e-12	0.22885509115980626	0.681	0.205	6.630883485988168e-8	2.064625132537993e-4	0.20385716066681508	0.769	0.278	1	2.064625132537993e-4	6.8938852066088535e-12	BEC
Tbc1d8	9.51284720289756e-10	0.19435182795021486	0.66	0.219	1.8299864164214036e-5	2.080639863050341e-4	0.3131208336037255	0.769	0.305	1	2.080639863050341e-4	1.902569439674564e-9	BEC
Golga4	5.6293121616600596e-11	0.37013516239134797	0.851	0.34	1.0829107805385456e-6	2.1823352147127572e-4	0.35923366776675747	0.923	0.389	1	2.1823352147127572e-4	1.1258624323003223e-10	BEC
Cdk13	4.928794942091651e-10	0.24452127439321802	0.851	0.335	9.481522830101708e-6	2.211641867358895e-4	0.2915339674481992	0.923	0.393	1	2.211641867358895e-4	9.857589881753994e-10	BEC
Rbm15	2.118541945352434e-8	0.1766558031912269	0.617	0.227	4.0754391402744776e-4	2.3536657008966906e-4	0.2519922871454874	0.692	0.247	1	2.3536657008966906e-4	4.2370838458226644e-8	BEC
Stim1	4.2419282903642784e-11	0.2760983100437296	0.851	0.317	8.160197452173762e-7	2.3917231610422402e-4	0.2934985576523922	1	0.397	1	2.3917231610422402e-4	8.483856580548592e-11	BEC
Prkd3	3.814378125949416e-11	0.222429663699262	0.766	0.259	7.337719200888892e-7	2.524893077426251e-4	0.23779558713211782	0.769	0.305	1	2.524893077426251e-4	7.628756251753326e-11	BEC
Dmwd	7.384669908898951e-8	0.18194968038550655	0.66	0.276	0.0014205889503748912	2.5713267442846883e-4	0.3026348175436253	0.846	0.356	1	2.5713267442846883e-4	1.476933927246441e-7	BEC
Mindy2	1.7219895428056656e-5	0.16481769740226077	0.681	0.325	0.33125912834952587	2.7193306037934413e-4	0.3369644193017488	0.923	0.391	1	2.7193306037934413e-4	3.443949433131476e-5	BEC
Mknk2	4.655087062665667e-11	0.3116653918362874	0.915	0.363	8.954990982449944e-7	2.7647489813822706e-4	0.33237598354793513	0.923	0.429	1	2.7647489813822706e-4	9.310174125114609e-11	BEC
Furin	3.917268069571227e-11	0.272651825350932	0.83	0.289	7.535648585434169e-7	2.841889033847699e-4	0.3149348942945725	0.846	0.387	1	2.841889033847699e-4	7.83453613898899e-11	BEC
Myo18a	1.4245576383583798e-7	0.2440700231777364	0.872	0.392	0.002740421528910015	2.9483027432966906e-4	0.37932289453757173	0.923	0.434	1	2.9483027432966906e-4	2.8491150737803143e-7	BEC
Stat3	2.513829706441232e-7	0.32271312982796396	0.915	0.438	0.004835854206280998	3.076503966564082e-4	0.43402819404230186	1	0.521	1	3.076503966564082e-4	5.027658780948483e-7	BEC
Mbd3	1.1888182552174978e-5	0.15509500803170756	0.851	0.392	0.22869296775619005	3.16093212847978e-4	0.3152469377665971	0.923	0.476	1	3.16093212847978e-4	2.377622377546558e-5	BEC
Npr1	2.076624667407942e-4	0.15356607300259284	0.851	0.423	1	3.224088178772785e-4	0.4569384300636461	0.923	0.454	1	3.224088178772785e-4	4.152818097814954e-4	BEC
Col4a5	5.1178015071335676e-5	0.22223107837335826	0.359	0.15	0.9845114759272844	3.353047649723287e-4	0.20471002867723864	0.214	0.027	1	3.353047649723287e-4	1.023534109534448e-4	FRC
Mlec	1.4337936042995288e-4	0.16619342637097867	0.875	0.65	1	3.4395060925417536e-4	0.400664655918763	1	0.7	1	3.4395060925417536e-4	2.867381632189087e-4	FRC
Chd8	3.5555606077603535e-10	0.24023151024910627	0.83	0.315	6.839831941148592e-6	3.450992796039766e-4	0.2590558075808008	0.846	0.364	1	3.450992796039766e-4	7.111121214256485e-10	BEC
Shc1	1.5777867819611915e-7	0.20399826480237584	0.617	0.262	0.003035188432458744	3.582042435852603e-4	0.24751807704458875	0.769	0.307	1	3.582042435852603e-4	3.1555733149812717e-7	BEC
Mafb	5.141314333606737e-7	0.1641021730254868	0.532	0.194	0.00989034638355928	3.64800969776221e-4	0.2645631286338458	0.692	0.245	1	3.64800969776221e-4	1.0282626023902165e-6	BEC
Esr1	3.712944553824871e-4	0.17971607418621421	0.422	0.219	1	2.8508773339801967e-4	0.2593252944539546	0.286	0.051	1	3.712944553824871e-4	5.700941917803054e-4	FRC
Gas2l1	1.423476325932278e-5	0.15089093828605432	0.66	0.315	0.27383414081959234	3.7681014121173555e-4	0.2505938015259301	0.923	0.374	1	3.7681014121173555e-4	2.8469323890160512e-5	BEC
Usp42	3.786049972582676e-4	0.2467249899020283	0.4	0.09	1	7.25860556822124e-6	0.6039485890793934	0.667	0.102	0.139633795315872	3.786049972582676e-4	1.4517158449087696e-5	B cells
Efcab14	1.1420331812216122e-7	0.1699414155305392	0.787	0.322	0.0021969292307160155	3.9757188944002504e-4	0.2975505852461601	0.846	0.387	1	3.9757188944002504e-4	2.2840662320192447e-7	BEC
Slc30a5	2.5803514687859545e-11	0.2006536271753691	0.681	0.214	4.963822120503541e-7	4.1747952462728026e-4	0.21519812263092197	0.769	0.286	1	4.1747952462728026e-4	5.160702937505321e-11	BEC
Txn2	1.2203578265590041e-5	0.15962968188535365	0.787	0.366	0.23476023509515562	4.202466196075391e-4	0.3709085276037378	0.923	0.438	1	4.202466196075391e-4	2.4407007603857602e-5	BEC
Sbno1	7.182766664221979e-12	0.36649457361517074	0.894	0.352	1.381748823196382e-7	4.2149033606229746e-4	0.3584896420249729	0.923	0.434	1	4.2149033606229746e-4	1.4365533328392355e-11	BEC
Gls	1.761877150857308e-6	0.2691225829209831	0.936	0.467	0.03389323075104204	4.7280731958158006e-4	0.42142166398269054	0.923	0.487	1	4.7280731958158006e-4	3.523751197503524e-6	BEC
BC031181	8.214367780732787e-6	0.17822914528486838	0.894	0.423	0.15801979299795663	4.780109934212693e-4	0.37724251491509264	1	0.519	1	4.780109934212693e-4	1.642866808562753e-5	BEC
Golph3	1.3868656158028008e-6	0.1865118015623392	0.723	0.312	0.026679133851198477	4.852722878280636e-4	0.2671521983287508	0.923	0.425	1	4.852722878280636e-4	2.773729308209364e-6	BEC
Keap1	1.7015514247388046e-5	0.15416784960409302	0.787	0.372	0.3273274475770038	4.920624546897426e-4	0.290121355256313	0.923	0.389	1	4.920624546897426e-4	3.403073896705101e-5	BEC
Dtx3l	3.186813384109655e-4	0.4135516189118671	0.857	0.206	1	4.944515284720486e-4	0.6673681017730768	1	0.143	1	4.944515284720486e-4	6.372611190264803e-4	cLEC
Tmem245	2.2642572080857679e-7	0.17728844905482805	0.702	0.289	0.004355751591194591	4.990832148176209e-4	0.23451936044924596	0.769	0.309	1	4.990832148176209e-4	4.528513903485468e-7	BEC
Dag1	2.1909349797237203e-7	0.21295548901151257	0.83	0.348	0.004214701620494521	4.99102159515431e-4	0.3624564294316971	0.846	0.454	1	4.99102159515431e-4	4.381869479427833e-7	BEC
Elp2	2.1648193814977862e-4	0.37899317603620836	0.714	0.143	1	5.194554630157669e-4	0.24683149445068753	0.75	0.071	1	5.194554630157669e-4	4.329170118700122e-4	cLEC
Coro1c	9.364493191536613e-7	0.2097953619732718	0.83	0.38	0.018014475552558983	5.230561846169201e-4	0.3261085463688531	0.923	0.442	1	5.230561846169201e-4	1.8728977613699951e-6	BEC
Nisch	1.5832383526037198e-8	0.3868932178689094	0.936	0.469	3.045675618903776e-4	5.320552981081208e-4	0.4150429773842348	1	0.53	1	5.320552981081208e-4	3.1664766801409924e-8	BEC
Swt1	2.424906647435102e-9	0.16011659804166095	0.723	0.253	4.664792917670906e-5	5.392848180065347e-4	0.22595994097214486	0.769	0.313	1	5.392848180065347e-4	4.849813288990016e-9	BEC
Filip1	1.3857651919935361e-8	0.2718691857510951	0.83	0.349	2.665796499837965e-4	5.422780863636258e-4	0.35738518017122195	0.769	0.368	1	5.422780863636258e-4	2.771530364783616e-8	BEC
Senp2	7.203495932374182e-7	0.16127178974179562	0.723	0.308	0.013857365125108214	5.458824240113613e-4	0.2855123427668106	0.846	0.374	1	5.458824240113613e-4	1.4406986675713012e-6	BEC
Cdip1	7.790215969033534e-10	0.16311848657133346	0.553	0.164	1.4986038459629809e-5	5.521230122406354e-4	0.21316447263965999	0.615	0.223	1	5.521230122406354e-4	1.5580431931998312e-9	BEC
Zfp36l2	6.816255672802372e-5	0.22514531780626068	0.957	0.511	1	5.551436255267973e-4	0.5642960390619779	0.846	0.542	1	5.551436255267973e-4	1.3632046732190768e-4	BEC
Cic	9.927499447227345e-9	0.18522065332400442	0.702	0.271	1.9097530686631244e-4	5.673500504464553e-4	0.2918490563472522	0.692	0.262	1	5.673500504464553e-4	1.9854998795899425e-8	BEC
Egln1	4.259310597213024e-9	0.26103552951143805	0.894	0.368	8.193635795858695e-5	5.907650786788556e-4	0.26145079391686366	0.923	0.405	1	5.907650786788556e-4	8.518621176284295e-9	BEC
Chka	4.081498318796457e-10	0.3494018374008331	0.723	0.271	7.851578315868745e-6	5.984880579544011e-4	0.5572959189678648	0.692	0.313	1	5.984880579544011e-4	8.162996635927027e-10	BEC
Ap2b1	5.965091214007136e-7	0.17057042271334144	0.83	0.368	0.011475045968385528	5.986716798353154e-4	0.33656825221777964	0.923	0.456	1	5.986716798353154e-4	1.1930178869782963e-6	BEC
Slk	5.590347029987147e-7	0.3089557135343951	0.915	0.446	0.010754150581586274	6.012102948336419e-4	0.3853375455521657	1	0.499	1	6.012102948336419e-4	1.1180690934776298e-6	BEC
Birc6	7.636637783531897e-10	0.38875886982329166	0.936	0.418	1.469060010418031e-5	6.012375199112414e-4	0.39071092699842114	0.923	0.479	1	6.012375199112414e-4	1.5273275561231941e-9	BEC
Fam129b	2.934035046949816e-8	0.18912581325949235	0.872	0.349	5.644203219817361e-4	6.116533259867358e-4	0.28761701024104264	0.846	0.382	1	6.116533259867358e-4	5.8680700078139965e-8	BEC
Hmgn2	6.243078347259791e-4	0.2325706286504105	0.797	0.575	1	2.7307333012998983e-5	0.5432936954333171	1	0.584	0.5253111651710615	6.243078347259791e-4	5.461392033556166e-5	FRC
Hmbox1	5.2530480676322005e-9	0.28154500934556115	0.787	0.32	1.0105288567704064e-4	6.255675827714951e-4	0.29004408253239916	0.846	0.36	1	6.255675827714951e-4	1.0506096107669851e-8	BEC
Pkn1	2.3310685958136806e-9	0.25700635872478916	0.872	0.358	4.484276657766777e-5	6.429321199530101e-4	0.2858707149537299	0.923	0.417	1	6.429321199530101e-4	4.662137186193472e-9	BEC
Csf2rb	1.2270837578005679e-5	0.28613135111356847	0.894	0.475	0.23605410248809525	6.442066301779982e-4	0.44512710762228436	0.923	0.476	1	6.442066301779982e-4	2.4541524582556482e-5	BEC
Arl5b	4.3774915773892e-6	0.1508498843439433	0.596	0.26	0.08420980547423604	6.587538924960614e-4	0.28213291022151454	0.769	0.305	1	6.587538924960614e-4	8.754963992345892e-6	BEC
Nectin3	1.733896420155783e-8	0.15823370234027187	0.702	0.265	3.3354965434536797e-4	6.683913222870213e-4	0.2265786653558026	0.769	0.313	1	6.683913222870213e-4	3.467792810247591e-8	BEC
Samd9l	1.0236695139054107e-7	0.2610681319190634	0.872	0.386	0.0019692330438998385	6.726398008990195e-4	0.3434723299619619	0.923	0.444	1	6.726398008990195e-4	2.0473389230208955e-7	BEC
Mdm2	1.5317598266441958e-12	0.2250341052108229	0.83	0.283	2.9466463785154394e-8	6.754950539476311e-4	0.2325215258495511	0.846	0.348	1	6.754950539476311e-4	3.063519653286041e-12	BEC
Fndc3a	3.635392377127381e-9	0.26663188384293346	0.787	0.331	6.993404315879942e-5	6.755314787829235e-4	0.2723543581602489	0.846	0.387	1	6.755314787829235e-4	7.270784741038665e-9	BEC
Net1	5.2483952071416855e-8	0.18127424386315555	0.638	0.24	0.001009633785997846	6.779234086813353e-4	0.2603550778853965	0.615	0.221	1	6.779234086813353e-4	1.0496790138826819e-7	BEC
Bmpr2	8.111196643652318e-5	0.26198723762327525	0.851	0.49	1	6.845538886979457e-4	0.4809590134933437	0.923	0.499	1	6.845538886979457e-4	1.6221735372194714e-4	BEC
Gnaq	3.5729150643149606e-8	0.27462786838616676	0.872	0.384	6.87321670922269e-4	6.916394525814838e-4	0.36634468591798885	0.846	0.434	1	6.916394525814838e-4	7.145830000972682e-8	BEC
Parp14	3.993221670935802e-9	0.3870014062390479	0.936	0.423	7.681760528379202e-5	6.923911209610718e-4	0.35797766883217474	1	0.476	1	6.923911209610718e-4	7.986443325925773e-9	BEC
Rapgef5	1.6198253829872316e-6	0.31174507538438934	0.894	0.452	0.031160580892525373	7.110083678196953e-4	0.39019901484596264	1	0.515	1	7.110083678196953e-4	3.2396481421401897e-6	BEC
Zcchc7	4.475777281692408e-8	0.27040409260549364	0.872	0.389	8.610052756791685e-4	7.202405839701639e-4	0.3760552629074079	0.846	0.431	1	7.202405839701639e-4	8.951554363058971e-8	BEC
Tmed7	2.817024313175451e-8	0.20948772275107086	0.894	0.371	5.419109671255615e-4	7.322495179693597e-4	0.281475805201741	0.923	0.46	1	7.322495179693597e-4	5.634048546994633e-8	BEC
Arid5b	6.326617345326547e-4	0.1951205485648505	0.894	0.484	1	7.357750841683908e-4	0.44752853534507564	1	0.534	1	7.357750841683908e-4	0.0012649232081949678	BEC
Ago3	3.385612676923982e-9	0.18389064801081415	0.596	0.201	6.512903106598664e-5	7.363839682675326e-4	0.2847330835366353	0.615	0.223	1	7.363839682675326e-4	6.771225342385586e-9	BEC
Spen	1.1565171381650122e-11	0.26312967938840603	0.809	0.288	2.224792018688034e-7	7.439233729008705e-4	0.25465728434237966	0.769	0.358	1	7.439233729008705e-4	2.3130342763166416e-11	BEC
Plscr1	2.122689749531113e-7	0.16642406651569347	0.681	0.279	0.004083418271173002	7.659099626516171e-4	0.2549676500779638	0.769	0.329	1	7.659099626516171e-4	4.245379048481049e-7	BEC
Qser1	4.6168714760410054e-8	0.16049214641329237	0.617	0.239	8.881475658460082e-4	7.679458601628058e-4	0.21287803547692102	0.692	0.274	1	7.679458601628058e-4	9.233742738926961e-8	BEC
Yap1	8.409440380433522e-11	0.2526103940477937	0.766	0.276	1.6177240459839966e-6	7.802998469374188e-4	0.2863883854046762	0.769	0.36	1	7.802998469374188e-4	1.681888076015985e-10	BEC
Rbm25	1.0419185885406803e-4	0.30477250972347414	0.936	0.528	1	7.846596218647392e-4	0.4557338789285328	1	0.56	1	7.846596218647392e-4	2.083728617646845e-4	BEC
Pear1	1.5619486286127555e-7	0.21120909262363818	0.809	0.343	0.0030047205768623576	8.07317797174569e-4	0.25754701837726013	0.923	0.399	1	8.07317797174569e-4	3.1238970132571586e-7	BEC
Arhgef2	1.0729238441898255e-7	0.23544599207972988	0.809	0.348	0.0020639835990679672	8.075312710173212e-4	0.34789038616074386	0.846	0.423	1	8.075312710173212e-4	2.1458475732630968e-7	BEC
Trps1	4.0967485344914196e-8	0.16378967797950658	0.638	0.227	7.880915155801144e-4	8.145683716779546e-4	0.3606319495471765	0.692	0.29	1	8.145683716779546e-4	8.193496901149333e-8	BEC
Gapvd1	1.6584518748512082e-9	0.24861566049750095	0.787	0.323	3.190363871651269e-5	8.263559396851326e-4	0.23257027683583864	0.923	0.395	1	8.263559396851326e-4	3.3169037469519515e-9	BEC
Fam129a	7.295578934032048e-7	0.16574061388884317	0.638	0.256	0.014034505195397451	8.351584741890004e-4	0.2172987330636978	0.846	0.335	1	8.351584741890004e-4	1.459115254551689e-6	BEC
Ddx1	2.173678238692941e-6	0.18843871232920878	0.702	0.322	0.041815048277736105	8.378865022343186e-4	0.32327024167053436	0.846	0.389	1	8.378865022343186e-4	4.3473517525088e-6	BEC
Nasp	3.835776225665673e-6	0.16256058808917495	0.809	0.371	0.07378882725313056	8.527347662143876e-4	0.28492237097757267	0.923	0.399	1	8.527347662143876e-4	7.67153773815209e-6	BEC
Fkbp3	1.2641359895521068e-4	0.1652732239453955	0.844	0.551	1	8.539430184872692e-4	0.3684205739594074	1	0.642	1	8.539430184872692e-4	2.5281121751242076e-4	FRC
Stk11	2.796526089131122e-7	0.19638331559099215	0.723	0.322	0.005379677237661539	8.714467613442885e-4	0.2776309548379192	0.846	0.374	1	8.714467613442885e-4	5.593051396206431e-7	BEC
Nfix	1.568153984599884e-10	0.3195551753143767	0.851	0.358	3.016657820174797e-6	8.880027368536503e-4	0.3111888758958051	0.923	0.436	1	8.880027368536503e-4	3.1363079689538486e-10	BEC
Ebf3	8.453284225377782e-7	0.2279695710895065	0.723	0.337	0.01626158286435924	8.937621029679592e-4	0.3189563263311937	0.769	0.378	1	8.937621029679592e-4	1.6906561304954159e-6	BEC
Nr2f2	2.2783237636157607e-5	0.240634260294389	0.702	0.34	0.4382811424067639	9.054328717663674e-4	0.453859708678125	0.846	0.411	1	9.054328717663674e-4	4.556595619639803e-5	BEC
Akap8l	9.476499220263247e-10	0.18183697926866785	0.681	0.243	1.822994155002041e-5	9.177812055254391e-4	0.21582933128597248	0.692	0.288	1	9.177812055254391e-4	1.8952998431546087e-9	BEC
Kansl1	7.385309141644198e-7	0.21399893643397427	0.745	0.326	0.014207119195780944	9.560409028709252e-4	0.2937776767101308	0.769	0.387	1	9.560409028709252e-4	1.477061282900929e-6	BEC
Actn1	1.95602302470466e-10	0.3138443679580606	0.915	0.375	3.7628014926243545e-6	9.901868729487913e-4	0.4291542962350601	0.923	0.47	1	9.901868729487913e-4	3.912046049026717e-10	BEC
Tmem131	3.347444364877629e-9	0.1667565549027255	0.66	0.239	6.439478724715095e-5	9.92303533611633e-4	0.23517639292438935	0.692	0.297	1	9.92303533611633e-4	6.694888718549857e-9	BEC
Gda	5.062215608611367e-4	0.15094927514944123	0.809	0.417	1	9.95165738091129e-4	0.329499745596597	0.923	0.45	1	9.95165738091129e-4	0.0010121868614535925	BEC
Mtmr9	3.34666630696435e-4	0.3772446693823152	0.714	0.143	1	0.001001050297235744	0.37274025555236456	0.75	0.071	1	0.001001050297235744	6.692212596391687e-4	cLEC
Gmps	4.524779825829679e-8	0.17016214727341894	0.745	0.308	8.704318950948554e-4	0.001003576386806281	0.22618786964020599	0.769	0.366	1	0.001003576386806281	9.049559446923014e-8	BEC
Ctdspl2	1.66603431962955e-9	0.19044233699475369	0.766	0.289	3.204950220671365e-5	0.0010086615533929466	0.23181712897965026	0.692	0.29	1	0.0010086615533929466	3.3320686364834176e-9	BEC
Flnb	5.037784991985544e-9	0.3259441514356398	0.936	0.429	9.691186989082591e-5	0.001023376577475373	0.36982600045378183	0.923	0.485	1	0.001023376577475373	1.0075569958591776e-8	BEC
Zfc3h1	1.8204093834332683e-10	0.22932460208781646	0.681	0.239	3.501921530910578e-6	0.0010241563488383625	0.20219978036592365	0.692	0.262	1	0.0010241563488383625	3.6408187665351474e-10	BEC
Golgb1	2.5822943187979155e-9	0.36147658577700825	0.894	0.409	4.96755958107155e-5	0.0010266619303217002	0.4133748364857234	0.923	0.454	1	0.0010266619303217002	5.164588630927578e-9	BEC
Lima1	4.1040168744001355e-7	0.24236483330986008	0.809	0.366	0.007894897261283541	0.0010277552300706643	0.31982602638511703	0.923	0.46	1	0.0010277552300706643	8.208032064504819e-7	BEC
Afap1	4.372818137499836e-7	0.1898680572355002	0.681	0.296	0.008411990251108434	0.001031243671443299	0.30996846385309174	0.769	0.362	1	0.001031243671443299	8.74563436284583e-7	BEC
Smg1	3.330851125018129e-12	0.32370710429803623	0.894	0.342	6.407558309197374e-8	0.0010389441528449552	0.2208690490373093	0.846	0.378	1	0.0010389441528449552	6.661702250025155e-12	BEC
Poldip3	3.653371206380208e-15	0.3161577567442786	0.83	0.266	7.027990189713606e-11	0.0010405013294406903	0.30171276530265373	0.769	0.376	1	0.0010405013294406903	7.306742412760436e-15	BEC
