gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	lec_type
Igtp	0	1.1016672364273272	0.847	0.308	0	0	1.2116154453972603	0.858	0.249	0	0	1.2593948865347848	0.862	0.205	0	0	0	BEC
Lgals9	0	0.9215218785328172	0.911	0.606	0	0	0.8486282885397828	0.913	0.623	0	0	1.0025630648233985	0.921	0.542	0	0	0	BEC
Ccl2	0	0.8448745136457142	0.812	0.206	0	0	1.1014253253971016	0.814	0.119	0	0	1.1527723738581725	0.876	0.147	0	0	0	BEC
Slfn2	0	1.1069759278900468	0.793	0.217	0	0	1.033873782666682	0.777	0.216	0	0	1.0411559668369437	0.79	0.204	0	0	0	BEC
Rnf213	0	0.8093838232069757	0.813	0.474	0	0	0.8328669791897947	0.822	0.468	0	0	0.9531770599318707	0.854	0.415	0	0	0	BEC
Rsad2	0	1.5254735565159478	0.913	0.277	0	0	1.3163521566745526	0.9	0.349	0	0	1.4353248373215457	0.907	0.266	0	0	0	BEC
Cmpk2	0	1.0967350949659713	0.784	0.194	0	0	0.9488190367775322	0.779	0.268	0	0	1.0340253288163017	0.791	0.203	0	0	0	BEC
Serpina3f	0	1.0119669786230117	0.694	0.144	0	0	1.0049726645380643	0.69	0.116	0	0	1.0870050623077454	0.734	0.097	0	0	0	BEC
Wars	0	0.8850109629684622	0.793	0.346	0	0	0.8719724224503855	0.793	0.357	0	0	0.9772390330597506	0.821	0.319	0	0	0	BEC
Psme1	0	0.5343827324616999	0.921	0.781	0	0	0.573417123479032	0.928	0.75	0	0	0.5557541101571051	0.915	0.715	0	0	0	BEC
Phf11b	0	1.1930842516379485	0.773	0.034	0	0	1.1428023128048213	0.769	0.052	0	0	1.1639435093668729	0.766	0.032	0	0	0	BEC
Ly6a	0	0.6846883331767941	0.985	0.821	0	0	0.5961126625943334	0.984	0.836	0	0	0.7357377149037652	0.986	0.777	0	0	0	BEC
Tspo	0	0.7229261509664078	0.933	0.72	0	0	0.6780177178355642	0.928	0.732	0	0	0.7134548381464956	0.927	0.677	0	0	0	BEC
Cd47	0	0.5527542509147934	0.925	0.783	0	0	0.5354683941026821	0.928	0.759	0	0	0.5545837827234954	0.913	0.716	0	0	0	BEC
Daxx	0	0.9064527937594309	0.741	0.212	0	0	0.8261163302301161	0.733	0.232	0	0	0.865599944069958	0.735	0.177	0	0	0	BEC
Ubd	0	1.0180911227241602	0.927	0.404	0	0	1.276752691092349	0.914	0.304	0	0	1.3618880197410188	0.975	0.34	0	0	0	BEC
Gm4951	0	0.9505429990904483	0.743	0.196	0	0	0.9749013839257901	0.749	0.181	0	0	1.0229735916403135	0.753	0.136	0	0	0	BEC
Iigp1	0	0.9772684205513884	0.965	0.665	0	0	1.0714634993283076	0.952	0.591	0	0	1.2800707574400276	0.964	0.494	0	0	0	BEC
Lipg	0	1.2376962490600452	0.751	0.11	0	0	1.2518895384954283	0.738	0.108	0	0	1.1897204900603267	0.718	0.091	0	0	0	BEC
Batf2	0	1.0545337658777882	0.724	0.045	0	0	0.9964324275204827	0.705	0.043	0	0	1.0309312438203269	0.719	0.029	0	0	0	BEC
Ms4a6d	0	1.3137769737296368	0.674	0.033	0	0	1.2793624450985623	0.667	0.045	0	0	1.1935893099512416	0.667	0.032	0	0	0	BEC
Jak2	0	0.8292823297211336	0.759	0.318	0	0	0.855150354449981	0.77	0.316	0	0	0.8343899589152387	0.76	0.271	0	0	0	BEC
Cd274	0	1.3052931343877843	0.856	0.245	0	0	1.332680910171322	0.858	0.208	0	0	1.343736881566755	0.871	0.194	0	0	0	BEC
Ch25h	0	1.132879421357004	0.731	0.117	0	0	1.126147789293208	0.731	0.101	0	0	1.046242433324587	0.716	0.12	0	0	0	BEC
Ifit2	0	1.2718289236123799	0.813	0.185	0	0	1.1945542675781364	0.815	0.212	0	0	1.2505953514520158	0.822	0.149	0	0	0	BEC
Ifit3	0	1.4521383067193163	0.915	0.256	0	0	1.310953495641605	0.901	0.299	0	0	1.2939067671800926	0.873	0.233	0	0	0	BEC
Ifit3b	0	1.1610009174737106	0.795	0.134	0	0	1.074439837926768	0.781	0.162	0	0	0.9496935465867106	0.739	0.117	0	0	0	BEC
Ifit1	0	1.2001320111602114	0.83	0.211	0	0	0.9705313645761462	0.807	0.269	0	0	1.1433933838621662	0.826	0.178	0	0	0	BEC
Rdh10	0	0.953818967353804	0.755	0.315	0	0	0.8840255449733194	0.746	0.289	0	0	0.83100571062601	0.731	0.303	0	0	0	FRC
Stat1	0	0.8932455873880214	0.891	0.392	0	0	0.9746008513391031	0.922	0.401	0	0	1.0273656390961565	0.904	0.357	0	0	0	FRC
Sp110	0	0.679783317556621	0.772	0.296	0	0	0.675786370925409	0.792	0.291	0	0	0.642770325808671	0.697	0.234	0	0	0	FRC
Sp100	0	0.7537587857229913	0.858	0.379	0	0	0.6805746679505273	0.858	0.42	0	0	0.7554521522415554	0.818	0.323	0	0	0	FRC
Tor1aip1	0	0.5897706611452085	0.876	0.604	0	0	0.5766867152145015	0.891	0.617	0	0	0.5778158757758411	0.843	0.536	0	0	0	FRC
Tor3a	0	0.8155444620028606	0.798	0.174	0	0	0.8506847974782803	0.827	0.169	0	0	0.7878237372295629	0.731	0.137	0	0	0	FRC
Ifi206	0	0.7400011866338673	0.504	0.003	0	0	0.7256523564844877	0.521	0.007	0	0	0.786918477772068	0.535	0.005	0	0	0	FRC
Ifi207	0	1.166113730880286	0.867	0.068	0	0	1.0478115180126766	0.854	0.116	0	0	1.1087102628794814	0.823	0.041	0	0	0	FRC
Ifi204	0	1.5022866633429104	0.936	0.049	0	0	1.423419961494934	0.937	0.093	0	0	1.4306979597126268	0.92	0.031	0	0	0	FRC
Mndal	0	1.364494973176415	0.969	0.457	0	0	1.2491541560561834	0.958	0.494	0	0	1.266918229361908	0.953	0.403	0	0	0	FRC
Ifi211	0	1.4686963135243616	0.932	0.122	0	0	1.381159447902604	0.923	0.173	0	0	1.379264603984954	0.913	0.097	0	0	0	FRC
Ifi203	0	1.3961208512153336	0.977	0.436	0	0	1.258814043722348	0.961	0.475	0	0	1.3497663430857125	0.964	0.381	0	0	0	FRC
Ifi205	0	1.4945615435278796	0.903	0.031	0	0	1.4442678799874908	0.911	0.065	0	0	1.4684843541943884	0.892	0.017	0	0	0	FRC
Il15ra	0	0.856020397309828	0.792	0.142	0	0	0.8899763249986317	0.815	0.139	0	0	0.884988452500502	0.776	0.128	0	0	0	FRC
Hspa5	0	0.28684540988310614	0.984	0.939	0	0	0.29775898890817065	0.987	0.958	0	0	0.3350779821268868	0.983	0.905	0	0	0	FRC
Nmi	0	0.7059504329383837	0.78	0.235	0	0	0.7081139006755663	0.81	0.258	0	0	0.6153299553519904	0.691	0.223	0	0	0	FRC
Tnfaip6	0	0.814313264338001	0.781	0.227	0	0	0.7337892587172263	0.799	0.262	0	0	0.721373888893909	0.712	0.217	0	0	0	FRC
Ifih1	0	1.0089371231559967	0.851	0.221	0	0	0.9476889218572987	0.864	0.232	0	0	0.902593433009754	0.775	0.169	0	0	0	FRC
Ube2l6	0	0.6741932452909836	0.753	0.275	0	0	0.6758895160679221	0.79	0.312	0	0	0.5943215795584911	0.705	0.3	0	0	0	FRC
Cd44	0	0.6430688056085487	0.872	0.49	0	0	0.6067568607866235	0.873	0.485	0	0	0.69800040293498	0.853	0.452	0	0	0	FRC
B2m	0	0.34150407955745665	0.997	0.969	0	0	0.38275573024658294	0.997	0.973	0	0	0.4219175446686576	0.999	0.96	0	0	0	FRC
Samhd1	0	0.8513689202032655	0.892	0.492	0	0	0.8582626358261871	0.914	0.495	0	0	0.8348986816376365	0.885	0.448	0	0	0	FRC
Tgm2	0	0.8603524222387442	0.837	0.243	0	0	0.8194790182629218	0.832	0.24	0	0	0.8317074577980399	0.796	0.209	0	0	0	FRC
Sdc4	0	0.8221226155805154	0.9	0.625	0	0	0.8401981721583032	0.905	0.599	0	0	0.82613151340884206	0.878	0.527	0	0	0	FRC
Zbp1	0	1.2555336346025654	0.887	0.063	0	0	1.2537667056510349	0.91	0.094	0	0	1.1914993531453302	0.867	0.078	0	0	0	FRC
Helz2	0	0.6953821875631988	0.7	0.073	0	0	0.654360396325668	0.703	0.096	0	0	0.6385145618728418	0.619	0.074	0	0	0	FRC
Ptx3	0	1.1595815231949984	0.604	0.038	0	0	0.9643259476608157	0.567	0.052	0	0	1.0878965382824164	0.596	0.025	0	0	0	FRC
Cnn3	0	0.5706217121598793	0.893	0.677	0	0	0.6275870860506682	0.903	0.65	0	0	0.5766338757450984	0.879	0.617	0	0	0	FRC
Gbp5	0	1.2615040559013444	0.903	0.107	0	0	1.2567887605377803	0.921	0.121	0	0	1.277594566939794	0.892	0.109	0	0	0	FRC
Gbp7	0	1.0947221370359381	0.918	0.346	0	0	1.0550811249166283	0.936	0.388	0	0	1.0516708699668091	0.908	0.339	0	0	0	FRC
Gbp3	0	0.95418806073898	0.809	0.121	0	0	0.9351811171554247	0.824	0.139	0	0	0.8813413787329806	0.764	0.117	0	0	0	FRC
Gbp2	0	1.4907007624988495	0.946	0.158	0	0	1.4543679223267918	0.949	0.166	0	0	1.4342756572248878	0.941	0.149	0	0	0	FRC
Ifi44	0	0.9668782622125883	0.71	0.019	0	0	0.9536728087274877	0.721	0.029	0	0	0.9805967713530359	0.716	0.019	0	0	0	FRC
Glipr2	0	0.653423675875094	0.808	0.409	0	0	0.6750993622994966	0.838	0.42	0	0	0.6342537208712695	0.756	0.362	0	0	0	FRC
Pakap.1	0	0.699315164934152	0.835	0.472	0	0	0.6600342771874818	0.828	0.453	0	0	0.6588923518739106	0.828	0.486	0	0	0	FRC
Txn1	0	0.7001176593563867	0.977	0.876	0	0	0.7010779160269212	0.983	0.886	0	0	0.7486893991662218	0.978	0.814	0	0	0	FRC
Plpp3	0	0.6426990328708678	0.923	0.653	0	0	0.6242305818431496	0.921	0.638	0	0	0.7969828602079662	0.923	0.567	0	0	0	FRC
Rnf19b	0	0.650217177499679	0.848	0.464	0	0	0.666023570808041	0.855	0.441	0	0	0.7679486601622056	0.841	0.401	0	0	0	FRC
Sdc3	0	0.6192619249257331	0.689	0.167	0	0	0.6636368392569802	0.721	0.169	0	0	0.7007103335451825	0.701	0.192	0	0	0	FRC
Clic4	0	0.7844887929825015	0.98	0.833	0	0	0.7569153457424866	0.982	0.841	0	0	0.8234835096016417	0.984	0.759	0	0	0	FRC
Isg15	0	1.763124025013564	0.972	0.117	0	0	1.7290072107440009	0.976	0.161	0	0	1.6419332184281095	0.965	0.136	0	0	0	FRC
Il6	0	0.8751203572537607	0.681	0.095	0	0	0.7147059046724036	0.596	0.092	0	0	0.8866370144480514	0.648	0.082	0	0	0	FRC
Cxcl9	0	2.338057078031116	1	0.113	0	0	2.3207388091524552	0.998	0.121	0	0	2.3151103702100726	0.999	0.125	0	0	0	FRC
Cxcl10	0	1.7280202489521694	0.996	0.399	0	0	1.664228842456928	0.996	0.422	0	0	1.706761685319353	0.996	0.38	0	0	0	FRC
Plac8	0	1.225654471602637	0.747	0.203	0	0	1.2618073568214045	0.756	0.219	0	0	1.324786412560186	0.785	0.184	0	0	0	FRC
Gbp9	0	0.7618206131004494	0.726	0.088	0	0	0.7370501314755294	0.729	0.091	0	0	0.7019924836732938	0.631	0.062	0	0	0	FRC
Gbp4	0	1.3015277413228543	0.868	0.03	0	0	1.3160773092462763	0.893	0.033	0	0	1.419077428118824	0.907	0.027	0	0	0	FRC
Gbp6	0	1.261342511318995	0.9	0.089	0	0	1.2634818074626053	0.918	0.118	0	0	1.3157106298411503	0.895	0.072	0	0	0	FRC
Oasl2	0	1.129301437205818	0.866	0.086	0	0	1.0857513024226124	0.89	0.122	0	0	1.0944429887000535	0.849	0.09	0	0	0	FRC
Oasl1	0	0.6594065067120461	0.573	0.003	0	0	0.6693583405929157	0.602	0.008	0	0	0.5958492869492438	0.495	0.005	0	0	0	FRC
Samd9l	0	0.7906001203248235	0.749	0.18	0	0	0.7819511870314679	0.784	0.202	0	0	0.7954502198544237	0.718	0.136	0	0	0	FRC
Cycs	0	0.6708363639579846	0.882	0.585	0	0	0.7366562672031237	0.911	0.584	0	0	0.6574748707789677	0.866	0.533	0	0	0	FRC
Ggct	0	0.6595926496393113	0.691	0.112	0	0	0.6974155683713523	0.733	0.112	0	0	0.6246984898825315	0.615	0.11	0	0	0	FRC
Herc6	0	0.7078815786804896	0.674	0.104	0	0	0.7283427267740512	0.728	0.122	0	0	0.6409802942887814	0.602	0.097	0	0	0	FRC
Gng12	0	0.6239712745620432	0.907	0.66	0	0	0.6817233566853604	0.921	0.655	0	0	0.6179344973743075	0.882	0.615	0	0	0	FRC
Hk2	0	0.7715731520479423	0.78	0.197	0	0	0.7423464902457084	0.778	0.19	0	0	0.7193512568655447	0.706	0.182	0	0	0	FRC
Adamts9	0	0.727967809776398	0.769	0.262	0	0	0.6383212080212952	0.75	0.283	0	0	0.7455228602976582	0.745	0.259	0	0	0	FRC
Usp18	0	0.7577569837613582	0.88	0.476	0	0	0.7512740365373697	0.9	0.475	0	0	0.6864282477671992	0.831	0.424	0	0	0	FRC
Axl	0	0.6037588889157929	0.872	0.531	0	0	0.5827758972481017	0.888	0.543	0	0	0.796720413833595	0.877	0.425	0	0	0	FRC
Slco3a1	0	0.769140670112763	0.9	0.449	0	0	0.8206599457009167	0.9	0.419	0	0	0.8320809449636919	0.874	0.369	0	0	0	FRC
Trim30a	0	1.1400469167580294	0.85	0.092	0	0	1.1554872841034887	0.885	0.109	0	0	1.1463199862688582	0.846	0.065	0	0	0	FRC
Trim30d	0	0.7003188495508906	0.685	0.085	0	0	0.7148426423220896	0.713	0.092	0	0	0.6638412320985705	0.607	0.067	0	0	0	FRC
Ifitm3	0	0.5906194525305453	1	0.95	0	0	0.5654870085624899	0.999	0.961	0	0	0.573571799706529	0.999	0.937	0	0	0	FRC
Irf7	0	1.3467487984033535	0.908	0.056	0	0	1.3646418498278639	0.939	0.084	0	0	1.2859154624071243	0.905	0.061	0	0	0	FRC
Bst2	0	1.1132241795980922	0.973	0.714	0	0	1.1718756718234666	0.983	0.72	0	0	1.1237220561118777	0.983	0.68	0	0	0	FRC
Mt2	0	1.2214016285979565	0.83	0.229	0	0	0.9543092718118353	0.745	0.225	0	0	1.026551251520393	0.733	0.191	0	0	0	FRC
Manf	0	0.5885684675490952	0.918	0.765	0	0	0.6833716229925684	0.938	0.762	0	0	0.5955224793156301	0.919	0.715	0	0	0	FRC
Shisa5	0	0.6263367841273403	0.843	0.464	0	0	0.6421670642823327	0.875	0.494	0	0	0.6669266927588252	0.841	0.439	0	0	0	FRC
Calhm6	0	1.4908216893792903	0.915	0.102	0	0	1.5492595257346857	0.93	0.097	0	0	1.5520448660880706	0.911	0.09	0	0	0	FRC
Ppa1	0	0.8095795536488439	0.8	0.239	0	0	0.8546149451282065	0.841	0.247	0	0	0.7020884066539255	0.713	0.211	0	0	0	FRC
Stat2	0	0.7359618669156659	0.778	0.157	0	0	0.7150556729685186	0.811	0.19	0	0	0.749902759078902	0.739	0.144	0	0	0	FRC
Upp1	0	0.7913129542277137	0.637	0.028	0	0	0.801171581477354	0.649	0.027	0	0	0.7819112493478095	0.618	0.036	0	0	0	FRC
Sec61g	0	0.36589799485025765	0.936	0.872	0	0	0.3968558226980099	0.946	0.881	0	0	0.36741262009299547	0.941	0.829	0	0	0	FRC
Irgm1	0	1.128950458244418	0.894	0.188	0	0	1.0398066902161558	0.897	0.207	0	0	1.0955425362821083	0.885	0.171	0	0	0	FRC
Olfr56	0	0.7677218142189892	0.724	0.036	0	0	0.7440756735232901	0.726	0.032	0	0	0.7071098433001294	0.635	0.032	0	0	0	FRC
Tgtp2	0	0.9380759375075027	0.804	0.074	0	0	0.8204901988633717	0.794	0.102	0	0	0.7941524917493817	0.715	0.079	0	0	0	FRC
Ifi47	0	1.0256446133846628	0.918	0.41	0	0	0.9769049645178423	0.927	0.422	0	0	0.950286731751791	0.887	0.368	0	0	0	FRC
Igtp	0	1.2923484735949284	0.908	0.096	0	0	1.2760629158850638	0.92	0.123	0	0	1.2941899083986224	0.914	0.106	0	0	0	FRC
Irgm2	0	0.7361051551657743	0.739	0.108	0	0	0.6898765674470735	0.753	0.138	0	0	0.7885436199250999	0.724	0.097	0	0	0	FRC
Eif5a	0	0.5217872266598449	0.951	0.852	0	0	0.5745644741892946	0.961	0.859	0	0	0.44373657333298455	0.942	0.805	0	0	0	FRC
Xaf1	0	1.0457703451216482	0.876	0.178	0	0	1.0304680004361177	0.895	0.204	0	0	0.970220309223	0.837	0.164	0	0	0	FRC
Lgals9	0	1.065562532168815	0.906	0.337	0	0	1.0183146923697137	0.918	0.369	0	0	1.099858731198191	0.909	0.289	0	0	0	FRC
Ccl2	0	1.5147650419806316	0.986	0.439	0	0	1.4951620434504904	0.987	0.436	0	0	1.5596648552862273	0.984	0.408	0	0	0	FRC
Ccl7	0	1.5348186727446649	0.968	0.353	0	0	1.3632280831672965	0.958	0.425	0	0	1.589611052336867	0.961	0.325	0	0	0	FRC
Slfn8	0	0.6730759492918796	0.65	0.039	0	0	0.6493324101547234	0.665	0.061	0	0	0.6113186956890835	0.557	0.038	0	0	0	FRC
Slfn2	0	0.7754554562214928	0.698	0.071	0	0	0.7588155334376914	0.7	0.064	0	0	0.7789536364415924	0.676	0.041	0	0	0	FRC
Ifi35	0	0.7732072925755984	0.829	0.265	0	0	0.7898756289806919	0.852	0.288	0	0	0.684265667331777	0.741	0.239	0	0	0	FRC
Lgals3bp	0	0.9416411732525765	0.933	0.552	0	0	0.9661518035615299	0.944	0.552	0	0	1.031056699798917	0.935	0.496	0	0	0	FRC
Rnf213	0	1.041370250409474	0.908	0.267	0	0	0.9916961256154853	0.921	0.308	0	0	1.0510946424148955	0.895	0.226	0	0	0	FRC
Rsad2	0	1.1912785989386472	0.758	0.01	0	0	1.121017022321718	0.743	0.023	0	0	1.1137438675384137	0.729	0.012	0	0	0	FRC
Cmpk2	0	0.7053069342883835	0.607	0.038	0	0	0.6741580398434518	0.601	0.053	0	0	0.6669683741474389	0.537	0.025	0	0	0	FRC
Nampt	0	0.7968883985407682	0.841	0.268	0	0	0.7906328296095532	0.858	0.268	0	0	0.8429451822632947	0.818	0.221	0	0	0	FRC
Npc2	0	0.5856030353653712	0.964	0.863	0	0	0.5759256837627464	0.967	0.9	0	0	0.7008069138628745	0.966	0.803	0	0	0	FRC
Serpina3f	0	1.1118477368859963	0.841	0.128	0	0	1.116171669777003	0.823	0.111	0	0	1.0343830324375507	0.813	0.167	0	0	0	FRC
Tnfaip2	0	0.7350867088775809	0.9	0.453	0	0	0.8397538088634392	0.895	0.407	0	0	0.9672232154057347	0.903	0.381	0	0	0	FRC
Vcan	0	1.2844934172188294	0.901	0.134	0	0	1.1956303662159875	0.906	0.167	0	0	1.2620155747020947	0.882	0.112	0	0	0	FRC
Pnp	0	0.9296676404128482	0.943	0.65	0	0	0.8515139299569301	0.948	0.686	0	0	0.9168947000121713	0.931	0.56	0	0	0	FRC
Psme1	0	0.6791656939159014	0.937	0.755	0	0	0.7283589294619512	0.954	0.772	0	0	0.6884791999233664	0.941	0.707	0	0	0	FRC
Phf11b	0	0.7981284086512671	0.665	0.018	0	0	0.8153651094038625	0.699	0.02	0	0	0.7373815538681513	0.621	0.017	0	0	0	FRC
Phf11d	0	1.13830396532403	0.89	0.226	0	0	1.1395580773949423	0.914	0.24	0	0	1.0607635160468947	0.855	0.186	0	0	0	FRC
Ccdc25	0	0.6532210976798162	0.775	0.333	0	0	0.600100248211058	0.778	0.357	0	0	0.5882454050468482	0.696	0.282	0	0	0	FRC
Ly6e	0	0.5401008905793072	0.958	0.845	0	0	0.4855271823226037	0.96	0.878	0	0	0.5222276156706358	0.964	0.823	0	0	0	FRC
Ly6a	0	1.4489449891828232	0.915	0.205	0	0	1.4057231823259457	0.933	0.24	0	0	1.5621081680129179	0.964	0.215	0	0	0	FRC
Apol6	0	0.58736956847384	0.521	0.008	0	0	0.6609676660484336	0.566	0.008	0	0	0.6431909933929921	0.523	0.011	0	0	0	FRC
Tspo	0	0.8240036836491548	0.943	0.726	0	0	0.9052176454657155	0.962	0.707	0	0	0.9045918097382247	0.953	0.663	0	0	0	FRC
Socs1	0	0.7911358077722457	0.782	0.258	0	0	0.7158681456267857	0.775	0.249	0	0	0.698481486714484	0.715	0.226	0	0	0	FRC
Rtp4	0	0.692472455182994	0.614	0.04	0	0	0.6199561651451458	0.593	0.075	0	0	0.6034854129318802	0.539	0.035	0	0	0	FRC
Parp14	0	0.9438755475111743	0.856	0.232	0	0	0.9194925847360547	0.879	0.251	0	0	0.9098986372208945	0.824	0.222	0	0	0	FRC
Dtx3l	0	0.62673718104303	0.686	0.153	0	0	0.6384336896047698	0.715	0.161	0	0	0.6672417123855797	0.663	0.135	0	0	0	FRC
Parp9	0	0.6450945203275321	0.705	0.149	0	0	0.6539523202786545	0.727	0.134	0	0	0.576639314067357	0.626	0.135	0	0	0	FRC
