gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	lec_type
Fzd2	9.361234457623954e-165	-0.32423972146145535	0.041	0.454	1.970820690363571e-160	3.264578191751442e-137	-0.27779329355183024	0.045	0.436	6.872916467094311e-133	3.264578191751442e-137	1.8722468915248024e-164	FRC
Aldh2	1.871386279835128e-133	-0.7755920024033545	0.365	0.828	3.939829534936895e-129	3.148422255094292e-142	-0.7662399460607414	0.226	0.834	6.628373373650013e-138	1.871386279835128e-133	6.296844510188486e-142	FRC
Gstm1	7.934412175047863e-133	-0.9415928581591094	0.471	0.863	1.6704317952128265e-128	2.2459069080586077e-154	-1.127708235364328	0.347	0.931	4.728307813535787e-150	7.934412175047863e-133	4.4918138161172863e-154	FRC
Bok	1.933183610322116e-130	-0.4056549674608903	0.086	0.517	4.069931454811151e-126	6.839725284187601e-173	-0.45420360934190784	0.079	0.618	1.4399673640800156e-168	1.933183610322116e-130	1.367945056837485e-172	FRC
Mxd4	5.30786162624487e-162	-0.728942269787343	0.288	0.831	1.1174641081733323e-157	2.996802928215406e-130	-0.6539295584763116	0.227	0.826	6.309169204771895e-126	2.996802928215406e-130	1.061572325248988e-161	FRC
Ech1	5.0355773445283e-130	-0.5550937733203054	0.265	0.781	1.0601400983435431e-125	1.5710751894101408e-130	-0.5815021465473129	0.187	0.772	3.3075845962651696e-126	5.0355773445283e-130	3.1421503788202504e-130	FRC
B4gat1	3.4790799589190825e-127	-0.3017840782506451	0.09	0.53	7.324507037512344e-123	4.0733443911023786e-133	-0.27470397459402685	0.064	0.51	8.575611946587838e-129	3.4790799589190825e-127	8.146688782204602e-133	FRC
Tle5	1.6740284763168507e-137	-0.7218732287914844	0.373	0.842	3.524332151189866e-133	4.979159993721017e-127	-0.7501461502467666	0.311	0.88	1.0482625534780857e-122	4.979159993721017e-127	3.3480569526337453e-137	FRC
Ssbp3	1.4814175016063275e-163	-0.3522114043866693	0.068	0.541	3.118828266131801e-159	9.891918963730362e-126	-0.31184071765064203	0.073	0.525	2.082545699434153e-121	9.891918963730362e-126	2.962835003212708e-163	FRC
Slc9a3r2	3.7541739024296767e-128	-0.2759499192698424	0.05	0.42	7.903662316785198e-124	2.9979363556624125e-124	-0.3044847080523342	0.054	0.448	6.311555409576078e-120	2.9979363556624125e-124	7.508347804859432e-128	FRC
Gulp1	3.916389270853023e-123	-0.29820474997179836	0.075	0.491	8.24517433192687e-119	1.9467085381000548e-134	-0.27932384376644265	0.057	0.483	4.098405485262045e-130	3.916389270853023e-123	3.8934170762001653e-134	FRC
Gxylt2	9.863103169804927e-156	-0.5569829178654985	0.137	0.673	2.076479110339031e-151	4.5831593269671726e-122	-0.4875917679850509	0.136	0.676	9.648925331063989e-118	4.5831593269671726e-122	1.972620633960998e-155	FRC
Ndrg2	6.438958211809198e-121	-0.41912156233234843	0.082	0.483	1.3555938723321904e-116	7.134469713181884e-134	-0.41165230210926657	0.071	0.525	1.502019908716182e-129	6.438958211809198e-121	1.426893942636388e-133	FRC
Gucy1a1	4.9489940232772585e-119	-0.4457618122194818	0.071	0.451	1.0419117117205612e-114	8.716760771144715e-159	-0.5044291158284049	0.059	0.51	1.835139645149097e-154	4.9489940232772585e-119	1.743352154228952e-158	FRC
Aspn	2.1471570140194065e-136	-1.1053893120251193	0.108	0.781	4.520409661615056e-132	1.2441078502107883e-118	-0.9964900597850909	0.114	0.756	2.6192202570487725e-114	1.2441078502107883e-118	4.294314028038725e-136	PvC
Gstm2	4.102098748890711e-118	-0.7210400742685785	0.456	0.863	8.636148496039614e-114	3.67743936703242e-133	-0.8668813665089525	0.34	0.896	7.742113099413354e-129	4.102098748890711e-118	7.35487873406491e-133	FRC
Acaa2	3.4361061201389863e-155	-0.3972426876152803	0.102	0.607	7.234034214728607e-151	2.5634211378034096e-117	-0.30917588847748256	0.074	0.506	5.396770521417518e-113	2.5634211378034096e-117	6.872212240277835e-155	FRC
Chst2	1.0352767370424405e-115	-0.49111918827255513	0.11	0.549	2.17956811449545e-111	2.5093693145566283e-148	-0.5414201118164093	0.096	0.629	5.28297521793607e-144	1.0352767370424405e-115	5.018738629113351e-148	FRC
Rnaseh2c	3.5332526354245283e-115	-0.39386697249554187	0.158	0.636	7.438556773359259e-111	1.0857682740710724e-137	-0.4297452745004399	0.112	0.656	2.2858679474018287e-133	3.5332526354245283e-115	2.1715365481421185e-137	FRC
Serf1	9.622963180543332e-115	-0.44459639541007434	0.163	0.631	2.0259224383997877e-110	8.819464184567222e-144	-0.4767498095493667	0.117	0.672	1.8567617947769374e-139	9.622963180543332e-115	1.7638928369134587e-143	FRC
Arhgap24	2.8390396172696678e-115	-0.4926240369370848	0.164	0.639	5.9770301062378315e-111	5.226568989526731e-114	-0.4618331176456597	0.126	0.633	1.1003495693650627e-109	5.226568989526731e-114	5.678079234539274e-115	FRC
Nrep	6.864132578879545e-114	-0.4970269366796664	0.034	0.479	1.4451058318315106e-109	1.900441092076553e-121	-0.4210292675064349	0.031	0.469	4.000998631148767e-117	6.864132578879545e-114	3.8008821841531106e-121	PvC
Ano1	1.5460720595783978e-113	-0.3257257829692334	0.03	0.319	3.2549455070304007e-109	9.244475800513695e-162	-0.3697277772628465	0.032	0.402	1.9462394902821483e-157	1.5460720595783978e-113	1.848895160102786e-161	FRC
Selenoh	2.3960950183513177e-118	-0.3181302071220063	0.085	0.501	5.044498842135029e-114	3.930770570549303e-113	-0.3894781267790577	0.091	0.544	8.2754512821774475e-109	3.930770570549303e-113	4.792190036702579e-118	FRC
Plekhh2	7.636882428850582e-145	-0.3660881775935885	0.074	0.52	1.6077928577459132e-140	5.473422869487206e-112	-0.3087163391811038	0.068	0.471	1.1523197167131414e-107	5.473422869487206e-112	1.5273764857701125e-144	FRC
Selenop	6.314870432212647e-128	-0.8906305372692673	0.348	0.712	1.3294696720937287e-123	9.140992609019751e-112	-0.8092780939283235	0.416	0.749	1.9244531739769283e-107	9.140992609019751e-112	1.2629740864424987e-127	BEC
Slc11a1	2.8321647259167877e-111	-0.5530441496676262	0.036	0.479	5.962556397472613e-107	4.458130523468094e-184	-0.5923632449740721	0.029	0.581	9.385702191057378e-180	2.8321647259167877e-111	8.916261046936044e-184	PvC
Rps27	3.4040760388699115e-111	-0.2639685539984058	0.91	0.935	7.166601284632825e-107	1.342877341624654e-170	-0.35562476643495033	0.93	0.986	2.827159667322384e-166	3.4040760388699115e-111	2.6857546832492767e-170	BEC
H3f3a	6.952297775696626e-111	-0.43032383275027364	0.893	0.958	1.4636672507174107e-106	2.387081907745525e-113	-0.6075813419941667	0.803	0.969	5.025523540376654e-109	6.952297775696626e-111	4.7741638154910206e-113	FRC
Aoc3	4.2739286331411623e-110	-0.7945310457749899	0.107	0.704	8.99790195135209e-106	4.800037721775922e-110	-0.7834144222051524	0.122	0.756	1.0105519415654848e-105	4.800037721775922e-110	8.547857266282301e-110	PvC
Fcgrt	2.9553237950938023e-137	-0.713581584490129	0.298	0.794	6.221843185810982e-133	2.0095703981815774e-109	-0.5770749905022071	0.215	0.772	4.230748559291675e-105	2.0095703981815774e-109	5.910647590187488e-137	FRC
Mxra8	5.324094891585113e-174	-0.6174763319406992	0.123	0.665	1.1208816975254139e-169	2.0886611113972355e-109	-0.43774095823735504	0.113	0.587	4.3972582378246e-105	2.0886611113972355e-109	1.0648189783170119e-173	FRC
Ramp1	1.0770130334524634e-116	-0.3526100476594621	0.044	0.372	2.267435539327471e-112	7.17824759313146e-108	-0.311131752798655	0.04	0.355	1.5112364657819663e-103	7.17824759313146e-108	2.1540260669049046e-116	FRC
Cmtm8	3.214351871075125e-111	-0.37664993207857006	0.05	0.377	6.767174994174461e-107	1.3855487422894197e-107	-0.32414071370451475	0.09	0.444	2.916995767141915e-103	1.3855487422894197e-107	6.4287037421501796e-111	BEC
Cd300lg	8.18949510922847e-158	-1.0026802120573455	0.312	0.754	1.7241344053458698e-153	2.8213310688854755e-107	-0.809192041054895	0.358	0.735	5.939748299324592e-103	2.8213310688854755e-107	1.6378990218457348e-157	BEC
Slc29a1	4.6708798613906896e-111	-0.534448220585553	0.257	0.747	9.833603372185819e-107	3.773067258893131e-106	-0.5482414097683095	0.204	0.776	7.943438500147709e-102	3.773067258893131e-106	9.341759722781283e-111	FRC
Sult1a1	9.921021461120323e-189	-0.6011033846765385	0.016	0.538	2.0886726482096616e-184	1.5881467733570867e-104	-0.32416026173510104	0.025	0.4	3.3435254019486746e-100	1.5881467733570867e-104	1.9842042922240365e-188	PvC
Snapc5	3.079764407516556e-104	-0.3009726982217016	0.12	0.546	6.483828007144605e-100	1.4204204107460877e-128	-0.37314236394822425	0.095	0.591	2.9904110907437383e-124	3.079764407516556e-104	2.840840821492158e-128	FRC
Peg3	2.8665372768092665e-189	-0.6664697670378785	0.053	0.528	6.034920928866549e-185	9.576263040581742e-104	-0.3859774468984056	0.042	0.359	2.016090657933674e-99	9.576263040581742e-104	5.7330745536184645e-189	FRC
Pink1	1.645975757011763e-103	-0.28950017867501626	0.056	0.377	3.4652727612368648e-99	1.7483675383711173e-106	-0.25697823031311734	0.063	0.38	3.6808381785327135e-102	1.645975757011763e-103	3.496735076742265e-106	BEC
Rtn4rl1	2.69735819161165e-101	-0.3086801176878501	0.02	0.373	5.678748200800007e-97	5.937230254852586e-110	-0.30651048036179235	0.028	0.425	1.249965085554115e-105	2.69735819161165e-101	1.187446050970521e-109	PvC
Pink1	8.736100495160995e-142	-0.5111968460219022	0.032	0.538	1.8392112372462442e-137	1.390966125835162e-100	-0.3627874500744932	0.043	0.481	2.9284009847207667e-96	1.390966125835162e-100	1.7472200990322334e-141	PvC
Dync2li1	2.3001196465273535e-100	-0.2750516157884872	0.084	0.456	4.842441891834037e-96	6.110096678318433e-139	-0.32483105010565283	0.074	0.544	1.2863586536863796e-134	2.3001196465273535e-100	1.222019335663705e-138	FRC
Gamt	2.837746780515422e-100	-0.42072043165699535	0.049	0.515	5.974308297019118e-96	1.037747529807079e-131	-0.4549482399950581	0.039	0.537	2.1847698745028434e-127	2.837746780515422e-100	2.0754950596141362e-131	PvC
Tcf7l1	6.452211308393901e-107	-0.31179948810361546	0.108	0.533	1.3583840467561681e-102	3.826540259708996e-100	-0.3068344589377209	0.1	0.556	8.05601520876535e-96	3.826540259708996e-100	1.2904422616787767e-106	FRC
1810058I24Rik	6.178996860986812e-138	-0.6666548032954762	0.336	0.834	1.3008642091435536e-133	8.636591006352869e-100	-0.5899284629123416	0.284	0.826	1.8182615045674693e-95	8.636591006352869e-100	1.2357993721973414e-137	FRC
Cavin2	8.569010313417915e-143	-0.4274677005078952	0.053	0.454	1.8040337412838736e-138	9.261505471168125e-100	-0.3498676190075804	0.068	0.448	1.9498247468450254e-95	9.261505471168125e-100	1.713802062683566e-142	FRC
Hamp2	1.1449863148471207e-99	-0.2811278851652281	0.002	0.153	2.410539688647643e-95	2.1938345065162e-131	-0.28251555925856164	0.001	0.135	4.618679786568556e-127	1.1449863148471207e-99	4.38766901303233e-131	FRC
Fbn2	1.6650691984556956e-168	-0.5345010284120811	0.076	0.562	3.505470183508776e-164	1.4911567947162793e-98	-0.37732334055317346	0.068	0.444	3.139332399916183e-94	1.4911567947162793e-98	3.330138396911316e-168	FRC
Nkd1	1.802733954476364e-98	-0.26237941237127477	0.061	0.393	3.795295794359089e-94	5.413233565885344e-193	-0.35714958810094205	0.04	0.49	1.1396480626258415e-188	1.802733954476364e-98	1.082646713177044e-192	FRC
Sult1a1	2.7751006217323482e-160	-0.7670998983129711	0.083	0.537	5.842419338933113e-156	9.027828626349416e-98	-0.6190600751509934	0.153	0.532	1.9006287607053425e-93	9.027828626349416e-98	5.5502012434647987e-160	BEC
Crip1	1.2480897744508925e-131	-0.9129631783059406	0.491	0.795	2.627603402151464e-127	1.7258584591339156e-97	-0.7441476413056095	0.576	0.825	3.6334498140146325e-93	1.7258584591339156e-97	2.4961795489017565e-131	BEC
Prxl2c	5.231894497080924e-109	-0.5155555362127942	0.053	0.55	1.101470748470447e-104	5.467011741680385e-97	-0.38262346946467696	0.048	0.494	1.1509699819759713e-92	5.467011741680385e-97	1.0463788994161912e-108	PvC
Selenbp1	7.158348400934146e-97	-0.2680856488967349	0.021	0.373	1.507047088848666e-92	2.2882292175628962e-111	-0.26437167456247956	0.017	0.356	4.8174089717351656e-107	7.158348400934146e-97	4.576458435125746e-111	PvC
Gpx4	3.319810644941446e-108	-0.6009388489033665	0.652	0.897	6.989197350795226e-104	4.843956461334285e-96	-0.685235701798928	0.588	0.927	1.019798153804707e-91	4.843956461334285e-96	6.6396212898829325e-108	FRC
Nedd4	4.929104058691953e-145	-0.5644420570689415	0.856	0.953	1.0377242774764168e-140	5.506141755988557e-96	-0.49868033156437597	0.815	0.958	1.1592080238882709e-91	5.506141755988557e-96	9.85820811738413e-145	FRC
Higd1b	1.1292725577110227e-95	-0.44243736310145126	0.027	0.402	2.377457515749016e-91	7.287148318445023e-101	-0.3930685758489036	0.026	0.394	1.5341633354822307e-96	1.1292725577110227e-95	1.457429663689008e-100	PvC
Scara5	3.650259014869195e-255	-0.5881993633247362	0.029	0.528	7.684890304004116e-251	1.1507067260718932e-95	-0.3126276876566048	0.038	0.328	2.4225828703991567e-91	1.1507067260718932e-95	7.300518029738139e-255	FRC
Dap	2.0899050031946597e-95	-0.49834167557927267	0.249	0.689	4.399877003225717e-91	3.2986078623633873e-105	-0.4882888515452477	0.193	0.749	6.944559132633639e-101	2.0899050031946597e-95	6.5972157247267885e-105	FRC
Plin3	8.005735663951781e-97	-0.364114912946023	0.179	0.636	1.6854475293317683e-92	4.820393712480907e-95	-0.37589234880393163	0.146	0.637	1.0148374882886054e-90	4.820393712480907e-95	1.6011471327903385e-96	FRC
Hadh	3.844158293806375e-175	-0.42589213007303406	0.1	0.639	8.093106455950561e-171	9.33792233289934e-95	-0.2989025592831839	0.092	0.51	1.965912788745298e-90	9.33792233289934e-95	7.68831658761271e-175	FRC
Rnaseh2c	2.1081024778809406e-94	-0.2938673855766511	0.061	0.368	4.438188146682744e-90	9.950952981631242e-99	-0.306992227123179	0.099	0.444	2.0949741312228254e-94	2.1081024778809406e-94	1.9901905963262614e-98	BEC
Zbtb20	4.72756900924188e-154	-0.931347371548465	0.416	0.902	9.95295103515693e-150	7.941033757077808e-94	-0.7273576966372969	0.409	0.919	1.6718258368775908e-89	7.941033757077808e-94	9.4551380184836475e-154	FRC
Galnt16	1.047167962784712e-93	-0.5151315935244232	0.054	0.509	2.2046027120506542e-89	6.123232901058456e-154	-0.6258554488700309	0.049	0.631	1.2891242226598367e-149	1.047167962784712e-93	1.2246465802116757e-153	PvC
Idh2	1.0486302350467785e-93	-0.6158956856700121	0.093	0.615	2.2076812338439828e-89	4.2280099406619855e-114	-0.5756476750143485	0.082	0.669	8.901229328075678e-110	1.0486302350467785e-93	8.456019881324173e-114	PvC
Tspan18	2.2001534297430823e-93	-0.3723076511751347	0.065	0.371	4.6319830156381115e-89	7.154103317748666e-109	-0.31686429532568877	0.063	0.378	1.5061533714856266e-104	2.2001534297430823e-93	1.4308206635497418e-108	BEC
Hadh	2.577841757854064e-93	-0.4720299060666698	0.061	0.533	5.4271302528101614e-89	1.5659730240907935e-96	-0.40427495682910763	0.055	0.525	3.2968430076183476e-92	2.577841757854064e-93	3.13194604818158e-96	PvC
Acaa2	3.2944291290045974e-93	-0.5106430530676813	0.073	0.568	6.935761645293379e-89	2.216495568127333e-94	-0.4138164892159544	0.053	0.506	4.666388119578474e-90	3.2944291290045974e-93	4.4329911362546855e-94	PvC
Ablim1	5.074450896047838e-180	-0.57550121886302	0.136	0.715	1.0683241471449513e-175	1.544262787876768e-92	-0.412960213489837	0.169	0.687	3.2511364473169597e-88	1.544262787876768e-92	1.0148901792095902e-179	FRC
Igfbp4	2.333393456093891e-92	-0.5154351810643434	0.122	0.474	4.912493243114469e-88	3.122282888889407e-104	-0.5987840966523807	0.177	0.577	6.573342165978868e-100	2.333393456093891e-92	6.244565777778826e-104	BEC
Sptssa	9.401425135337773e-107	-0.472161510593035	0.281	0.768	1.9792820337426614e-102	3.347765807830718e-92	-0.45676802898939417	0.221	0.753	7.048051355226011e-88	3.347765807830718e-92	1.8802850270675328e-106	FRC
Atox1	3.3630864850227623e-127	-0.6740526828614363	0.684	0.837	7.080305976918422e-123	6.025329989903901e-92	-0.5297191855552497	0.735	0.821	1.2685127227744683e-87	6.025329989903901e-92	6.7261729700454894e-127	BEC
Ckb	1.1295834535970207e-91	-0.8949800128601808	0.136	0.698	2.3781120448578076e-87	1.6170455456243893e-129	-1.0610054672581604	0.13	0.8	3.404365987203027e-125	1.1295834535970207e-91	3.2340910912487306e-129	PvC
Tmem86a	3.5339544042324165e-91	-0.3426613923801038	0.057	0.361	7.440034207230506e-87	4.055038595898452e-114	-0.3187940856282425	0.045	0.386	8.537072755945012e-110	3.5339544042324165e-91	8.110077191796851e-114	FRC
Tsc22d3	1.1299205099641486e-132	-0.43160673852754095	0.116	0.602	2.378821649627522e-128	5.218926797506906e-91	-0.30621195984071126	0.102	0.533	1.098740658679129e-86	5.218926797506906e-91	2.259841019928272e-132	FRC
Flt3l	6.605738500241923e-91	-0.3270486670630519	0.099	0.47	1.390706126455932e-86	9.381778978586253e-101	-0.3488930405280595	0.095	0.529	1.9751459283617637e-96	6.605738500241923e-91	1.8763557957172584e-100	FRC
Gas1	5.332298386257778e-90	-0.6482191731854253	0.082	0.592	1.12260877925885e-85	1.0429718538354752e-121	-0.7628891790818347	0.074	0.656	2.195768643879826e-117	5.332298386257778e-90	2.085943707670966e-121	PvC
Ctsf	2.062658434806232e-104	-0.37636062983091473	0.156	0.62	4.3425148027975603e-100	1.6327415644612886e-89	-0.32120258711288063	0.112	0.556	3.4374108156603507e-85	1.6327415644612886e-89	4.125316869612425e-104	FRC
Cd81	1.8893728961543892e-89	-0.4758041849064394	0.803	0.926	3.9776967582738355e-85	2.0489720264419095e-93	-0.6045359865116939	0.734	0.977	4.313700807268152e-89	1.8893728961543892e-89	4.097944052883829e-93	FRC
Adamts5	3.477640117084788e-95	-0.6533136345667524	0.15	0.562	7.321475738498604e-91	9.863722043827437e-89	-0.6560153724267682	0.142	0.591	2.07660940188699e-84	9.863722043827437e-89	6.955280234169653e-95	FRC
Gucy1a1	1.6504026253157316e-88	-1.116692243121916	0.258	0.817	3.4745926470772098e-84	3.6432389945483e-95	-1.0165454349946135	0.231	0.844	7.670111055222536e-91	1.6504026253157316e-88	7.286477989096717e-95	PvC
Myl12b	2.1235393017645056e-88	-0.518023978891198	0.533	0.85	4.470687292004814e-84	4.732776798435669e-102	-0.6569305223803142	0.403	0.903	9.963914993746613e-98	2.1235393017645056e-88	9.465553596871344e-102	FRC
Ildr2	3.095207489347878e-88	-0.43064107250652556	0.156	0.567	6.516340327324087e-84	1.115089089684335e-96	-0.4569327206320367	0.138	0.614	2.3475970605124305e-92	3.095207489347878e-88	2.230178179368656e-96	FRC
Pdlim2	3.1073522503412315e-88	-0.5601207271314194	0.057	0.497	6.541908692643394e-84	2.062377364720486e-127	-0.5711895369674592	0.057	0.606	4.3419230659460396e-123	3.1073522503412315e-88	4.124754729441034e-127	PvC
