gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	cell_type_2
Irf7	4.651082168905543e-9	0.23012798000539697	0.426	0.31	8.947286768323593e-5	4.558008524055642e-13	0.18782605041698275	0.448	0.278	8.76824099772584e-9	4.651082168905543e-9	9.116017048109176e-13	BEC
Cdkn1a	1.0087360755823532e-14	0.23476711808334566	0.395	0.226	1.9405055885977728e-10	1.3689250663958766e-8	0.16670379786690087	0.476	0.322	2.633401150225748e-4	1.3689250663958766e-8	2.0174721511646938e-14	FRC
Rhob	6.382371946442417e-8	0.17765149303820116	0.782	0.742	0.0012277768913371277	7.907043226025704e-8	0.1655647051846778	0.858	0.655	0.0015210779053905646	7.907043226025704e-8	1.2764743485538108e-7	FRC
H2-T23	6.105976988478434e-11	0.26199604439527313	0.799	0.722	1.1746067932735964e-6	2.0292976099625051e-7	0.3042685437332562	0.752	0.479	0.003903759812284871	2.0292976099625051e-7	1.2211953976584037e-10	LEC
Rgs4	1.8456857676670846e-7	0.15291113471504975	0.197	0.108	0.0035505457112611706	2.994381871702075e-7	0.15295576286453477	0.258	0.153	0.005760292406593282	2.994381871702075e-7	3.6913711946785755e-7	FRC
Timp3	1.2602217668529948e-8	0.19872476341461354	0.738	0.64	2.424288612895106e-4	3.1466623356769825e-7	0.1647345254849516	0.773	0.604	0.006053234335141811	3.1466623356769825e-7	2.520443517824396e-8	FRC
Xaf1	4.5078389754464554e-7	0.1988176975112937	0.54	0.38	0.008671729837066346	3.7594887736601765e-14	0.27027925589880136	0.477	0.196	7.232128553890082e-10	4.5078389754464554e-7	7.518977547320186e-14	LEC
Isg15	7.976946266839921e-7	0.34480504053537353	0.573	0.483	0.015345251533519956	2.692502195492475e-18	0.5047619164041133	0.627	0.276	5.1795664734688743e-14	7.976946266839921e-7	5.385004390984956e-18	LEC
Ube2l6	8.458170220731297e-7	0.20778365579419783	0.453	0.307	0.016270982053620795	4.905331328787122e-11	0.15194276888803585	0.392	0.158	9.436385877187787e-7	8.458170220731297e-7	9.810662657333605e-11	LEC
Prss23	7.938650774412566e-7	0.1503007336570053	0.339	0.232	0.015271582494737453	9.857797541258375e-7	0.18707260452367075	0.339	0.237	0.018963445130118738	9.857797541258375e-7	1.5877295246607522e-6	FRC
Gm11808	1.0857166062918328e-6	0.21813914526727407	0.788	0.636	0.020885930355235987	5.63438465063239e-18	0.3657725480566416	0.809	0.481	1.0838865752421529e-13	1.0857166062918328e-6	1.1268769301264813e-17	B cells
Anxa1	1.916812000717628e-6	0.1822905719712733	0.729	0.675	0.036873712457805005	2.535358904521207e-17	0.31438633115477754	0.8	0.579	4.877269924627446e-13	1.916812000717628e-6	5.070717809042433e-17	FRC
Ifi44	7.755259568463533e-6	0.2152407507298243	0.493	0.344	0.14918792831853298	1.1631246109579937e-16	0.3505341454234691	0.471	0.174	2.2375028140998926e-12	7.755259568463533e-6	2.326249221915993e-16	LEC
H2-Q7	9.292372725872924e-6	0.22709078174651398	0.719	0.658	0.17875737412761744	1.8774114843515722e-9	0.3586428659005181	0.739	0.429	3.6115764724471195e-5	9.292372725872924e-6	3.75482296517846e-9	LEC
Hspb1	1.705736988631215e-7	0.19071521328873575	0.699	0.65	0.0032813262450298686	9.341400705732937e-6	0.1509778690867214	0.757	0.616	0.1797005253761845	9.341400705732937e-6	3.4114736863085605e-7	BEC
Ifit2	1.3190277005088015e-5	0.1667611448678983	0.182	0.075	0.25374135874687814	6.865765366515233e-9	0.15800244359608845	0.19	0.056	1.3207672835565353e-4	1.3190277005088015e-5	1.3731530685891714e-8	LEC
Tinagl1	1.6015030147083612e-5	0.20479025873407342	0.33	0.242	0.30808113493944744	2.8914414886340498e-12	0.2716326938959991	0.455	0.281	5.562265991685321e-8	1.6015030147083612e-5	5.782882977259721e-12	FRC
H2-T23	1.8180390660418103e-5	0.15907656381278423	0.633	0.598	0.34973617513446303	1.5181064531685782e-13	0.24540910490830947	0.673	0.503	2.920381383960394e-9	1.8180390660418103e-5	3.0362129063369207e-13	BEC
Tspo	2.584348901216804e-5	0.17968565853681184	0.708	0.658	0.4971511981270766	4.339813820326911e-7	0.2791066293651321	0.712	0.44	0.008348499846162878	2.584348901216804e-5	8.679625757255419e-7	LEC
Iigp1	3.200816608702594e-5	0.1780649985324776	0.492	0.409	0.615741091016118	6.140830926010635e-12	0.24244605227703514	0.497	0.319	1.1813116452366659e-7	3.200816608702594e-5	1.2281661851983537e-11	FRC
Erh	3.767067532576756e-5	0.16114452853678302	0.562	0.415	0.7246707812417905	1.1450414145628193e-15	0.24294310636674132	0.51	0.2	2.2027161691944954e-11	3.767067532576756e-5	2.2900828291256398e-15	LEC
Iigp1	3.943685858865352e-5	0.28833273837175133	0.551	0.425	0.7586468486699278	6.619618351050896e-10	0.3604911603640647	0.569	0.297	1.273415982191661e-5	3.943685858865352e-5	1.323923669771984e-9	LEC
Ifi203	4.20530613367078e-5	0.16089810485108125	0.561	0.508	0.8089747409342479	3.4820864217802905e-12	0.2249180098828092	0.618	0.432	6.698489649578745e-8	4.20530613367078e-5	6.964172843548441e-12	BEC
Ifi27l2a	4.48958185859584e-5	0.36417894152713237	0.464	0.349	0.8636608621380817	6.609831005208185e-7	0.25083167697794106	0.484	0.257	0.012715331904718987	4.48958185859584e-5	1.321965764142979e-6	LEC
Cxcl9	4.6082483108255925e-5	0.21618781253030472	0.264	0.193	0.8864887275535193	5.564314331337176e-22	0.3297025241279795	0.422	0.214	1.0704071479193326e-17	4.6082483108255925e-5	1.112862866267438e-21	BEC
Psmb8	5.39593168601433e-5	0.19235444713551697	0.686	0.62	1	2.5688777931299066e-11	0.35083074952781435	0.706	0.396	4.941750210644001e-7	5.39593168601433e-5	5.1377555861938094e-11	LEC
C2	5.704319715632246e-5	0.20097026150860225	0.391	0.264	1	9.182614517558096e-12	0.24345250285776998	0.405	0.156	1.7664595547426508e-7	5.704319715632246e-5	1.8365229035031828e-11	LEC
Gbp3	5.759697425997753e-5	0.15915793924721822	0.427	0.297	1	4.6081887190916605e-19	0.3215021475055753	0.464	0.156	8.864772638916628e-15	5.759697425997753e-5	9.216377438183354e-19	LEC
Trafd1	7.609603453835717e-5	0.18284409636447535	0.54	0.413	1	2.7701931973715502e-11	0.21942854533520273	0.49	0.22	5.32902065378365e-7	7.609603453835717e-5	5.540386394666358e-11	LEC
Socs1	8.768258367561899e-5	0.21808633916888887	0.401	0.271	1	4.083058130847666e-11	0.2200710744684528	0.373	0.146	7.854578926311655e-7	8.768258367561899e-5	8.16611626152861e-11	LEC
Gm11808	9.864678801708575e-5	0.27548546177557864	0.831	0.68	1	5.151422375465093e-7	0.2242707809025416	0.824	0.701	0.009909791223682199	9.864678801708575e-5	1.030284209721494e-6	T cells
Serpina3f	1.0842992910482747e-4	0.20108639779280402	0.387	0.255	1	1.7175272533419395e-9	0.2267970595800572	0.373	0.156	3.304007177253889e-5	1.0842992910482747e-4	3.435054503733975e-9	LEC
Ptn	1.1153888310075874e-4	0.2649053972551738	0.515	0.382	1	2.4993938016385705e-5	0.2031943606504234	0.425	0.243	0.4808083856212118	1.1153888310075874e-4	4.9987251335833826e-5	LEC
Rnf213	1.573061080746164e-4	0.20156632640926708	0.566	0.474	1	2.183106474355405e-18	0.38320706499440993	0.582	0.237	4.199641924717492e-14	1.573061080746164e-4	4.366212948710832e-18	LEC
H2-Q6	1.916177694336766e-4	0.18541385773903085	0.562	0.472	1	7.741799013036908e-10	0.23520147259093266	0.562	0.281	1.4892898761379099e-5	1.916177694336766e-4	1.5483598020080225e-9	LEC
Isg15	2.0651708496583087e-4	0.16772027900610276	0.529	0.469	1	1.0898709028686294e-12	0.22612718972614176	0.614	0.421	2.0965846558483823e-8	2.0651708496583087e-4	2.1797418057360706e-12	BEC
Phf11d	2.216435483293508e-4	0.16512636493035243	0.464	0.347	1	2.0251837557473727e-9	0.19992214491295612	0.438	0.214	3.895845990931221e-5	2.216435483293508e-4	4.05036750739337e-9	LEC
Fam174b	2.2384627127094447e-4	0.15448631618764969	0.555	0.427	1	7.861282017704994e-8	0.16468543979807637	0.51	0.262	0.0015122748217459097	2.2384627127094447e-4	1.5722563417412462e-7	LEC
H2-T22	2.494295019888349e-4	0.15452933236343447	0.639	0.566	1	5.6399862494947944e-8	0.18393659635714016	0.575	0.308	0.0010849641548153137	2.494295019888349e-4	1.1279972180895151e-7	LEC
Kdm6b	3.229760277590355e-4	0.1933348272813159	0.679	0.531	1	3.137968587861102e-4	0.16811663998688864	0.653	0.498	1	3.229760277590355e-4	6.274952491036361e-4	B cells
Ccr7	2.4456263903123137e-5	0.2436532894064778	0.777	0.642	0.4704651487043798	3.647624148700028e-4	0.1713885967783193	0.865	0.712	1	3.647624148700028e-4	4.891192969740217e-5	B cells
Tap1	3.931014756858022e-4	0.17269037590154712	0.54	0.453	1	1.3018159909528976e-13	0.26681566303995163	0.529	0.229	2.504303421796089e-9	3.931014756858022e-4	2.6036319819056174e-13	LEC
Cdkn1a	0.00048651132109589316	0.17483998652502863	0.599	0.453	1	1.9693867165114675e-5	0.22639922487016328	0.569	0.361	0.378850922655311	0.00048651132109589316	3.938734648182543e-5	LEC
Ifi213	9.64877619211743e-4	0.20734350769985033	0.442	0.204	1	1.7295095421755743e-4	0.22102584078976917	0.429	0.257	1	9.64877619211743e-4	3.458719964025504e-4	T cells
Eipr1	7.329680406898739e-4	0.3329016436976542	0.318	0.024	1	9.786425230538854e-4	0.27608976178487943	0.391	0.053	1	9.786425230538854e-4	0.0014653988392310754	Macrophages
Itga2b	0.0013807108956869953	0.1743369432746129	0.38	0.255	1	1.9351383178860267e-7	0.325390551074398	0.399	0.201	0.00372262558211735	0.0013807108956869953	3.8702762612960246e-7	LEC
Tspyl1	3.5748293243895396e-4	0.48611298792499136	0.545	0.122	1	0.0014739382031250829	0.38511274924419303	0.478	0.105	1	0.0014739382031250829	7.148380708309231e-4	Macrophages
Postn	0.0014790878570843876	0.21274804914208734	0.401	0.288	1	1.6198325770788692e-4	0.17850376429256998	0.477	0.285	1	0.0014790878570843876	3.2394027683999607e-4	LEC
Cxcl9	0.0016914835255024308	0.1994559450705467	0.186	0.106	1	2.3590384023565575e-5	0.19606112866168612	0.294	0.144	0.45380821746133093	0.0016914835255024308	4.7180211540912776e-5	LEC
Ifi209	0.001341044692126821	0.31095567509113764	0.364	0.049	1	0.0017024017649723664	0.35915230684400373	0.435	0.079	1	0.0017024017649723664	0.00268029098338736	Macrophages
Cxcr4	0.0017262751443535235	0.18251638184506613	0.648	0.547	1	8.241065383558662e-6	0.194974751276497	0.614	0.41	0.15853337478351798	0.0017262751443535235	1.6482062851958666e-5	B cells
H2-Q4	0.0018297504426870869	0.21077964216322376	0.805	0.67	1	0.001790684941162456	0.1685598712603431	0.753	0.583	1	0.0018297504426870869	0.003578163329766405	T cells
Chp1	0.0019310886048130452	0.22516163660801733	0.455	0.098	1	0.001126074166559244	0.33661129515810134	0.522	0.132	1	0.0019310886048130452	0.002250880290089895	Macrophages
Gm20559	0.001341044692126821	0.1751458153433702	0.364	0.049	1	0.0022996176756409415	0.4360281308685278	0.478	0.132	1	0.0022996176756409415	0.00268029098338736	Macrophages
Eno1	0.002370579447182943	0.23134937377798304	0.714	0.573	1	2.3185033596151466e-6	0.23261737331702614	0.718	0.49	0.044601049128916576	0.002370579447182943	4.637001343772465e-6	T cells
Cdk2ap1	0.0013757425493784582	0.40274114154028257	0.455	0.098	1	0.0026945726147038435	0.37304611803671517	0.565	0.158	1	0.0026945726147038435	0.0027495924311947465	Macrophages
Orai3	0.0030441007809337054	0.32674956917484416	0.455	0.122	1	3.7962620256493335e-4	0.35746106203596584	0.478	0.105	1	0.0030441007809337054	7.591082890761932e-4	Macrophages
Cxcl10	0.0033522531244672363	0.26663695042059465	0.391	0.3	1	1.6109608387985077e-4	0.2035028318604849	0.503	0.315	1	0.0033522531244672363	3.2216621581146e-4	LEC
Mark2	0.0023564206456510987	0.2706750537454858	0.455	0.098	1	0.003530346587939164	0.38121012517753317	0.565	0.237	1	0.003530346587939164	0.004707288573042949	Macrophages
Psme4	0.0035540643763775476	0.28586261256394746	0.409	0.098	1	0.0029452961849136474	0.4278403636525602	0.609	0.237	1	0.0035540643763775476	0.005881917600210426	Macrophages
Rc3h1	0.0036542089177483096	0.41016466519866523	0.545	0.195	1	3.6418149256871606e-4	0.4778121195218743	0.609	0.184	1	0.0036542089177483096	7.282303569779027e-4	Macrophages
Lgmn	0.003738967348521128	0.1536066798609238	0.599	0.512	1	2.378927953469807e-7	0.211986916717663	0.608	0.342	0.004576343704089867	0.003738967348521128	4.7578553410097935e-7	LEC
Irgm1	0.0030609544849694173	0.4771025507372463	0.318	0.049	1	0.004001822702047104	0.36934423838409947	0.391	0.105	1	0.004001822702047104	0.006112539527579781	Macrophages
Dot1l	0.0041439152677999825	0.17362466988507494	0.273	0.024	1	2.7753244244188574e-4	0.4700296956820012	0.391	0.026	1	0.0041439152677999825	5.549878606271639e-4	Macrophages
2610507B11Rik	0.004557704133914481	0.453389851308744	0.545	0.195	1	0.0017734919707409677	0.3822882121352734	0.609	0.184	1	0.004557704133914481	0.0035438386677116526	Macrophages
Tspan7	0.004716858825433791	0.15797596449110818	0.642	0.578	1	3.0140441853852232e-5	0.20414528824123512	0.614	0.39	0.5798116799425554	0.004716858825433791	6.0279975261469344e-5	LEC
Mif4gd	0.0033790428155263453	0.4285190875570585	0.364	0.073	1	0.0049512941602600545	0.22997433468379028	0.304	0.053	1	0.0049512941602600545	0.006746667700703533	Macrophages
Slfn5	0.004953814854509684	0.24908162364605607	0.429	0.233	1	2.1852854785368962e-5	0.25246413515173344	0.4	0.212	0.42038336750614275	0.004953814854509684	4.370523202347566e-5	T cells
Fmnl1	0.005068146605010228	0.20684296864032659	0.623	0.437	1	0.0015290562825284477	0.15008047254798235	0.535	0.358	1	0.005068146605010228	0.003055774551941756	T cells
Cybc1	0.0019766057157037244	0.159167927721481	0.364	0.049	1	0.005535151901375464	0.28319036233630857	0.391	0.105	1	0.005535151901375464	0.003949304461252096	Macrophages
Trim25	4.1053956540861925e-4	0.5837726087133558	0.591	0.146	1	0.005826156142244225	0.41466667506435145	0.652	0.316	1	0.005826156142244225	8.209105880824726e-4	Macrophages
Lrrfip1	0.005850767794215965	0.4380739242755138	0.727	0.317	1	7.777049108628372e-4	0.5360247784767481	0.783	0.316	1	0.005850767794215965	0.001554804996797294	Macrophages
Ccnl2	0.006085776342183056	0.25836321876081325	0.545	0.171	1	8.70783114462771e-4	0.463321684424216	0.696	0.263	1	0.006085776342183056	0.0017408079656931095	Macrophages
Odf2	3.8226863408169753e-4	0.3309151002194384	0.409	0.049	1	0.006323571526049091	0.15441702666406773	0.348	0.079	1	0.006323571526049091	7.643911388547927e-4	Macrophages
Ube2d2a	0.0064210727480633	0.5030122990243914	0.636	0.317	1	0.0025718758487911827	0.4412207565665982	0.826	0.447	1	0.0064210727480633	0.005137137152200773	Macrophages
Ces2g	0.006722309935190776	0.15651123308535558	0.314	0.236	1	9.690548279287076e-7	0.1803269265984348	0.32	0.147	0.018641707724864547	0.006722309935190776	1.9381087167901568e-6	LEC
Chpt1	0.0013624675063492338	0.16921245836065596	0.318	0.024	1	0.007228819291492083	0.2785397915567921	0.348	0.079	1	0.007228819291492083	0.0027230786949926106	Macrophages
Dedd2	0.005423564453555185	0.2659797713645112	0.455	0.146	1	0.007228819291492083	0.24870383921559913	0.348	0.079	1	0.007228819291492083	0.010817713855728507	Macrophages
Mob1b	0.008104616317510234	0.20730283712444053	0.364	0.073	1	0.0045366748247505145	0.2943526399877713	0.435	0.105	1	0.008104616317510234	0.0090527682310355	Macrophages
Ifi208	0.00834313236714241	0.18639784509890384	0.481	0.282	1	4.0146953368081764e-5	0.18664608519490455	0.435	0.24	0.7723069419417888	0.00834313236714241	8.029229495829876e-5	T cells
Gtpbp2	0.0010482255327334629	0.20620945728077003	0.318	0.024	1	0.00856576270721526	0.33011311290492973	0.522	0.184	1	0.00856576270721526	0.0020953522886994515	Macrophages
Tm2d3	0.0011444386513426758	0.2838327265817812	0.364	0.049	1	0.008828334806056213	0.22811932045630076	0.435	0.132	1	0.008828334806056213	0.002287567562858665	Macrophages
Zfp622	0.00905521978952266	0.27233502436954327	0.5	0.195	1	0.0021818467691073844	0.43270275890753895	0.565	0.211	1	0.00905521978952266	0.0043589330828909065	Macrophages
Klf6	0.009108135903134041	0.15166295577121136	0.72	0.614	1	1.0293508586177219e-7	0.25949286261018756	0.785	0.554	0.0019801622467229114	0.009108135903134041	2.058701611279124e-7	B cells
Sgk3	0.007873282981586209	0.4444130660632122	0.591	0.244	1	0.009114677905415753	0.23883308985062382	0.565	0.211	1	0.009114677905415753	0.01568457737826429	Macrophages
Rnaset2a	0.004885642550263111	0.4092017799639231	0.636	0.244	1	0.009269643017486964	0.2616307731840607	0.696	0.289	1	0.009269643017486964	0.009747415597397283	Macrophages
Cyp4b1	0.009473806951103723	0.15474895522684656	0.277	0.196	1	8.239152109839885e-7	0.21856084278405075	0.346	0.169	0.015849656913698988	0.009473806951103723	1.6478297431317036e-6	LEC
Rcsd1	0.00404699909406182	0.28564475225759417	0.409	0.098	1	0.0101755001117255	0.25196098731637273	0.478	0.158	1	0.0101755001117255	0.0080776199864563	Macrophages
Pttg1ip	0.01019041534448942	0.37821577774460036	0.545	0.22	1	0.005500804250607361	0.2863885903224515	0.435	0.132	1	0.01019041534448942	0.010971349653811224	Macrophages
Srsf6	0.0044929273328094	0.4179378978161255	0.591	0.244	1	0.010458820002264259	0.3314384502957695	0.739	0.368	1	0.010458820002264259	0.008965668269600897	Macrophages
Pten	0.01050009164938357	0.40944402850392564	0.636	0.293	1	0.007576024545036691	0.4305398993603806	0.696	0.342	1	0.01050009164938357	0.015094652942166388	Macrophages
Dnajb9	0.004369568078584459	0.46448051184316674	0.455	0.171	1	0.010890929662351468	0.2851512587755696	0.609	0.237	1	0.010890929662351468	0.008720043031975532	Macrophages
Sh3bp5	0.011291600544118242	0.2353065980516384	0.227	0.024	1	0.007294457532439686	0.2212230399906715	0.478	0.132	1	0.011291600544118242	0.01453570595418681	Macrophages
Daxx	0.011842512462669642	0.24266679524941193	0.455	0.146	1	0.009901417112075702	0.27676483583318257	0.435	0.132	1	0.011842512462669642	0.0197047961633241	Macrophages
Rsrp1	0.004879701540819196	0.46420508371966357	0.636	0.268	1	0.011973819266786843	0.43125856006053453	0.739	0.421	1	0.011973819266786843	0.009735591594510921	Macrophages
Zup1	0.008654228787599513	0.3421112951963574	0.409	0.146	1	0.012073431697083718	0.3110678974748544	0.435	0.158	1	0.012073431697083718	0.01723356189929091	Macrophages
Inpp4a	0.004316049600591026	0.32140698232805787	0.409	0.098	1	0.01228051205920974	0.2253280776933343	0.391	0.105	1	0.01228051205920974	0.008613470917027292	Macrophages
Nipa2	7.115995905261444e-5	0.47354483555166615	0.5	0.073	1	0.012565511801150106	0.31257919768143183	0.652	0.263	1	0.012565511801150106	1.423148543654565e-4	Macrophages
Mdm2	0.00789633845945204	0.1507049003793658	0.5	0.146	1	0.01264621243022514	0.33257994785981837	0.522	0.237	1	0.01264621243022514	0.015730324757837862	Macrophages
Sp100	0.012828035445245708	0.45764167480738055	0.545	0.317	1	2.4836186700984386e-4	0.6096938720763845	0.739	0.342	1	0.012828035445245708	4.966620504027035e-4	Macrophages
Isg15	2.0901834199317079e-4	0.618302167977438	0.364	0.024	1	0.013285633572683123	0.5176425311070099	0.522	0.237	1	0.013285633572683123	4.1799299531905174e-4	Macrophages
Ifitm3	0.013313029248237334	0.1567416183537933	0.466	0.358	1	1.420176539856032e-4	0.19692548361731277	0.765	0.545	1	0.013313029248237334	2.8401513895716265e-4	B cells
Fam49a	0.005462231535170866	0.24515735722524307	0.364	0.073	1	0.013386063125911578	0.43922699309824903	0.609	0.263	1	0.013386063125911578	0.010894627096997919	Macrophages
Tor1aip2	0.013427734085649845	0.2710174108590795	0.364	0.098	1	0.001067316432895832	0.43235814147984264	0.696	0.237	1	0.013427734085649845	0.0021334937014237357	Macrophages
Ms4a4c	0.013427734085649845	0.2623014438755188	0.364	0.098	1	0.003433571105470975	0.5656216813417227	0.522	0.158	1	0.013427734085649845	0.006855352800405624	Macrophages
Mfsd1	0.013093458519433172	0.34311358602403935	0.455	0.171	1	0.013618047309630569	0.2711629074497999	0.609	0.211	1	0.013618047309630569	0.026015478382866237	Macrophages
Srsf5	0.014286435638452229	0.5012021091543769	0.727	0.415	1	1.0846661082021685e-4	0.690545812452019	1	0.474	1	0.014286435638452229	2.1692145663477098e-4	Macrophages
Nfkb1	0.013125386277865608	0.3671324984838185	0.591	0.293	1	0.01431632799969811	0.3224208713588076	0.739	0.395	1	0.01431632799969811	0.026078496790788032	Macrophages
Frat2	0.004457837505138107	0.22627142326372707	0.364	0.073	1	0.01462072454569457	0.17097458109816896	0.391	0.105	1	0.01462072454569457	0.008895802695053998	Macrophages
Zdhhc5	0.01483221425304249	0.2041515971400435	0.318	0.073	1	0.001775227241432675	0.34574088359691435	0.478	0.132	1	0.01483221425304249	0.0035473030511066254	Macrophages
Dync1i2	0.014899491882899211	0.32755767212901243	0.591	0.268	1	6.061729212419108e-4	0.5084631277416434	0.783	0.395	1	0.014899491882899211	0.0012119783968733747	Macrophages
Diaph1	0.006588433419253252	0.4663296250585236	0.636	0.268	1	0.015136291145990353	0.3375434039628348	0.696	0.342	1	0.015136291145990353	0.013133459383586576	Macrophages
Prr14	0.01522377828785245	0.2631060483268084	0.409	0.122	1	0.008828334806056213	0.29591470378906604	0.435	0.132	1	0.01522377828785245	0.01757873011666461	Macrophages
Sft2d1	0.015749946652511167	0.2612620890231813	0.5	0.195	1	0.008497851472418909	0.3214240308121379	0.609	0.237	1	0.015749946652511167	0.01692348946519053	Macrophages
Irf7	0.0158618155123771	0.20541157675791108	0.364	0.204	1	9.635524833556169e-4	0.16954344363240492	0.347	0.198	1	0.0158618155123771	0.001926176533323054	T cells
Wrn	0.015991993143367106	0.17984463421155217	0.364	0.098	1	0.007580181349369234	0.28964496467586187	0.391	0.105	1	0.015991993143367106	0.015102903549449147	Macrophages
Cybb	0.01609506249033574	0.5483534397916815	0.591	0.244	1	0.00691736577443611	0.5551127663714894	0.739	0.421	1	0.01609506249033574	0.013786881599614885	Macrophages
Rora	5.249368443887536e-4	0.19423980250827377	0.273	0	1	0.01619440226830287	0.18453262201827533	0.217	0.026	1	0.01619440226830287	0.001049598130086911	Macrophages
Ell2	0.01483221425304249	0.27079658474830554	0.318	0.073	1	0.016303362423119975	0.16715371643359384	0.435	0.132	1	0.016303362423119975	0.029444433926436815	Macrophages
Dusp1	0.016520154381356712	0.5151825611679617	0.682	0.39	1	5.470610687062527e-4	0.6552183528973021	0.913	0.5	1	0.016520154381356712	0.0010938228615996113	Macrophages
Dusp16	0.006299500668581714	0.19528040103167482	0.409	0.098	1	0.01682248406439006	0.3021675938909626	0.348	0.105	1	0.01682248406439006	0.01255931762848997	Macrophages
Ldlrap1	0.017162220354183882	0.15371798923919092	0.136	0	1	0.01462072454569457	0.26108391968362366	0.391	0.105	1	0.017162220354183882	0.029027683505148064	Macrophages
Rtp4	0.017244503948806087	0.18614262587343805	0.312	0.165	1	3.1956046727438424e-5	0.15160815021302168	0.288	0.125	0.614738470895733	0.017244503948806087	6.391107226595446e-5	T cells
Pgp	0.01754850231776714	0.3468742746728594	0.364	0.122	1	0.014629202001385606	0.15233611111052556	0.435	0.132	1	0.01754850231776714	0.02904439045157387	Macrophages
Rfx7	0.017982267051629825	0.2707514668782467	0.455	0.146	1	0.011731054996034196	0.20550911593214882	0.522	0.184	1	0.017982267051629825	0.02332449234074841	Macrophages
Bcap31	0.007153731947558393	0.4663289363501698	0.545	0.22	1	0.018046548691709883	0.2885161209916156	0.652	0.316	1	0.018046548691709883	0.014256288014339273	Macrophages
Adgre1	0.001912956956168196	0.4152736239889777	0.409	0.073	1	0.018112888726137272	0.3014320900950552	0.565	0.237	1	0.018112888726137272	0.0038222545080202385	Macrophages
Hnrnph2	0.018124309767097353	0.2547470636134336	0.545	0.22	1	0.015605402776046476	0.258699808386885	0.565	0.263	1	0.018124309767097353	0.030967276956290316	Macrophages
Dnaja1	0.014608077754461001	0.4414280699649704	0.727	0.317	1	0.01814554582114584	0.3426600525152468	0.87	0.526	1	0.01814554582114584	0.029002759573241638	Macrophages
Gna13	0.018442501938823186	0.32959798317586403	0.591	0.244	1	0.0024866729401029587	0.35501073689384516	0.696	0.316	1	0.018442501938823186	0.0049671623378948785	Macrophages
Map3k8	0.008176038585509967	0.39214859974345373	0.545	0.195	1	0.018531585559090832	0.3355756557241969	0.696	0.368	1	0.018531585559090832	0.016285229564068183	Macrophages
