gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	subtype
Iigp1	3.642653399448677e-4	0.34563599323268557	0.546	0.409	1	2.4655404432856584e-4	0.2615468373993438	0.588	0.418	1	3.642653399448677e-4	4.930472997603572e-4	PvC
Erh	2.1019561036216308e-5	0.20419548353712258	0.772	0.514	0.4043532956536931	3.745801799826303e-4	0.17102813343697082	0.667	0.462	1	3.745801799826303e-4	4.203868025048648e-5	MRC
Gm11808	4.3144531938123476e-4	0.26475913362358183	0.733	0.573	1	9.535012317970265e-7	0.36718069701774686	0.795	0.433	0.0183425031960794	4.3144531938123476e-4	1.9070015544294553e-6	Ccl19lo TRC
Pamr1	4.4764915324726486e-4	0.20355395025492085	0.677	0.496	1	2.62807121645827e-6	0.4070693199231021	0.667	0.341	0.05055620599100774	4.4764915324726486e-4	5.256135526158223e-6	CD34+ SC
H2-T23	4.489078685151213e-4	0.31261482213042235	0.582	0.448	1	2.5553015509238385e-9	0.3617798322774878	0.716	0.454	4.915633593512188e-5	4.489078685151213e-4	5.110603095318103e-9	PvC
Irf7	4.933933675777918e-4	0.2985851860622454	0.431	0.148	1	1.9962804196840424e-4	0.5438520990735977	0.682	0.342	1	4.933933675777918e-4	3.992162325816686e-4	Collecting
Clec2d	7.008850909529023e-4	0.1688458135661821	0.718	0.533	1	8.347558418060151e-6	0.3392187455685989	0.758	0.414	0.16058198128822312	7.008850909529023e-4	1.6695047154388764e-5	CD34+ SC
Lmcd1	7.9810931581085e-4	0.23462819824144923	0.305	0.167	1	2.332353079701751e-5	0.17434700074989368	0.351	0.177	0.44867476194222583	7.9810931581085e-4	4.664651760694615e-5	PvC
Gbp3	0.0010187148610087252	0.3138874799512342	0.566	0.345	1	5.386726406133658e-4	0.47121380799362156	0.556	0.185	1	0.0010187148610087252	0.001077055113012986	cLEC
Ly6a	0.001194551263226226	0.16517917581673935	0.213	0.095	1	1.4411719351528234e-5	0.20670480340447328	0.345	0.169	0.2772382451653486	0.001194551263226226	2.8823231005401824e-5	PvC
H2-Q4	4.5058817515897465e-4	0.17339855085469602	0.815	0.702	1	0.001237742239737729	0.1582396046615946	0.839	0.628	1	0.001237742239737729	9.009733206143565e-4	MRC
Cxcl10	8.538683652874217e-4	0.4244765492245849	0.472	0.218	1	0.001256728621933106	0.742001955033164	0.667	0.348	1	0.001256728621933106	0.0017070076393896055	cLEC
Axl	4.2215705957001356e-7	0.273752091724192	0.903	0.869	0.00812103535494835	0.0013024043033759427	0.2508578093479409	0.939	0.681	1	0.0013024043033759427	8.443139409234442e-7	CD34+ SC
Cnn2	1.9080336778775668e-4	0.20448928758274743	0.793	0.638	1	0.0013120678074640356	0.16701644146477201	0.793	0.684	1	0.0013120678074640356	0.00038157032965035407	MRC
Errfi1	4.028503698057362e-5	0.2966349535765802	0.681	0.524	0.7749632563952946	0.0013229090803009136	0.1914198599569108	0.764	0.603	1	0.0013229090803009136	8.056845107694268e-5	PvC
Irgm1	0.0013807042836748132	0.27296655994472796	0.348	0.222	1	3.4523214861895855e-5	0.18807381118866323	0.426	0.234	0.6641230842982906	0.0013807042836748132	6.904523787142732e-5	PvC
Ier5	0.0013837774411156036	0.24066610012602763	0.66	0.532	1	2.1838131380211878e-4	0.2089292626440784	0.811	0.627	1	0.0013837774411156036	4.3671493720601944e-4	PvC
Uba52	2.594379313385066e-6	0.32020069795474204	0.867	0.75	0.04990807485158852	0.0014696246213158329	0.24491453783144856	0.872	0.621	1	0.0014696246213158329	5.1887518959661096e-6	Ccl19lo TRC
Lgals3bp	0.0011932182967366713	0.18729524461551506	0.782	0.701	1	0.0016246027350329784	0.29965131287029767	0.697	0.501	1	0.0016246027350329784	0.0023850128235696744	CD34+ SC
Atf4	0.0012832163829432893	0.1876080898398601	0.667	0.516	1	0.001765128299987191	0.16437963914651432	0.791	0.631	1	0.001765128299987191	0.0025647861216011253	PvC
Rtp4	0.0018584690728830223	0.15489271198690616	0.248	0.131	1	8.459890775402008e-6	0.20981390346993228	0.284	0.131	0.16274291884640843	0.0018584690728830223	1.6919709981052074e-5	PvC
Bst2	0.0019961393872349746	0.207081571892054	0.855	0.781	1	4.3213613239933e-6	0.46668813123397246	0.848	0.659	0.08313002778965911	0.0019961393872349746	8.642703973822903e-6	CD34+ SC
Htra3	1.24950191461538e-6	0.1789574918503909	0.895	0.912	0.024036668331456065	0.0022406732620863365	0.26618590769967443	1	0.746	1	0.0022406732620863365	2.4990022679757256e-6	CD34+ SC
Lmna	0.0022771186544713147	0.1948865335727501	0.73	0.643	1	3.319102515163932e-4	0.18646002299786102	0.851	0.747	1	0.0022771186544713147	6.637103386177251e-4	PvC
Dpysl2	0.002368556443457008	0.26883102236540646	0.689	0.56	1	3.277167633575669e-4	0.1822981749908429	0.769	0.394	1	0.002368556443457008	6.553261284381484e-4	Ccl19lo TRC
Klf16	0.002385675001784167	0.1649055080977475	0.396	0.173	1	0.0014286656119737392	0.17577742363163196	0.389	0.098	1	0.002385675001784167	0.0028552901385166434	cLEC
Egfr	0.0022497119897664547	0.16279783625281674	0.815	0.708	1	0.002733810321229335	0.2158918956888729	0.818	0.586	1	0.002733810321229335	0.00449436277549601	CD34+ SC
H2-Q10	0.002812701465065616	0.18254190806812864	0.283	0.1	1	5.82780884868783e-5	0.22309802176755533	0.278	0.022	1	0.002812701465065616	1.1655278063815903e-4	cLEC
H2-Q4	0.0028653517683535287	0.2571257393740121	0.707	0.541	1	5.219319281682181e-4	0.3473309537697425	0.864	0.63	1	0.0028653517683535287	0.0010435914433987949	Collecting
C2	0.003149634173406548	0.17587264934220492	0.928	0.861	1	0.002575609353793646	0.2648462368848298	0.941	0.718	1	0.003149634173406548	0.005144584944043945	fLEC
Ebf1	0.003351497866053554	0.16335898992158904	0.96	0.956	1	2.7009189422064234e-6	0.43461286277217526	1	0.759	0.051957577691224964	0.003351497866053554	5.401830589449712e-6	CD34+ SC
Ifi27l2a	5.603978231002273e-8	0.6806509457753191	0.629	0.387	0.0010780372922979072	0.003376421192088011	0.3308826235188398	0.667	0.384	1	0.003376421192088011	1.1207956147958793e-7	CD34+ SC
Ifi211	0.003773107932816122	0.17423020763463054	0.213	0.107	1	1.3110081856749133e-6	0.17510086666039196	0.324	0.141	0.025219864467828305	0.003773107932816122	2.622014652607365e-6	PvC
Ifit1	1.4804816020763187e-4	0.26125363886844255	0.34	0.1	1	0.0037875236327605363	0.3594189462902022	0.333	0.087	1	0.0037875236327605363	2.9607440215752306e-4	cLEC
Arhgef11	0.003974289753981904	0.15603276345317096	0.696	0.431	1	0.0033075095561738896	0.16710494050547003	0.618	0.295	1	0.003974289753981904	0.006604079492883597	fLEC
Arid5b	4.233607262745596e-5	0.2987164079407576	0.645	0.496	0.8144190291343703	0.00414958209590368	0.1516166897755714	0.757	0.61	1	0.00414958209590368	8.467035291186647e-5	PvC
Rnf213	0.003270801418451446	0.2459139399299506	0.66	0.445	1	0.0043430338253277806	0.4001484383850377	0.667	0.326	1	0.0043430338253277806	0.0065309046949839486	cLEC
Tap1	0.004549832559650468	0.24518855885803265	0.66	0.491	1	0.003959479365247328	0.35614660056025216	0.667	0.315	1	0.004549832559650468	0.007903281253650836	cLEC
F830016B08Rik	0.004582991228526593	0.19177865028939173	0.435	0.194	1	3.4696370216546904e-4	0.2574196228486991	0.559	0.205	1	0.004582991228526593	6.938070205203178e-4	fLEC
Emc7	0.00472160253033044	0.26119611711115265	0.756	0.625	1	2.2503111567581527e-4	0.2567743494767383	0.846	0.478	1	0.00472160253033044	4.500115923486082e-4	Ccl19lo TRC
Rsrp1	0.004778690359267092	0.18024493916874396	0.624	0.48	1	1.408478844138015e-4	0.1789475693916247	0.676	0.46	1	0.004778690359267092	2.816759307010592e-4	PvC
Tspo	0.005016223049087413	0.2010512275016939	0.61	0.504	1	4.7927860099326625e-4	0.17258976375303714	0.736	0.565	1	0.005016223049087413	9.583274940091621e-4	PvC
Socs3	0.0050445154586049095	0.20110632080552993	0.716	0.575	1	0.0012784584338431156	0.19365645255154385	0.824	0.667	1	0.0050445154586049095	0.002555282411719167	PvC
Stat1	0.005304260857304486	0.21700615026483017	0.433	0.321	1	5.379524986565865e-4	0.17878046854899432	0.547	0.38	1	0.005304260857304486	0.001075615604422362	PvC
Triobp	4.118731545509726e-6	0.22179388460370103	0.653	0.445	0.07923203874097061	0.005418772281908421	0.17108679102243002	0.636	0.438	1	0.005418772281908421	8.237446127069905e-6	CD34+ SC
Ifi44	0.006021428392111735	0.24604966516812496	0.517	0.295	1	4.7794893897262005e-4	0.46929079594213974	0.682	0.384	1	0.006021428392111735	9.556694427569752e-4	Collecting
Nsg1	0.0012789585235324186	0.2720967521115302	0.66	0.427	1	0.006052148488684645	0.2684764667776657	0.556	0.217	1	0.006052148488684645	0.0025562813121599217	cLEC
Rtp4	0.006102280212536943	0.15417255586449513	0.453	0.218	1	0.006016236889069996	0.24968261693857988	0.444	0.152	1	0.006102280212536943	0.01199627867183459	cLEC
Shisa4	0.0061249154324537845	0.20659382861317427	0.556	0.343	1	0.0036982753422097276	0.16445931090931437	0.615	0.335	1	0.0061249154324537845	0.007382873443912657	Ccl19lo TRC
Cxcl9	0.00618279627370237	0.31956963375334146	0.234	0.131	1	3.9315045942489856e-4	0.22744297277278702	0.365	0.215	1	0.00618279627370237	7.861463515660507e-4	PvC
Sec14l1	4.3401145521347834e-4	0.1591497764913798	0.774	0.584	1	0.006511141756205399	0.15550039736057802	0.727	0.508	1	0.006511141756205399	8.678345444837003e-4	CD34+ SC
Acsf2	0.007084714472267924	0.17879755287137117	0.466	0.246	1	0.004413470540465919	0.16204186673176413	0.455	0.178	1	0.007084714472267924	0.00880746235872028	Collecting
Fam174b	0.002349484415038543	0.1679182094051311	0.472	0.218	1	0.007591183880715144	0.31901992731206913	0.444	0.185	1	0.007591183880715144	0.0046934487530605785	cLEC
Gbp6	0.0015919979424899866	0.30532987187177835	0.434	0.209	1	0.007687889972560009	0.2757251601379017	0.444	0.163	1	0.007687889972560009	0.00318146142753108	cLEC
Zbp1	0.007780826797482101	0.1974913180770498	0.483	0.246	1	8.597129387507428e-6	0.4040139859848316	0.727	0.247	0.1653829780274804	0.007780826797482101	1.7194184864381146e-5	Collecting
Erh	0.007909915005930763	0.2097538825588442	0.623	0.409	1	1.8185716418343657e-4	0.4292039613223173	0.667	0.228	1	0.007909915005930763	3.6368125633870864e-4	cLEC
Itih5	1.1599277555042553e-4	0.2518553918084703	0.847	0.803	1	0.007977093471672886	0.2598008395515785	0.879	0.597	1	0.007977093471672886	2.3197209677687118e-4	CD34+ SC
Spry1	0.008493432941185146	0.16190762205700837	0.617	0.504	1	3.43144502534485e-4	0.19003812967663503	0.655	0.494	1	0.008493432941185146	6.861712569193503e-4	PvC
Cmpk2	0.009867472955857378	0.17670251960128416	0.226	0.082	1	1.7633381624613457e-4	0.19515552570817868	0.333	0.043	1	0.009867472955857378	3.526365388775172e-4	cLEC
Trio	3.953302875729726e-6	0.2702784202348032	0.847	0.73	0.07604968742041274	0.010009193982829692	0.17942431528706182	0.848	0.59	1	0.010009193982829692	7.906590122855831e-6	CD34+ SC
Vegfd	1.1108646826945078e-4	0.2219618973370376	0.508	0.299	1	0.010313878624763479	0.23901376683331868	0.424	0.256	1	0.010313878624763479	2.2216059633546896e-4	CD34+ SC
Hmgcs2	0.011453960723702934	0.19804891040922823	0.844	0.75	1	0.0025079745765610832	0.21459294472734103	0.872	0.537	1	0.011453960723702934	0.00500965921664549	Ccl19lo TRC
Mettl27	0.01150043830969946	0.15029841732449675	0.467	0.282	1	0.010554340610025614	0.21336257981315093	0.333	0.167	1	0.01150043830969946	0.020997287114338795	Ccl19lo TRC
Lgals9	0.01192098417926635	0.17251164128469088	0.489	0.373	1	7.954027201525302e-7	0.23027160767908234	0.622	0.38	0.015301162127574222	0.01192098417926635	1.5908048076395739e-6	PvC
Anapc11	0.01239936881925223	0.2255783887019227	0.778	0.589	1	0.001989266233065923	0.16767368848253894	0.769	0.463	1	0.01239936881925223	0.003974575285985829	Ccl19lo TRC
Socs1	0.0032022894346867966	0.29980254923570104	0.415	0.218	1	0.013043645538753389	0.3228981731158035	0.444	0.185	1	0.013043645538753389	0.006394324211750085	cLEC
Hspg2	8.741024666514253e-6	0.19792231576635166	0.935	0.942	0.1681510915097347	0.013202387070367307	0.21368152381432437	0.97	0.735	1	0.013202387070367307	1.7481972927516283e-5	CD34+ SC
Ccl2	0.006127533186922534	0.3354391584488343	0.397	0.282	1	0.013230375947573526	0.20072582214009604	0.635	0.5	1	0.013230375947573526	0.012217519710888233	PvC
Zfyve16	0.013314330588486235	0.17073624064611737	0.472	0.255	1	0.006614555827679637	0.2664520717714437	0.333	0.098	1	0.013314330588486235	0.013185359306561784	cLEC
Bst2	0.0065627504249335285	0.23735871870093672	0.712	0.694	1	0.013464036561766353	0.29378258518117795	0.771	0.556	1	0.013464036561766353	0.013082431156727093	Valve
Ifit2	0.011781075113103211	0.21758492771306215	0.17	0.055	1	0.01376254827929808	0.15325696276938988	0.278	0.076	1	0.01376254827929808	0.023423356495385836	cLEC
Rnf213	0.014313237629475275	0.1522600449544347	0.312	0.206	1	8.166867514838397e-6	0.1775334755538157	0.446	0.243	0.15710603038294624	0.014313237629475275	1.633366833195179e-5	PvC
H2-Q4	1.1200372787444988e-5	0.20848267427892375	0.957	0.958	0.21546157131207924	0.01472007572981225	0.1848552784514984	0.941	0.833	1	0.01472007572981225	2.2400620126539392e-5	fLEC
Gm11808	3.244980483070307e-4	0.2969529633934031	0.717	0.509	1	0.014732498233207195	0.31301667798923255	0.667	0.391	1	0.014732498233207195	6.488907976307064e-4	cLEC
Gbp7	0.009101296547857142	0.2621799067453493	0.679	0.536	1	0.014765774346915748	0.3322896670762797	0.722	0.413	1	0.014765774346915748	0.01811975949686224	cLEC
Plau	2.7174742929708714e-7	0.24590714799845143	0.468	0.175	0.005227605297388065	0.015840482908105795	0.17638798410759163	0.394	0.239	1	0.015840482908105795	5.434947847475093e-7	CD34+ SC
Anp32b	0.015919143330694486	0.22028314066881838	0.756	0.653	1	6.040797525479342e-4	0.23207598521164619	0.795	0.483	1	0.015919143330694486	0.00120779459274843	Ccl19lo TRC
Cxcl10	0.016116715711616218	0.21982906596572332	0.489	0.31	1	0.0026067909676381366	0.4117983567509286	0.615	0.384	1	0.016116715711616218	0.005206786576127313	Ccl19lo TRC
Ntrk1	0.010616778318166367	0.20351697201247654	0.733	0.673	1	0.01685331518864187	0.18458750589553685	0.821	0.517	1	0.01685331518864187	0.021120840654475646	Ccl19lo TRC
Nop58	0.01703821438664881	0.26372761520604043	0.491	0.35	1	0.017091920713820645	0.2977528096218633	0.645	0.406	1	0.017091920713820645	0.033786128023812215	Nr4a1+ SC
Lgals3bp	0.017184825028608713	0.2014093665712175	0.509	0.365	1	0.0031850176686442472	0.3045161785441603	0.645	0.401	1	0.017184825028608713	0.006359890999738917	Nr4a1+ SC
Taf1d	0.017314066774670605	0.15981832109803085	0.553	0.452	1	5.914918584259193e-4	0.16534384834268367	0.676	0.513	1	0.017314066774670605	0.0011826338542332547	PvC
Wtip	0.01820258956510574	0.15675279094779693	0.475	0.365	1	1.8674776626843761e-6	0.16491259529211988	0.588	0.338	0.03592466779705934	0.01820258956510574	3.7349518378959312e-6	PvC
Ifit3	0.018261063716409266	0.1536193647586633	0.163	0.087	1	1.3111100249387464e-5	0.15430800240414533	0.257	0.108	0.25221823549746664	0.018261063716409266	2.6222028597825165e-5	PvC
Srpx2	1.5148221103039284e-7	0.3094996626299462	0.685	0.416	0.002914063293591667	0.01847135715933205	0.1575873447491311	0.576	0.36	1	0.01847135715933205	3.029643991139254e-7	CD34+ SC
Cebpd	0.018642432950925686	0.2029782909466733	0.868	0.791	1	0.007897019918111968	0.40638105634154253	0.889	0.565	1	0.018642432950925686	0.015731676912636876	cLEC
Ephx3	0.018790469754970944	0.17564454872234564	0.355	0.246	1	5.795074215571489e-4	0.15690621126332255	0.48	0.3	1	0.018790469754970944	0.0011586790142626582	PvC
Gpr160	0.01901849788197513	0.1606809701371725	0.396	0.218	1	0.012459265841452603	0.2749604529741465	0.389	0.141	1	0.01901849788197513	0.02476329837759722	cLEC
Leprot	0.01911233490908297	0.1968020106588081	0.717	0.573	1	0.005703260190673851	0.3725389799459659	0.722	0.38	1	0.01911233490908297	0.011373993204545177	cLEC
Sema7a	0.01939170172151429	0.20362902451781156	0.547	0.373	1	0.007565384557832669	0.3071865717522509	0.5	0.207	1	0.01939170172151429	0.01507353407215745	cLEC
Ifit1	0.01947288582374222	0.16079652365872907	0.259	0.098	1	0.018612382109877694	0.3284580759445652	0.5	0.288	1	0.01947288582374222	0.036878343451951304	Collecting
Rheb	0.019540779004810754	0.2257730521864405	0.778	0.573	1	0.00220578553451518	0.20371454051817972	0.795	0.493	1	0.019540779004810754	0.004406705579206083	Ccl19lo TRC
Tmem158	0.020510759743069828	0.1515114084377921	0.734	0.708	1	0.005848140809719391	0.20815006358197463	0.818	0.586	1	0.020510759743069828	0.011662080868508477	CD34+ SC
Slfn5	0.020584573338888593	0.17871073017779682	0.884	0.819	1	0.0012668012798233209	0.31428263470117557	0.941	0.808	1	0.020584573338888593	0.0025319977741640807	fLEC
Rassf3	0.0193389581656726	0.1821333132516177	0.642	0.455	1	0.020906844545317608	0.3489394793350416	0.611	0.348	1	0.020906844545317608	0.03830392102841156	cLEC
Gorasp2	0.010854412913590052	0.19386060736925959	0.759	0.541	1	0.021455920726767493	0.20759133340939878	0.818	0.562	1	0.021455920726767493	0.021591007547481396	Collecting
Tmem140	0.004288518188670121	0.17348459576943337	0.547	0.291	1	0.02194086584030207	0.15336125533806008	0.389	0.152	1	0.02194086584030207	0.008558644989085687	cLEC
H2-M2	0.022043491576035096	0.2400268560619767	0.489	0.335	1	0.014474170754721336	0.17567113160140913	0.462	0.251	1	0.022043491576035096	0.028738839890405855	Ccl19lo TRC
Slc39a1	0.022060718505262873	0.21363742602466373	0.756	0.661	1	7.295924030465433e-4	0.23070724732217174	0.769	0.478	1	0.022060718505262873	0.0014586525010185035	Ccl19lo TRC
Bst2	0.016293883769089235	0.39167112488953815	0.679	0.562	1	0.022289316833645566	0.4000754752224893	0.826	0.552	1	0.022289316833645566	0.032322276889897875	Marco_LEC
Ifi44	3.5355647074314e-4	0.3723939929630516	0.66	0.409	1	0.022549884666378844	0.3679353359657147	0.556	0.293	1	0.022549884666378844	7.06987939308276e-4	cLEC
Rhob	2.273327614188171e-9	0.39282480755608096	0.944	0.891	4.3732003314137844e-5	0.02297761875831186	0.22822332400691447	0.939	0.764	1	0.02297761875831186	4.546655223208316e-9	CD34+ SC
Ccl11	0.023056823384523636	0.17935505683735165	0.823	0.869	1	0.0024865432976418603	0.3274799450047623	0.909	0.67	1	0.023056823384523636	0.004966903697712676	CD34+ SC
Irf2bp1	0.00542035891256623	0.21471047158193676	0.382	0.227	1	0.02344696693898768	0.17116231602338336	0.387	0.198	1	0.02344696693898768	0.01081133753439143	Nr4a1+ SC
Ccl7	0.023615053548701893	0.24362482010151687	0.262	0.175	1	8.862833416085252e-5	0.364283854094812	0.405	0.251	1	0.023615053548701893	1.7724881334008904e-4	PvC
Ace	3.0581535132033394e-14	0.5497828943238676	0.782	0.394	5.882969913349264e-10	0.02382352061220892	0.2290621268486902	0.697	0.456	1	0.02382352061220892	6.116307026406573e-14	CD34+ SC
Rsad2	0.023945671436290616	0.15843736422247956	0.101	0.014	1	0.015490682806990744	0.15880410918328525	0.147	0.026	1	0.023945671436290616	0.03074140436015469	fLEC
Zc3hav1	0.007415936565302282	0.22840229923797734	0.698	0.491	1	0.02438244847841869	0.3089013894829271	0.778	0.424	1	0.02438244847841869	0.014776877015463973	cLEC
Rpn1	0.024684561229958837	0.2101715111037743	0.756	0.641	1	2.5489164599052467e-4	0.2604526300979354	0.821	0.512	1	0.024684561229958837	5.097183222298541e-4	Ccl19lo TRC
Arfrp1	0.0247132267608693	0.23202665247788268	0.214	0.031	1	1.0569333205059962e-5	0.1737098091183657	0.348	0.034	0.20332226286573848	0.0247132267608693	2.1138554699315513e-5	Marco_LEC
Cited2	3.853427705563005e-4	0.23541897322783034	0.71	0.562	1	0.02474290142485171	0.16840657131526887	0.636	0.449	1	0.02474290142485171	7.705370520617815e-4	CD34+ SC
Stat2	0.024871370140894418	0.20641323785009186	0.547	0.382	1	0.012331368209773997	0.351027587982737	0.667	0.337	1	0.024871370140894418	0.02451067377762297	cLEC
Phf11d	0.003311365578300789	0.2817701204976669	0.547	0.327	1	0.024914385276792825	0.2612222517312667	0.556	0.283	1	0.024914385276792825	0.006611766014608421	cLEC
Vegfb	0.025824432181431402	0.4710521176728738	0.357	0.125	1	0.01203290657617361	0.2768102595424144	0.478	0.218	1	0.025824432181431402	0.0239210223116763	Marco_LEC
Akt1	0.025824432181431402	0.5046397442788237	0.357	0.125	1	0.022845262027882167	0.25159762541866637	0.522	0.253	1	0.025824432181431402	0.04516861805864175	Marco_LEC
Ripk2	0.0035493673569610934	0.15375136025266845	0.406	0.181	1	0.025966443060170007	0.15386278796754937	0.441	0.231	1	0.025966443060170007	0.007086136705287527	fLEC
Ube2l6	0.026372671210958744	0.17836157313592035	0.415	0.273	1	0.007358685179565026	0.15926761435827527	0.444	0.141	1	0.026372671210958744	0.0146632201115581	cLEC
Ap1m1	0.026467822914823136	0.2573650350321586	0.214	0.031	1	6.138994939918211e-4	0.19411463470970897	0.348	0.08	1	0.026467822914823136	0.0012274221153949184	Marco_LEC
Pawr	0.026674481911723936	0.17295006138249364	0.511	0.355	1	0.001417724866633624	0.21320868557729428	0.564	0.286	1	0.026674481911723936	0.0028334397894697765	Ccl19lo TRC
Stard8	0.013948458729136713	0.21238335410781423	0.528	0.3	1	0.026794813697529476	0.16979467266153486	0.5	0.228	1	0.026794813697529476	0.027702357957355005	cLEC
Suds3	0.02696746087379997	0.15046950092096678	0.404	0.306	1	1.9238027708899893e-5	0.15477109113899168	0.5	0.274	0.37008193903610725	0.02696746087379997	3.847568531608963e-5	PvC
Tlk1	0.003608534540242146	0.21311019352260036	0.71	0.625	1	0.02721061096086954	0.1515297157614397	0.765	0.526	1	0.02721061096086954	0.007204047558956174	fLEC
H2-Q4	1.0711417338595871e-5	0.36714357714402635	0.83	0.673	0.20605553534256876	0.027238848431789028	0.28683426968386205	0.778	0.576	1	0.027238848431789028	2.1422719942730356e-5	cLEC
