gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	cell_type_2
Rsad2	3.620677751090028e-238	1.4191710333555987	0.9	0.261	7.622612869369835e-234	4.016315909705714e-210	1.4832982645040065	0.907	0.261	8.45554988470344e-206	4.016315909705714e-210	7.241355502179523e-238	BEC
Ifi211	4.1106012634973854e-277	1.3740148280098219	0.938	0.258	8.654048840041045e-273	8.97521325722862e-208	1.2657357114166723	0.919	0.271	1.8895516470443414e-203	8.97521325722862e-208	8.221202526994437e-277	FRC
Ifitm3	1.5838397465923376e-275	0.5628277500898275	0.999	0.938	3.334457818500848e-271	1.2806962527598215e-207	0.426085087779668	0.999	0.984	2.6962498209352524e-203	1.2806962527598215e-207	3.16767949318443e-275	FRC
Ifi205	5.696095009857474e-252	1.2966831277287203	0.909	0.146	1.1991988824252939e-247	7.991333769058373e-205	1.4092283749751902	0.879	0.049	1.6824154983998593e-200	7.991333769058373e-205	1.139219001971414e-251	FRC
Mndal	7.223715910540593e-280	1.24599880265189	0.965	0.575	1.520808910646111e-275	2.2659241885460882e-204	1.0672932788714142	0.96	0.682	4.7704501941460797e-200	2.2659241885460882e-204	1.4447431821079594e-279	FRC
Isg15	2.966342647106236e-295	1.4912957564740013	0.982	0.39	6.2450411749527584e-291	1.332871386176841e-203	1.2554496526321297	0.972	0.48	2.8060941293181035e-199	1.332871386176841e-203	5.932685294212092e-295	FRC
Clic4	3.0072560508702846e-251	0.8183636720009992	0.954	0.676	6.33117616389721e-247	6.516250897200324e-201	0.6900048401064107	0.961	0.745	1.3718663013875844e-196	6.516250897200324e-201	6.0145121017405226e-251	BEC
Igtp	3.446649845629598e-257	1.2122851375512869	0.916	0.211	7.256231920003993e-253	2.7022297943561443e-199	1.1900872235879618	0.903	0.241	5.689004386057991e-195	2.7022297943561443e-199	6.893299691258584e-257	FRC
Ifi204	1.7935879603604556e-252	1.3940969000035115	0.875	0.174	3.776040732946867e-248	1.94629844795431e-197	1.3248126175429589	0.864	0.227	4.097542122478209e-193	1.94629844795431e-197	3.587175920720805e-252	BEC
AA467197	1.1670744920449923e-257	1.5546581570231583	0.846	0.02	2.4570419281023225e-253	1.9993718204371676e-197	1.5143055473391887	0.823	0.034	4.209277493566369e-193	1.9993718204371676e-197	2.3341489840897425e-257	BEC
Irf7	1.0367062781928575e-223	1.1639451784641275	0.91	0.426	2.1825777274794228e-219	6.92686613456369e-197	1.147498389390213	0.908	0.448	1.4583131273096938e-192	6.92686613456369e-197	2.0734125563855134e-223	BEC
Irf7	1.4550586113905786e-273	1.3118999563787075	0.947	0.257	3.063334894560585e-269	1.4637708264529092e-196	1.1730921621523	0.92	0.29	3.08167672093131e-192	1.4637708264529092e-196	2.9101172227809877e-273	FRC
Cd274	4.219334959638327e-227	1.3121898121159477	0.858	0.264	8.88296589052657e-223	1.7435433329447195e-195	1.3173570677655746	0.871	0.315	3.670681778848518e-191	1.7435433329447195e-195	8.438669919276612e-227	BEC
Gbp6	5.198135039265254e-262	1.2373916634821174	0.926	0.19	1.094363369816514e-257	1.3034920572480562e-194	1.2209335575922813	0.89	0.193	2.7442418281243327e-190	1.3034920572480562e-194	1.0396270078529366e-261	FRC
Gbp5	6.964691323381172e-229	1.2672858606192974	0.861	0.24	1.4662764643114381e-224	4.120908077493415e-194	1.2735881939795808	0.868	0.251	8.675747775546886e-190	4.120908077493415e-194	1.392938264676208e-228	BEC
Lgals9	9.151599343948316e-210	0.9304380583508964	0.913	0.576	1.926686209881439e-205	8.682600103890675e-194	0.9377959268408975	0.921	0.604	1.827947799872104e-189	8.682600103890675e-194	1.8303198687896648e-209	BEC
Ifi211	3.1153353846622733e-242	1.3999187972520315	0.858	0.144	6.558715585329484e-238	1.9647580465340326e-185	1.2542081144913382	0.848	0.227	4.136405115368099e-181	1.9647580465340326e-185	6.230670769324519e-242	BEC
Lgals3bp	1.5656711402845895e-237	0.8862924689514122	0.942	0.636	3.296207451641146e-233	2.5676551335282316e-185	0.8583395521492815	0.934	0.677	5.405684352616986e-181	2.5676551335282316e-185	3.1313422805689434e-237	FRC
Gbp7	4.196049575746837e-226	1.0953234332438688	0.9	0.467	8.833943171819816e-222	3.276232090497801e-185	1.0999219949544892	0.903	0.512	6.897451420125021e-181	3.276232090497801e-185	8.392099151492842e-226	BEC
Gbp5	3.322949806538719e-254	1.1886122011802664	0.914	0.211	6.995806227705964e-250	1.5344983128990526e-182	1.1345133422126465	0.881	0.267	3.2305792981463755e-178	1.5344983128990526e-182	6.645899613076972e-254	FRC
Zbp1	1.058224644847507e-254	1.2251473429949575	0.91	0.172	2.2278803447974566e-250	1.1676587620708732e-180	1.1170801430431836	0.872	0.186	2.4582719917878093e-176	1.1676587620708732e-180	2.116449289694816e-254	FRC
Igtp	8.530956883333274e-221	1.2087343170811813	0.858	0.291	1.7960223526481542e-216	1.4229113351485138e-178	1.1976918129188092	0.862	0.319	2.995655233888166e-174	1.4229113351485138e-178	1.7061913766666596e-220	BEC
Gbp7	1.3903889398322207e-245	1.0664477043394796	0.943	0.499	2.927185835028774e-241	3.4045640093767354e-178	1.0016925888844066	0.916	0.508	7.167628608940841e-174	3.4045640093767354e-178	2.780777879664377e-245	FRC
Ifit3	1.8733095663165734e-242	1.3569744378238695	0.901	0.289	3.943878629966282e-238	6.834633600434148e-178	1.2283182896553004	0.873	0.301	1.438895411899401e-173	6.834633600434148e-178	3.746619132632846e-242	BEC
Gbp6	4.995147245358604e-203	1.1259095390517149	0.822	0.236	1.051628349565347e-198	3.035460508393478e-177	1.1722953988932674	0.844	0.251	6.390555008320789e-173	3.035460508393478e-177	9.990294490717027e-203	BEC
Txn1	2.009920892562207e-248	0.640419813051472	0.982	0.879	4.2314864551112144e-244	1.3935114512064536e-176	0.5016269296864471	0.977	0.921	2.933759658224947e-172	1.3935114512064536e-176	4.019841785124312e-248	FRC
H2-T23	8.474004330927726e-235	0.9185300782250755	0.963	0.705	1.7840321317902142e-230	3.0119426090297575e-175	0.8134239839631968	0.956	0.759	6.341042774790349e-171	3.0119426090297575e-175	1.6948008661853904e-234	FRC
Tap1	1.1762738846519421e-247	1.0147269275812854	0.937	0.464	2.4764094093577335e-243	2.736662192541415e-173	0.9184120550357582	0.906	0.483	5.761494913957441e-169	2.736662192541415e-173	2.3525477693037552e-247	FRC
Ifi207	4.881279780806061e-206	1.0340054260750993	0.874	0.227	1.0276558322531e-201	3.396183587235864e-173	1.1182152893258033	0.84	0.125	7.149985306207665e-169	3.396183587235864e-173	9.762559561612004e-206	FRC
Tspo	4.08322370110544e-191	0.7094664855410615	0.928	0.674	8.596410857937284e-187	1.8270321303170256e-172	0.6776797476292269	0.927	0.701	3.846450743956434e-168	1.8270321303170256e-172	8.166447402210767e-191	BEC
Trim30a	3.4238398895654693e-239	1.12316337477167	0.89	0.195	7.208210119502182e-235	9.260540517099646e-170	1.0587939383562268	0.85	0.22	1.9496215950649883e-165	9.260540517099646e-170	6.847679779130245e-239	FRC
Sod2	4.5492790884821e-242	1.0465209842907015	0.942	0.68	9.577597264981366e-238	7.604017752753339e-169	0.8879913281661529	0.918	0.752	1.6008738574871604e-164	7.604017752753339e-169	9.098558176963385e-242	FRC
Oasl2	1.511560421850603e-241	1.071028567103792	0.902	0.243	3.182288156122075e-237	8.90993610553299e-169	1.0173743895499003	0.86	0.265	1.8758088482978603e-164	8.90993610553299e-169	3.02312084370091e-241	FRC
B2m	7.235233398362334e-238	0.4448498028707537	0.998	0.953	1.5232336873572222e-233	6.520072971655025e-168	0.2982021024574606	0.999	0.995	1.3726709627225325e-163	6.520072971655025e-168	1.44704667967235e-237	FRC
Rnf213	3.612666116076305e-230	0.9666772456920696	0.92	0.431	7.605745974175444e-226	7.259056437072937e-167	0.9268661381454344	0.899	0.445	1.5282491516969655e-162	7.259056437072937e-167	7.225332232152089e-230	FRC
Ifit2	1.2019149785230068e-193	1.2118586753796983	0.815	0.207	2.5303916042844864e-189	7.629354188436304e-167	1.2076611757672202	0.822	0.195	1.606207937291495e-162	7.629354188436304e-167	2.403829957046045e-193	BEC
Tspo	6.6822764492269e-236	0.8124958237902421	0.959	0.745	1.4068196608557394e-231	8.302747700696843e-166	0.7032161684024025	0.948	0.794	1.7479774734277062e-161	8.302747700696843e-166	1.3364552898452566e-235	FRC
Npc2	4.777302121285631e-190	0.6585655489704612	0.944	0.826	1.005765415594264e-185	8.454810214160077e-166	0.6368444067353292	0.946	0.861	1.7799911943871207e-161	8.454810214160077e-166	9.554604242571136e-190	FRC
Psme1	1.1509579639463692e-241	0.7877460454004798	0.956	0.742	2.4231118014962911e-237	3.2480249151160666e-165	0.6326017831440933	0.941	0.821	6.838066853793855e-161	3.2480249151160666e-165	2.30191592789259e-241	FRC
Ifi44	9.92876667097866e-212	1.126741252796476	0.861	0.33	2.0903032472411376e-207	5.631079382473817e-164	1.0102445172661927	0.869	0.442	1.1855111423922126e-159	5.631079382473817e-164	1.9857533341957773e-211	BEC
Irgm1	4.112334150402421e-194	0.918651203320443	0.903	0.341	8.657697086842217e-190	6.75314772180088e-163	0.9857245542615585	0.889	0.327	1.4217401898707392e-158	6.75314772180088e-163	8.224668300804752e-194	FRC
Phf11b	9.319592359103322e-203	1.1245691170769325	0.769	0.067	1.9620537793620225e-198	2.0462037188728955e-161	1.1176221461393996	0.766	0.08	4.307872689343107e-157	2.0462037188728955e-161	1.863918471820633e-202	BEC
Phf11d	1.8481864983942572e-262	1.1979377247791252	0.93	0.351	3.8909870350694295e-258	2.4253086695087975e-159	0.9599850149011537	0.874	0.425	5.106002341916872e-155	2.4253086695087975e-159	3.696372996788379e-262	FRC
Lgals9	5.581496181055255e-212	0.8625075680768945	0.92	0.54	1.1750723909975628e-207	4.953572913608467e-157	0.8203836673117402	0.909	0.587	1.0428757055019906e-152	4.953572913608467e-157	1.1162992362110734e-211	FRC
Ifit3	4.208486248883031e-245	1.4086256987546164	0.901	0.174	8.860126099773445e-241	8.112599438231025e-157	1.1839890276060212	0.841	0.197	1.7079455597307777e-152	8.112599438231025e-157	8.416972497765356e-245	FRC
Ifit1	4.349593266703657e-180	1.0735552860493052	0.807	0.206	9.157198704391208e-176	1.8948735534444864e-156	1.106768774957256	0.826	0.241	3.989277292066677e-152	1.8948735534444864e-156	8.699186533407202e-180	BEC
Ifi203	1.7753943714283532e-196	0.8801018719196901	0.919	0.561	3.737737770168112e-192	1.8603384056818699e-155	0.8218033695306037	0.915	0.618	3.916570445482041e-151	1.8603384056818699e-155	3.550788742856779e-196	BEC
Rsad2	4.113239876671965e-206	1.2456042828128358	0.805	0.083	8.659603912357488e-202	7.263416989033e-155	1.2070023610106722	0.78	0.067	1.5291671787011175e-150	7.263416989033e-155	8.226479753344082e-206	FRC
Irgm1	4.327466688083541e-186	0.9543401517866195	0.871	0.44	9.11061561842228e-182	8.97206442214328e-155	0.9694396589659684	0.867	0.452	1.8888887227938247e-150	8.97206442214328e-155	8.654933376167039e-186	BEC
Timp3	9.724225545720397e-155	0.7144373460301259	0.923	0.647	2.0472412041405152e-150	1.2227710874415394e-162	0.7473813038512425	0.936	0.695	2.5742999703906727e-158	9.724225545720397e-155	2.445542174883092e-162	BEC
Trim30a	2.009084173418921e-164	0.8929143230596193	0.831	0.427	4.229724910298854e-160	1.1732646883845993e-154	0.9515299157254209	0.846	0.46	2.470074148456097e-150	1.1732646883845993e-154	4.018168346837919e-164	BEC
Zbp1	3.8736954061006696e-174	1.060461198511159	0.752	0.15	8.15529093846374e-170	1.3204733315516407e-153	1.064621362343988	0.793	0.191	2.779992504915669e-149	1.3204733315516407e-153	7.7473908122015395e-174	BEC
Mpeg1	2.12546231519956e-175	0.9721724180033654	0.717	0.026	4.474735812189633e-171	4.182114386267786e-153	1.099663227936339	0.749	0.026	8.80460541740957e-149	4.182114386267786e-153	4.2509246303991793e-175	FRC
Usp18	5.222105603195256e-206	1.181180654202204	0.824	0.209	1.0994098926406973e-201	2.1478789950637337e-151	1.0561790518935545	0.794	0.255	4.5219296483076786e-147	2.1478789950637337e-151	1.0444211206390807e-205	BEC
Samhd1	2.7287797053444084e-184	0.9250786652255756	0.86	0.46	5.744899913661583e-180	8.17286570724591e-151	0.949042629463621	0.857	0.472	1.7206334173464814e-146	8.17286570724591e-151	5.457559410688707e-184	BEC
Timp1	6.594777382632952e-197	1.192898654689589	0.851	0.251	1.3883984823657154e-192	2.079311017864843e-150	1.2388292542054926	0.802	0.188	4.377573485910854e-146	2.079311017864843e-150	1.3189554765265664e-196	FRC
Ubd	1.8337541652739729e-162	0.9639924358642911	0.826	0.232	3.860602644151295e-158	2.793852104083758e-150	0.9393878999362073	0.944	0.487	5.881896834727535e-146	2.793852104083758e-150	3.667508330547854e-162	FRC
Samhd1	4.8822300562287624e-201	0.8483540019593385	0.909	0.557	1.0278558937378414e-196	3.0606587635173486e-150	0.8489658011208137	0.873	0.541	6.443604894833074e-146	3.0606587635173486e-150	9.764460112457728e-201	FRC
Isg20	3.736035833148036e-203	1.224140708682649	0.784	0.131	7.865476239526561e-199	9.64162537915737e-150	1.0861570192443848	0.768	0.175	2.029851391074001e-145	9.64162537915737e-150	7.472071666296127e-203	BEC
Rnf213	1.1169229786636094e-155	0.8728594846422009	0.822	0.446	2.351457946980497e-151	2.9906144467026864e-149	0.9135780667928267	0.854	0.484	6.296140594643166e-145	2.9906144467026864e-149	2.233845957327161e-155	BEC
Gm4951	1.9596100152561727e-221	1.0563083352803035	0.895	0.302	4.12556696511882e-217	4.819507011436183e-149	0.9519412344773334	0.845	0.295	1.0146508111176596e-144	4.819507011436183e-149	3.9192200305122864e-221	FRC
Tapbp	6.030924779179468e-178	0.6362494162231992	0.932	0.696	1.2696905937606535e-173	1.076025586800731e-147	0.6495217244195758	0.925	0.754	2.265356667891579e-143	1.076025586800731e-147	1.2061849558358654e-177	FRC
Cmpk2	4.56151632766808e-169	1.0259442996922938	0.779	0.223	9.603360324639608e-165	1.917128005919024e-147	1.0425460614589015	0.791	0.259	4.036129590861321e-143	1.917128005919024e-147	9.123032655336036e-169	BEC
Cd47	1.643165663642042e-188	0.6494126753816638	0.928	0.667	3.459356671665591e-184	4.114916205961461e-147	0.6383663273885078	0.913	0.679	8.663133088410664e-143	4.114916205961461e-147	3.28633132728405e-188	BEC
Batf2	1.8507879192815534e-179	1.0059299596013629	0.705	0.059	3.896463806463454e-175	1.7217074906548164e-146	1.0086843285214158	0.719	0.072	3.624710780075585e-142	1.7217074906548164e-146	3.701575838563068e-179	BEC
Ifi206	3.1943553909906546e-187	1.1098317313128752	0.74	0.084	6.725076404652625e-183	2.2588688231418805e-146	1.075375455733936	0.744	0.124	4.755596533360601e-142	2.2588688231418805e-146	6.38871078198118e-187	BEC
Serpina3f	9.213782058478483e-200	1.1251709459569277	0.811	0.095	1.939777536771475e-195	3.0346651141322552e-145	1.0460307286843373	0.801	0.167	6.388880464782637e-141	3.0346651141322552e-145	1.842756411695681e-199	FRC
H2-Q4	3.526574347972322e-145	0.693582208071474	0.867	0.61	7.424496974786129e-141	4.76463021663427e-149	0.8186070996652131	0.871	0.572	1.0030975995080127e-144	3.526574347972322e-145	9.529260433268378e-149	BEC
Psme1	7.376101366289852e-165	0.6166015267144478	0.928	0.687	1.5528906206450026e-160	7.629236907014623e-145	0.5553286282035896	0.915	0.739	1.6061832460337886e-140	7.629236907014623e-145	1.475220273257994e-164	BEC
Ifi213	6.682863247052964e-176	1.0490009298304017	0.744	0.151	1.4069431994020603e-171	4.7795293292790694e-144	1.011513328065853	0.76	0.193	1.0062343096931225e-139	4.7795293292790694e-144	1.3365726494106084e-175	BEC
Pnp	4.931586098449032e-181	0.7826504452137588	0.936	0.668	1.0382468213064747e-176	5.908722237979938e-142	0.7373675651421007	0.912	0.708	1.2439632927619163e-137	5.908722237979938e-142	9.863172196897895e-181	FRC
Ifi44	3.930905777351803e-191	1.0487666469281733	0.764	0.063	8.275735933058751e-187	6.190449699090133e-142	1.029589325517363	0.756	0.104	1.3032753751494457e-137	6.190449699090133e-142	7.861811554703596e-191	FRC
Oasl2	5.4246176821552215e-149	0.8627817759524197	0.769	0.333	1.1420447606241387e-144	1.1617849880269505e-141	0.9303535606621653	0.798	0.351	2.445905935293139e-137	1.1617849880269505e-141	1.0849235364310558e-148	BEC
Mndal	6.312858413744404e-187	0.8603656763636631	0.903	0.554	1.3290460818456093e-182	5.528456774992545e-141	0.733537277327764	0.901	0.649	1.1639060048391805e-136	5.528456774992545e-141	1.2625716827488837e-186	BEC
Tapbp	1.2016242196127554e-149	0.6905185105859918	0.873	0.579	2.5297794695507338e-145	1.8929645185509393e-139	0.670458970529853	0.892	0.645	3.9852582009052925e-135	1.8929645185509393e-139	2.4032484392254517e-149	BEC
Oasl1	4.762365121579798e-171	0.9985467422269467	0.728	0.129	1.002620729046195e-166	2.8069825996608085e-139	0.9416982514474861	0.719	0.118	5.9095404670659e-135	2.8069825996608085e-139	9.524730243159367e-171	BEC
Xaf1	8.448524276269603e-222	0.9524953595456228	0.908	0.383	1.7786678158830396e-217	3.1287464519920968e-139	0.831843941360003	0.847	0.42	6.586949905378961e-135	3.1287464519920968e-139	1.689704855253969e-221	FRC
Ifi47	3.0691242545651144e-229	1.0175313437620617	0.937	0.467	6.461427293135935e-225	2.444125520689578e-138	0.7935413931437105	0.893	0.585	5.145617458707768e-134	2.444125520689578e-138	6.138248509130077e-229	FRC
Stat1	1.6910625822572512e-198	0.8622095898469821	0.913	0.496	3.560194054426191e-194	4.9677606410952264e-138	0.7834264641046386	0.892	0.575	1.045862647769778e-133	4.9677606410952264e-138	3.382125164514461e-198	FRC
Ccl2	3.891020086630553e-212	1.1712473587865269	0.814	0.074	8.191764588383303e-208	1.0040292691925156e-137	0.9559999715259484	0.876	0.285	2.1137828204310033e-133	1.0040292691925156e-137	7.782040173260985e-212	BEC
Slfn2	5.339224463531227e-148	0.9606746218000601	0.777	0.267	1.1240669263072292e-143	2.5183521680905977e-137	1.018024843541955	0.79	0.295	5.301886819481136e-133	2.5183521680905977e-137	1.0678448927062662e-147	BEC
Parp14	2.4132893954332515e-136	0.7822216326143349	0.818	0.457	5.0806981642056245e-132	2.3844879203330415e-139	0.8719701153870584	0.843	0.49	5.0200624186771524e-135	2.4132893954332515e-136	4.768975840665972e-139	BEC
Tap1	7.122035541874482e-144	0.824547578286964	0.805	0.429	1.4994021426308348e-139	2.7728284686023536e-136	0.862663353914965	0.823	0.448	5.837635774948535e-132	2.7728284686023536e-136	1.424407108374893e-143	BEC
Gm4951	3.799740745518131e-164	0.985884948344036	0.749	0.213	7.999594191539322e-160	9.389790473002855e-135	0.9821312570731273	0.753	0.233	1.976832588281291e-130	9.389790473002855e-135	7.59948149103629e-164	BEC
Ccl2	5.320956077368635e-224	1.3146632001498852	0.965	0.425	1.1202208829684187e-219	1.2175693758462642e-134	0.9643434781020155	0.975	0.629	2.56334880696914e-130	1.2175693758462642e-134	1.064191215473634e-223	FRC
Samd9l	6.425675592856943e-143	0.8301482491969525	0.798	0.419	1.3527974825641723e-138	1.26833985800545e-134	0.8710935412809349	0.822	0.456	2.670235903058874e-130	1.26833985800545e-134	1.2851351185713703e-142	BEC
Ly6a	1.42567252290968e-134	0.9253171871774525	0.935	0.394	3.0014683624817494e-130	2.246495116398831e-191	1.3138893521348292	0.966	0.36	4.729546168554459e-187	1.42567252290968e-134	4.492990232797618e-191	FRC
Wars	2.575499311234607e-152	0.9062981280819685	0.793	0.369	5.4221986999422175e-148	4.370710364991203e-134	0.9179469080414215	0.821	0.448	9.20165653141598e-130	4.370710364991203e-134	5.15099862246931e-152	BEC
Selenow	3.8675335671019367e-146	0.6423731884843729	0.912	0.66	8.142318418819707e-142	7.019216615687132e-134	0.6056270271675037	0.919	0.705	1.477755674100612e-129	7.019216615687132e-134	7.735067134203991e-146	BEC
Gbp3	1.1411105793731268e-155	0.8959734722661945	0.813	0.387	2.402380102754244e-151	2.1287312726830153e-133	0.8770239832848097	0.83	0.442	4.481617948379552e-129	2.1287312726830153e-133	2.282221158746322e-155	BEC
Dtx3l	1.1820654340546044e-132	0.7734845850425902	0.756	0.337	2.4886023583151585e-128	3.9152251557905255e-133	0.8927681990432457	0.79	0.353	8.242723520485793e-129	1.1820654340546044e-132	7.83045031158126e-133	BEC
Gm10076	4.7076708689372364e-167	0.6962302179438542	0.877	0.626	9.911059480373564e-163	1.5715309662329654e-132	0.7549345656008792	0.843	0.571	3.308544143210262e-128	1.5715309662329654e-132	9.415341737874324e-167	FRC
Ifit3b	3.215957019209368e-180	1.056564773578309	0.781	0.181	6.770554312541482e-176	4.0543409690993106e-132	0.920759763257007	0.739	0.151	8.535604042244778e-128	4.0543409690993106e-132	6.431914038418925e-180	BEC
Ccl7	1.652880993040291e-194	1.3200829653445552	0.888	0.32	3.4798103546477244e-190	4.6660352555663247e-132	1.0548489549669755	0.915	0.494	9.823404023543784e-128	4.6660352555663247e-132	3.305761986080561e-194	FRC
Tgm2	1.2093737317144992e-178	0.8392192857871923	0.868	0.529	2.546094517378535e-174	4.8924160937674555e-132	0.7556773315226625	0.865	0.59	1.0300003602208624e-127	4.8924160937674555e-132	2.4187474634289526e-178	BEC
F830016B08Rik	2.881651488112755e-168	0.9245354007125826	0.822	0.232	6.066740877923783e-164	1.7618950617309379e-131	0.9494543341855239	0.794	0.232	3.709317673462144e-127	1.7618950617309379e-131	5.763302976225583e-168	FRC
Ifi208	2.934848045059545e-153	0.8913569726222663	0.697	0.119	6.17873558926386e-149	2.7009994776694745e-131	0.8916887234722879	0.707	0.131	5.686414200337545e-127	2.7009994776694745e-131	5.869696090119027e-153	BEC
Ms4a6d	4.644357970569772e-164	1.2912528820653986	0.667	0.044	9.777766835440541e-160	6.307228780578651e-131	1.1849066382003701	0.667	0.048	1.3278608751752234e-126	6.307228780578651e-131	9.288715941139738e-164	BEC
Parp14	1.2387695438866724e-196	0.8892214550996624	0.885	0.399	2.6079815207446115e-192	8.208488994470531e-131	0.8304673516920438	0.838	0.425	1.728133188005881e-126	8.208488994470531e-131	2.4775390877733343e-196	FRC
Xdh	4.652036292073414e-166	0.8173000803493955	0.861	0.434	9.7939320057021575e-162	8.507941548627214e-131	0.8820591831589315	0.817	0.364	1.7911769342324873e-126	8.507941548627214e-131	9.304072584146862e-166	FRC
Xaf1	1.406633698113307e-137	0.7810646326164205	0.818	0.447	2.9613859246379453e-133	2.39948394353304e-129	0.8066509717799283	0.833	0.48	5.05163354632011e-125	2.39948394353304e-129	2.8132673962265464e-137	BEC
H2-K1	2.148320520548448e-162	0.40551458140011	0.991	0.914	4.5228591919106475e-158	7.632780927885526e-129	0.31808547872085535	0.996	0.963	1.6069293687477399e-124	7.632780927885526e-129	4.2966410410969868e-162	FRC
Ifih1	7.962305418386144e-209	0.9800380711463121	0.876	0.344	1.6763041597328348e-204	1.216148900375036e-127	0.8699714507689791	0.8	0.339	2.5603582799595634e-123	1.216148900375036e-127	1.5924610836772256e-208	FRC
Psmb8	9.187967093148031e-137	0.6135782937806664	0.874	0.649	1.934342712120455e-132	8.073902066132624e-127	0.6325696826323316	0.879	0.637	1.6997986019829015e-122	8.073902066132624e-127	1.8375934186296543e-136	BEC
