gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	lec_type
Timp3	9.724225545720397e-155	0.7144373460301259	0.923	0.647	2.0472412041405152e-150	1.2227710874415394e-162	0.7473813038512425	0.936	0.695	2.5742999703906727e-158	9.724225545720397e-155	2.445542174883092e-162	BEC
Trim30a	2.009084173418921e-164	0.8929143230596193	0.831	0.427	4.229724910298854e-160	1.1732646883845993e-154	0.9515299157254209	0.846	0.46	2.470074148456097e-150	1.1732646883845993e-154	4.018168346837919e-164	BEC
Zbp1	3.8736954061006696e-174	1.060461198511159	0.752	0.15	8.15529093846374e-170	1.3204733315516407e-153	1.064621362343988	0.793	0.191	2.779992504915669e-149	1.3204733315516407e-153	7.7473908122015395e-174	BEC
Usp18	5.222105603195256e-206	1.181180654202204	0.824	0.209	1.0994098926406973e-201	2.1478789950637337e-151	1.0561790518935545	0.794	0.255	4.5219296483076786e-147	2.1478789950637337e-151	1.0444211206390807e-205	BEC
Samhd1	2.7287797053444084e-184	0.9250786652255756	0.86	0.46	5.744899913661583e-180	8.17286570724591e-151	0.949042629463621	0.857	0.472	1.7206334173464814e-146	8.17286570724591e-151	5.457559410688707e-184	BEC
Isg20	3.736035833148036e-203	1.224140708682649	0.784	0.131	7.865476239526561e-199	9.64162537915737e-150	1.0861570192443848	0.768	0.175	2.029851391074001e-145	9.64162537915737e-150	7.472071666296127e-203	BEC
Cxcl10	2.4558289765862814e-204	1.430602394180745	0.996	0.54	5.1702567444070983e-200	9.681593143848485e-150	1.3750814955002153	0.996	0.598	2.0382658045744215e-145	9.681593143848485e-150	4.911657953172585e-204	FRC
Rnf213	1.1169229786636094e-155	0.8728594846422009	0.822	0.446	2.351457946980497e-151	2.9906144467026864e-149	0.9135780667928267	0.854	0.484	6.296140594643166e-145	2.9906144467026864e-149	2.233845957327161e-155	BEC
Cmpk2	4.56151632766808e-169	1.0259442996922938	0.779	0.223	9.603360324639608e-165	1.917128005919024e-147	1.0425460614589015	0.791	0.259	4.036129590861321e-143	1.917128005919024e-147	9.123032655336036e-169	BEC
Cd47	1.643165663642042e-188	0.6494126753816638	0.928	0.667	3.459356671665591e-184	4.114916205961461e-147	0.6383663273885078	0.913	0.679	8.663133088410664e-143	4.114916205961461e-147	3.28633132728405e-188	BEC
Batf2	1.8507879192815534e-179	1.0059299596013629	0.705	0.059	3.896463806463454e-175	1.7217074906548164e-146	1.0086843285214158	0.719	0.072	3.624710780075585e-142	1.7217074906548164e-146	3.701575838563068e-179	BEC
Ifi206	3.1943553909906546e-187	1.1098317313128752	0.74	0.084	6.725076404652625e-183	2.2588688231418805e-146	1.075375455733936	0.744	0.124	4.755596533360601e-142	2.2588688231418805e-146	6.38871078198118e-187	BEC
Iigp1	2.3860476652424932e-220	1.5335197729686487	0.991	0.445	5.023346149635021e-216	3.9451138768655713e-146	1.4978311705974163	0.986	0.446	8.305648244965088e-142	3.9451138768655713e-146	4.772095330484931e-220	FRC
H2-Q4	3.526574347972322e-145	0.693582208071474	0.867	0.61	7.424496974786129e-141	4.76463021663427e-149	0.8186070996652131	0.871	0.572	1.0030975995080127e-144	3.526574347972322e-145	9.529260433268378e-149	BEC
Psme1	7.376101366289852e-165	0.6166015267144478	0.928	0.687	1.5528906206450026e-160	7.629236907014623e-145	0.5553286282035896	0.915	0.739	1.6061832460337886e-140	7.629236907014623e-145	1.475220273257994e-164	BEC
Ifi213	6.682863247052964e-176	1.0490009298304017	0.744	0.151	1.4069431994020603e-171	4.7795293292790694e-144	1.011513328065853	0.76	0.193	1.0062343096931225e-139	4.7795293292790694e-144	1.3365726494106084e-175	BEC
Bst2	9.147857283112376e-205	1.1210867389018657	0.983	0.759	1.9258983938136485e-200	7.72571582865067e-144	0.9042375771251687	0.983	0.882	1.6264949534058255e-139	7.72571582865067e-144	1.8295714566224543e-204	FRC
Ifitm3	2.1844771185670697e-201	0.6213171281354533	0.999	0.935	4.5989796777192515e-197	7.163997673887308e-143	0.4827868767636252	0.999	0.985	1.508236430283495e-138	7.163997673887308e-143	4.36895423713422e-201	FRC
Oasl2	5.4246176821552215e-149	0.8627817759524197	0.769	0.333	1.1420447606241387e-144	1.1617849880269505e-141	0.9303535606621653	0.798	0.351	2.445905935293139e-137	1.1617849880269505e-141	1.0849235364310558e-148	BEC
Clic4	1.3414342837105853e-194	0.7959705309035143	0.982	0.864	2.824121597495895e-190	1.26124622117524e-141	0.6966604330581192	0.984	0.911	2.6553016694402325e-137	1.26124622117524e-141	2.682868567421249e-194	FRC
Mndal	6.312858413744404e-187	0.8603656763636631	0.903	0.554	1.3290460818456093e-182	5.528456774992545e-141	0.733537277327764	0.901	0.649	1.1639060048391805e-136	5.528456774992545e-141	1.2625716827488837e-186	BEC
Ifi203	3.803475615027942e-192	1.266923822517108	0.961	0.563	8.007457212318327e-188	3.9585959622261975e-140	1.182655944199138	0.964	0.601	8.334032079274814e-136	3.9585959622261975e-140	7.606951230055719e-192	FRC
Tapbp	1.2016242196127554e-149	0.6905185105859918	0.873	0.579	2.5297794695507338e-145	1.8929645185509393e-139	0.670458970529853	0.892	0.645	3.9852582009052925e-135	1.8929645185509393e-139	2.4032484392254517e-149	BEC
Oasl1	4.762365121579798e-171	0.9985467422269467	0.728	0.129	1.002620729046195e-166	2.8069825996608085e-139	0.9416982514474861	0.719	0.118	5.9095404670659e-135	2.8069825996608085e-139	9.524730243159367e-171	BEC
Ccl2	3.891020086630553e-212	1.1712473587865269	0.814	0.074	8.191764588383303e-208	1.0040292691925156e-137	0.9559999715259484	0.876	0.285	2.1137828204310033e-133	1.0040292691925156e-137	7.782040173260985e-212	BEC
Isg15	2.5786674998190536e-214	1.6244880690426218	0.976	0.286	5.428868687369053e-210	2.2997258648229747e-137	1.3985832641654117	0.965	0.369	4.841612863211809e-133	2.2997258648229747e-137	5.1573349996382235e-214	FRC
Slfn2	5.339224463531227e-148	0.9606746218000601	0.777	0.267	1.1240669263072292e-143	2.5183521680905977e-137	1.018024843541955	0.79	0.295	5.301886819481136e-133	2.5183521680905977e-137	1.0678448927062662e-147	BEC
Gbp4	5.3899401196373596e-185	1.3193340286890403	0.893	0.043	1.1347440933872533e-180	8.163530369648705e-137	1.3758578961172756	0.907	0.1	1.718668048722142e-132	8.163530369648705e-137	1.0779880239274841e-184	FRC
Parp14	2.4132893954332515e-136	0.7822216326143349	0.818	0.457	5.0806981642056245e-132	2.3844879203330415e-139	0.8719701153870584	0.843	0.49	5.0200624186771524e-135	2.4132893954332515e-136	4.768975840665972e-139	BEC
Tap1	7.122035541874482e-144	0.824547578286964	0.805	0.429	1.4994021426308348e-139	2.7728284686023536e-136	0.862663353914965	0.823	0.448	5.837635774948535e-132	2.7728284686023536e-136	1.424407108374893e-143	BEC
Gbp2	4.729967060437795e-188	1.3637046164942603	0.949	0.266	9.957999652339691e-184	1.6580155007255738e-135	1.3268568024793093	0.941	0.292	3.4906200336775505e-131	1.6580155007255738e-135	9.459934120875349e-188	FRC
Ifi204	1.553648852903923e-176	1.2162489932362355	0.937	0.254	3.270896930018629e-172	3.5534464399246484e-135	1.331661755485936	0.92	0.107	7.481070789973363e-131	3.5534464399246484e-135	3.1072977058078604e-176	FRC
Calhm6	2.1377013436904055e-200	1.5823282250045265	0.93	0.083	4.50050263887141e-196	5.381756692810554e-135	1.502474819042967	0.911	0.17	1.133021236537406e-130	5.381756692810554e-135	4.275402687380764e-200	FRC
Gm4951	3.799740745518131e-164	0.985884948344036	0.749	0.213	7.999594191539322e-160	9.389790473002855e-135	0.9821312570731273	0.753	0.233	1.976832588281291e-130	9.389790473002855e-135	7.59948149103629e-164	BEC
Samd9l	6.425675592856943e-143	0.8301482491969525	0.798	0.419	1.3527974825641723e-138	1.26833985800545e-134	0.8710935412809349	0.822	0.456	2.670235903058874e-130	1.26833985800545e-134	1.2851351185713703e-142	BEC
Wars	2.575499311234607e-152	0.9062981280819685	0.793	0.369	5.4221986999422175e-148	4.370710364991203e-134	0.9179469080414215	0.821	0.448	9.20165653141598e-130	4.370710364991203e-134	5.15099862246931e-152	BEC
Selenow	3.8675335671019367e-146	0.6423731884843729	0.912	0.66	8.142318418819707e-142	7.019216615687132e-134	0.6056270271675037	0.919	0.705	1.477755674100612e-129	7.019216615687132e-134	7.735067134203991e-146	BEC
Gbp3	1.1411105793731268e-155	0.8959734722661945	0.813	0.387	2.402380102754244e-151	2.1287312726830153e-133	0.8770239832848097	0.83	0.442	4.481617948379552e-129	2.1287312726830153e-133	2.282221158746322e-155	BEC
Dtx3l	1.1820654340546044e-132	0.7734845850425902	0.756	0.337	2.4886023583151585e-128	3.9152251557905255e-133	0.8927681990432457	0.79	0.353	8.242723520485793e-129	1.1820654340546044e-132	7.83045031158126e-133	BEC
Ifi205	8.718390023221329e-169	1.2446622120220057	0.911	0.198	1.8354826515887865e-164	1.5836452389020187e-132	1.4135666673217673	0.892	0.07	3.33404832146042e-128	1.5836452389020187e-132	1.7436780046443024e-168	FRC
Ifit3b	3.215957019209368e-180	1.056564773578309	0.781	0.181	6.770554312541482e-176	4.0543409690993106e-132	0.920759763257007	0.739	0.151	8.535604042244778e-128	4.0543409690993106e-132	6.431914038418925e-180	BEC
Tgm2	1.2093737317144992e-178	0.8392192857871923	0.868	0.529	2.546094517378535e-174	4.8924160937674555e-132	0.7556773315226625	0.865	0.59	1.0300003602208624e-127	4.8924160937674555e-132	2.4187474634289526e-178	BEC
Ifi211	1.2985462546282186e-187	1.3167903060230381	0.923	0.279	2.7338294298687885e-183	9.317945599574548e-132	1.259949508865377	0.913	0.251	1.9617070870784295e-127	9.317945599574548e-132	2.597092509256462e-187	FRC
Txn1	6.013979366584775e-193	0.6706873454402298	0.983	0.892	1.2661230760470927e-188	2.495325890184813e-131	0.5551357179893719	0.978	0.926	5.253409596606087e-127	2.495325890184813e-131	1.2027958733169714e-192	FRC
Ifi208	2.934848045059545e-153	0.8913569726222663	0.697	0.119	6.17873558926386e-149	2.7009994776694745e-131	0.8916887234722879	0.707	0.131	5.686414200337545e-127	2.7009994776694745e-131	5.869696090119027e-153	BEC
Ms4a6d	4.644357970569772e-164	1.2912528820653986	0.667	0.044	9.777766835440541e-160	6.307228780578651e-131	1.1849066382003701	0.667	0.048	1.3278608751752234e-126	6.307228780578651e-131	9.288715941139738e-164	BEC
Igtp	1.512919746736368e-185	1.2659487107504064	0.92	0.183	3.1851499428040754e-181	6.373123834507871e-130	1.2231725817450552	0.914	0.207	1.3417337608789422e-125	6.373123834507871e-130	3.0258394934727144e-185	FRC
Xaf1	1.406633698113307e-137	0.7810646326164205	0.818	0.447	2.9613859246379453e-133	2.39948394353304e-129	0.8066509717799283	0.833	0.48	5.05163354632011e-125	2.39948394353304e-129	2.8132673962265464e-137	BEC
Sod2	1.2943424636241175e-188	1.1401068587494663	0.96	0.696	2.7249791886678544e-184	3.135449688794861e-128	0.9688759592645445	0.943	0.768	6.601062229819821e-124	3.135449688794861e-128	2.5886849272482816e-188	FRC
Npc2	1.2026600012298503e-172	0.6732872631299023	0.967	0.867	2.531960100589204e-168	3.583819595748964e-127	0.5634735284074524	0.966	0.93	7.545015394930294e-123	3.583819595748964e-127	2.4053200024596664e-172	FRC
Psmb8	9.187967093148031e-137	0.6135782937806664	0.874	0.649	1.934342712120455e-132	8.073902066132624e-127	0.6325696826323316	0.879	0.637	1.6997986019829015e-122	8.073902066132624e-127	1.8375934186296543e-136	BEC
Irf7	3.7077157947216476e-192	1.2775812328394718	0.939	0.214	7.805854062627485e-188	8.267711135274616e-127	1.17712148205459	0.905	0.221	1.740601225309365e-122	8.267711135274616e-127	7.415431589443319e-192	FRC
Mndal	7.827435900336657e-192	1.2353435659190934	0.958	0.583	1.6479100800978762e-187	1.1371196848036235e-126	1.0469178142853721	0.953	0.69	2.3939780724170686e-122	1.1371196848036235e-126	1.565487180067329e-191	FRC
Lgals3bp	1.8274535893724826e-172	0.8731419676378217	0.944	0.673	3.8473380417058876e-168	2.8760836099188e-125	0.8746198028793288	0.935	0.705	6.05501882396205e-121	2.8760836099188e-125	3.6549071787450283e-172	FRC
Slfn5	6.161419683038411e-125	0.6419479440785694	0.889	0.6	1.2971636858700767e-120	4.8518228326085365e-139	0.7402382204288471	0.899	0.614	1.0214542609490752e-134	6.161419683038411e-125	9.703645665217177e-139	BEC
Emp1	2.0733549291064004e-192	0.9901349761005185	0.893	0.476	4.3650341322477045e-188	7.79262120781644e-125	0.7875133171854632	0.882	0.558	1.640580542881595e-120	7.79262120781644e-125	4.146709858212731e-192	BEC
Gbp6	2.821523743864761e-180	1.2250176505101595	0.918	0.176	5.940153937958482e-176	1.8212196642860945e-124	1.2217362946187937	0.895	0.207	3.834213759221515e-120	1.8212196642860945e-124	5.643047487729523e-180	FRC
Upp1	9.750167621288923e-183	0.9619285130458851	0.868	0.489	2.052702789309957e-178	2.5897629022628764e-124	0.7538125337961874	0.861	0.586	5.452227838134034e-120	2.5897629022628764e-124	1.9500335242578237e-182	BEC
Tgtp1	8.945639948345259e-151	0.8343941741378473	0.729	0.206	1.8833255783251275e-146	4.718668891312048e-124	0.8382310249175732	0.702	0.173	9.934213616879256e-120	4.718668891312048e-124	1.789127989669097e-150	BEC
Ifi207	2.4684846578521478e-157	0.8682878846288897	0.64	0.029	5.196900750176127e-153	1.5643501969637214e-123	0.8620790713847413	0.642	0.04	3.2934264696677224e-119	1.5643501969637214e-123	4.936969315704172e-157	BEC
Herc6	9.434613936852349e-155	0.8891273068013058	0.743	0.231	1.9862692721255251e-150	1.7238457357356857e-122	0.86763112327287	0.746	0.275	3.629212427444339e-118	1.7238457357356857e-122	1.8869227873705016e-154	BEC
Gbp5	2.0650440969157083e-185	1.2236624954189468	0.921	0.191	4.3475373372366406e-181	5.575953420946693e-122	1.1845394516595902	0.892	0.244	1.1739054737119074e-117	5.575953420946693e-122	4.13008819383131e-185	FRC
Thbs1	5.744443920075957e-128	0.9402961075798162	0.715	0.25	1.2093777784935911e-123	1.0849416437579883e-121	0.973765650200276	0.786	0.347	2.284127642603693e-117	1.0849416437579883e-121	1.1488887840152151e-127	BEC
Stat1	9.191453469491107e-146	0.7987417041438858	0.821	0.44	1.9350766989319627e-141	1.1580965210621085e-120	0.7911216803236236	0.837	0.508	2.438140605792057e-116	1.1580965210621085e-120	1.838290693898274e-145	BEC
Ifi205	1.3079984156073766e-134	0.7824160132704111	0.564	0.009	2.7537290643782098e-130	1.2083112556557349e-120	0.8407813128928167	0.618	0.016	2.5438576865320186e-116	1.2083112556557349e-120	2.61599683121479e-134	BEC
Lipg	7.154685963782828e-177	1.25269922664501	0.738	0.137	1.5062760359551988e-172	2.115476846074557e-120	1.0931587281557862	0.718	0.231	4.453713404040765e-116	2.115476846074557e-120	1.430937192756585e-176	BEC
Tgtp2	1.7756652259522112e-136	0.7906909528906416	0.73	0.246	3.73830800019719e-132	1.1484488985339534e-118	0.8229453806006194	0.725	0.231	2.417829466083532e-114	1.1484488985339534e-118	3.551330451904491e-136	BEC
Ccl2	3.487850197962587e-193	1.4709195853713393	0.987	0.435	7.342971021770635e-189	3.168718807639637e-116	1.1314052183041106	0.984	0.631	6.671103705723728e-112	3.168718807639637e-116	6.975700395925073e-193	FRC
H2-T23	3.039447068709934e-174	0.9274446541346315	0.961	0.726	6.398947913755024e-170	4.923848928539851e-115	0.8027340860698857	0.959	0.786	1.0366179149254948e-110	4.923848928539851e-115	6.078894137419776e-174	FRC
Ccl7	1.6057530690180416e-179	1.4460640946615395	0.958	0.357	3.380591936203683e-175	6.912470521790113e-115	1.153755554842172	0.961	0.565	1.4552824189524725e-110	6.912470521790113e-115	3.211506138036172e-179	FRC
Jak2	1.0067807293693263e-155	0.8921037534699287	0.77	0.311	2.1195754695412426e-151	7.965831741399113e-115	0.8171606401743825	0.76	0.394	1.6770465565167555e-110	7.965831741399113e-115	2.0135614587386413e-155	BEC
Trafd1	1.6606696082769602e-119	0.7373206646045998	0.757	0.381	3.4962077263054846e-115	9.244219887564067e-115	0.7669498040193364	0.77	0.4	1.9461856129288631e-110	9.244219887564067e-115	3.321339216553855e-119	BEC
Daxx	7.5319072504815135e-134	0.7999505555534132	0.733	0.28	1.585692433443873e-129	9.71681117314319e-115	0.8238937414755076	0.735	0.325	2.045680256281836e-110	9.71681117314319e-115	1.5063814500962671e-133	BEC
Irgm1	1.2365344232765278e-138	0.9435998359604247	0.897	0.302	2.603275921324074e-134	1.9024471547581142e-114	1.0613862093953246	0.885	0.258	4.005221994912258e-110	1.9024471547581142e-114	2.4730688465530232e-138	FRC
Zbp1	5.002493190775255e-178	1.1897723459746523	0.91	0.173	1.0531748914539143e-173	6.099094186276098e-113	1.0810280985918312	0.867	0.199	1.2840422990367069e-108	6.099094186276098e-113	1.0004986381550587e-177	FRC
Mpeg1	3.7364096877081548e-146	1.0613117767783455	0.79	0.025	7.866263315531979e-142	6.84106388012356e-113	1.171297481432758	0.813	0.037	1.440249178682413e-108	6.84106388012356e-113	7.472819375416227e-146	FRC
Cd200	5.815480191174335e-121	0.55538377112476	0.902	0.671	1.2243330446479327e-116	7.18010258348311e-113	0.5443466670369967	0.902	0.709	1.511626996900699e-108	7.18010258348311e-113	1.1630960382348489e-120	BEC
Tap1	2.5090892933795484e-171	0.9966944613195211	0.938	0.508	5.282385689351963e-167	1.790502076403412e-112	0.9030995617525135	0.918	0.528	3.7695440214521036e-108	1.790502076403412e-112	5.018178586759158e-171	FRC
Tspo	1.5151989869363287e-177	0.8563001954486269	0.962	0.771	3.189948427197053e-173	4.546581870969421e-112	0.7168400847777849	0.953	0.815	9.571918812951922e-108	4.546581870969421e-112	3.030397973872691e-177	FRC
Xdh	4.910505369331119e-112	0.7034548424880684	0.653	0.187	1.0338086954052805e-107	3.650589352275306e-111	0.8046616769791788	0.682	0.181	7.685585763345202e-107	3.650589352275306e-111	9.821010738662247e-112	BEC
Lgals9	3.0356850212324813e-155	0.9006121743895106	0.918	0.53	6.391027675200743e-151	1.0027286740751697e-110	0.8917332859377809	0.909	0.55	2.111044677530455e-106	1.0027286740751697e-110	6.071370042465122e-155	FRC
Ubd	4.914778505775364e-137	0.9349297191630976	0.914	0.461	1.0347083188208873e-132	4.905550087399963e-110	0.7663962650797802	0.975	0.657	1.0327654599003142e-105	4.905550087399963e-110	9.829557011550622e-137	BEC
Ubd	7.111524090589767e-119	0.9827902147556933	0.824	0.216	1.4971891667918637e-114	6.695086370077101e-110	1.0309284230264204	0.939	0.454	1.409516533492332e-105	6.695086370077101e-110	1.4223048181179297e-118	FRC
Lgals3bp	2.3571152819890537e-118	0.7515973826292498	0.779	0.411	4.962434803171555e-114	1.3702530420036318e-108	0.7606121944678349	0.818	0.472	2.884793729330246e-104	1.3702530420036318e-108	4.714230563978142e-118	BEC
H2-T23	3.637501274262636e-108	0.5571568213822	0.882	0.633	7.658031432705127e-104	3.1850616834193126e-114	0.5832231062640059	0.905	0.673	6.705510362102678e-110	3.637501274262636e-108	6.370123366838496e-114	BEC
Trim30a	2.538050059121007e-167	1.125574086507003	0.885	0.151	5.3433567894674564e-163	8.326991231675713e-108	1.0415559819171754	0.846	0.207	1.753081464004688e-103	8.326991231675713e-108	5.076100118241904e-167	FRC
Serpina3f	4.9322553420150705e-141	0.971270977041119	0.69	0.177	1.0383877171544327e-136	1.0575575458834235e-107	0.8881782790649112	0.734	0.263	2.2264759013483714e-103	1.0575575458834235e-107	9.864510684030246e-141	BEC
Gbp7	5.958433883740359e-166	1.0235940208321832	0.936	0.51	1.2544290855438579e-161	2.2316132272815956e-107	0.9526925703956644	0.908	0.52	4.698215327395943e-103	2.2316132272815956e-107	1.191686776748051e-165	FRC
Timp1	7.115208014205036e-156	1.3111680352624	0.899	0.309	1.4979647432305862e-151	3.229768245641945e-107	1.337062776924458	0.849	0.225	6.799631087549987e-103	3.229768245641945e-107	1.423041602841049e-155	FRC
Phf11d	5.948538054375777e-146	0.8163360277238416	0.83	0.459	1.2523457165877322e-141	4.963303302761526e-107	0.7277298545526943	0.814	0.494	1.044924244330384e-102	4.963303302761526e-107	1.1897076108751788e-145	BEC
Rnf213	1.7217711386807954e-160	0.9338810596619421	0.921	0.442	3.6248447782646786e-156	3.263503578263222e-106	0.9141442594093503	0.895	0.439	6.870654083317562e-102	3.263503578263222e-106	3.4435422773616236e-160	FRC
Sh2d5	5.290140962970662e-140	0.7758164325233908	0.587	0.019	1.1137333769342135e-135	3.891248546339856e-106	0.7304847752778454	0.568	0.01	8.1922455646093e-102	3.891248546339856e-106	1.058028192594158e-139	BEC
Oasl2	3.740380317248012e-167	1.052069523309561	0.89	0.229	7.87462268190224e-163	4.958003641036554e-106	1.0005774734617805	0.849	0.229	1.0438085065474256e-101	4.958003641036554e-106	7.480760634496232e-167	FRC
