Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BEC	GO:0050999	regulation of nitric-oxide synthase activity	4/192	19/9492	4.955907850418165e-4	0.026456288074815634	0.02213638839853447	Atp2b4/Cav1/Scarb1/Apoe	4
BEC	GO:0006629	lipid metabolic process	28/192	717/9492	5.519464117288762e-4	0.028061656456628423	0.02347962513386331	Gpx4/Gstm1/Cd81/Aplp2/Sult1a1/Fabp4/Dbi/Cav1/Cyb5r3/C1qtnf9/Cyb5a/Scd2/Scarb1/Sptssa/Thra/Apoe/Ednrb/Psap/Egr1/Gpihbp1/Fabp5/Mgll/Scp2/Tecr/Enpp2/Ech1/Tek/Dhrs7	28
BEC	GO:0006935	chemotaxis	15/192	284/9492	6.352056259295484e-4	0.031300978766959135	0.02619001657678754	Hmgb1/Cmtm8/Dpysl2/Nrp1/Jam3/Nr4a1/Dusp3/Nfib/Cxcl12/Ednrb/Gas6/Mapk3/Enpp2/Mef2c/Plxnd1	15
BEC	GO:0040008	regulation of growth	20/192	444/9492	6.452445121790936e-4	0.03131391170469147	0.026200837767272292	Selenop/H3f3a/Igfbp4/Tle5/Gnas/Cd81/Dpysl2/Smarca2/Nrp1/Cxcl12/Apoe/Gas6/Ccdc85b/Mgll/Tgfbr3/Kif26a/Spr/Clstn1/Mef2c/Lamtor2	20
BEC	GO:0150116	regulation of cell-substrate junction organization	6/192	53/9492	6.596629564240728e-4	0.03149832235710314	0.02635513703310535	Nrp1/Dusp3/Limch1/Enpp2/Tek/Lamtor2	6
BEC	GO:0051093	negative regulation of developmental process	23/192	548/9492	6.781081139151694e-4	0.03149832235710314	0.02635513703310535	Hmgb1/Tmem176a/Tmem176b/Gnas/Atp2b4/Nrp1/Hoxa7/Cav1/Nfib/Gtf2i/Pink1/Pdcd4/Rflnb/Apoe/Ednrb/Gas6/Ccdc85b/Lbh/Tgfbr3/Tie1/Tcf15/Plk2/Tek	23
BEC	GO:0060429	epithelium development	26/192	654/9492	6.785464385389063e-4	0.03149832235710314	0.02635513703310535	Gnas/Nrp1/Ccdc88c/Aqp1/Hoxa7/Abcb1a/Dbi/Cav1/Sox18/Nfib/Pde2a/Mtss1/Ctsl/Myo6/Cxcl12/Thra/Ednrb/Psap/Lbh/Tgfbr3/Tie1/Ctnnbip1/Mef2c/Plxnd1/Tcf15/Tek	26
BEC	GO:0040012	regulation of locomotion	26/192	655/9492	6.941825361933742e-4	0.03176380947753397	0.026577274242832048	Hmgb1/Cd81/Atp2b4/Nrp1/Aqp1/Jam3/Hoxa7/Cav1/Dusp3/Syne2/Limch1/Arhgap18/Mpzl1/Cxcl12/Apoe/Gas6/Egr1/Tgfbr3/Mapk3/Tie1/Enpp2/Mef2c/Plxnd1/Plk2/Tek/Glul	26
BEC	GO:0071868	cellular response to monoamine stimulus	5/192	36/9492	7.279352226658698e-4	0.03176547677480079	0.026578669296430258	Gnas/Atp2b4/Cav2/Mapk3/Gna11	5
BEC	GO:0071870	cellular response to catecholamine stimulus	5/192	36/9492	7.279352226658698e-4	0.03176547677480079	0.026578669296430258	Gnas/Atp2b4/Cav2/Mapk3/Gna11	5
BEC	GO:0043410	positive regulation of MAPK cascade	15/192	288/9492	7.338886298268055e-4	0.03176547677480079	0.026578669296430258	Hmgb1/Igfbp4/Cd81/Nrp1/Prxl2c/Cav2/Cxcl12/Apoe/Psap/Gas6/Mapk3/Nenf/Tek/Lamtor2/Dok4	15
BEC	GO:0071867	response to monoamine	5/192	37/9492	8.28027582065658e-4	0.034443796692939	0.028819661297869656	Gnas/Atp2b4/Cav2/Mapk3/Gna11	5
BEC	GO:0071869	response to catecholamine	5/192	37/9492	8.28027582065658e-4	0.034443796692939	0.028819661297869656	Gnas/Atp2b4/Cav2/Mapk3/Gna11	5
BEC	GO:0043393	regulation of protein binding	10/192	149/9492	8.685767332316245e-4	0.03517028966032655	0.029427529281821782	Tle5/Aplp2/Cav1/Ramp2/Apoe/Tgfbr3/Mapk3/Ctnnbip1/Plxnd1/Plk2	10
BEC	GO:0075509	endocytosis involved in viral entry into host cell	3/192	10/9492	8.804536634807697e-4	0.03517028966032655	0.029427529281821782	Cav1/Ctsl/Cav2	3
BEC	GO:0009887	animal organ morphogenesis	23/192	559/9492	8.894141312789419e-4	0.03517028966032655	0.029427529281821782	Gnas/Nedd4/Grcc10/Nrp1/Aqp1/Hoxa7/Cav1/Nfib/Nfic/Tspan12/Pdcd4/Myo6/Rflnb/Thra/Foxn3/Tgfbr3/Cd34/Mapk3/Ctnnbip1/Mef2c/Plxnd1/Tcf15/Tek	23
BEC	GO:0030855	epithelial cell differentiation	16/192	330/9492	0.001056271114705043	0.040325812737424076	0.03374123575906854	Ccdc88c/Hoxa7/Abcb1a/Cav1/Sox18/Nfib/Pde2a/Mtss1/Myo6/Thra/Ednrb/Psap/Lbh/Tie1/Mef2c/Tcf15	16
BEC	GO:0007610	behavior	16/192	333/9492	0.0011616560180479538	0.04152264309060786	0.03474264236117049	Selenop/Aplp2/Grcc10/Btg2/Dbi/Myo6/Cxcl12/Thra/Apoe/Ednrb/Psap/Egr1/Mef2c/Tcf15/Plk2/Prex2	16
BEC	GO:0035914	skeletal muscle cell differentiation	5/192	40/9492	0.0011901796218295921	0.04152264309060786	0.03474264236117049	Btg2/Nr4a1/Hmg20b/Egr1/Mef2c	5
BEC	GO:0034367	protein-containing complex remodeling	3/192	11/9492	0.0011926578720998823	0.04152264309060786	0.03474264236117049	Scarb1/Apoe/Gpihbp1	3
BEC	GO:0045019	negative regulation of nitric oxide biosynthetic process	3/192	11/9492	0.0011926578720998823	0.04152264309060786	0.03474264236117049	Atp2b4/Cav1/Cd34	3
BEC	GO:1904406	negative regulation of nitric oxide metabolic process	3/192	11/9492	0.0011926578720998823	0.04152264309060786	0.03474264236117049	Atp2b4/Cav1/Cd34	3
BEC	GO:0034329	cell junction assembly	12/192	212/9492	0.0012264832102821634	0.0417917630056784	0.03496781918676807	Nrp1/Jam3/Cav1/Dusp3/Limch1/Ramp2/Myo6/Enpp2/Clstn1/Mef2c/Plxnd1/Tek	12
BEC	GO:0003014	renal system process	6/192	60/9492	0.001279874042300425	0.04267212898005533	0.035704435112878026	Gnas/Aqp1/Abcg2/Ednrb/Psap/Gas6	6
BEC	GO:0070848	response to growth factor	18/192	402/9492	0.0012922873902795403	0.04267212898005533	0.035704435112878026	Nedd4/Atp2b4/Nrp1/Ptp4a3/Nr4a1/Cav1/Dusp3/Ramp2/Tspan12/Pdcd4/Cav2/Gas6/Egr1/Tgfbr3/Mapk3/Ier2/Mef2c/Tek	18
BEC	GO:1901888	regulation of cell junction assembly	8/192	106/9492	0.0013461135562446616	0.04385291956017538	0.0366924209869716	Nrp1/Cav1/Dusp3/Limch1/Enpp2/Clstn1/Mef2c/Tek	8
BEC	GO:0046470	phosphatidylcholine metabolic process	4/192	25/9492	0.0014710865717885893	0.04607492830287577	0.03855161031898441	Dbi/Scarb1/Fabp5/Enpp2	4
BEC	GO:0051180	vitamin transport	3/192	12/9492	0.0015666340885254456	0.04607492830287577	0.03855161031898441	Tcn2/Scarb1/Abcg2	3
BEC	GO:0120178	steroid hormone biosynthetic process	3/192	12/9492	0.0015666340885254456	0.04607492830287577	0.03855161031898441	Scarb1/Egr1/Scp2	3
BEC	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	3/192	12/9492	0.0015666340885254456	0.04607492830287577	0.03855161031898441	Nrp1/Mef2c/Plxnd1	3
BEC	GO:0061061	muscle structure development	18/192	409/9492	0.0015679572853616792	0.04607492830287577	0.03855161031898441	H3f3a/Cd81/Smarca2/Btg2/Nr4a1/Cav1/Ramp2/Mtss1/Pdcd4/Hmg20b/Cav2/Cxcl12/Thra/Ednrb/Egr1/Tgfbr3/Mef2c/Tcf15	18
BEC	GO:0046503	glycerolipid catabolic process	4/192	26/9492	0.0017113509566974096	0.048941581377694665	0.04095018360668802	Scarb1/Gpihbp1/Mgll/Enpp2	4
BEC	GO:1903715	regulation of aerobic respiration	4/192	26/9492	0.0017113509566974096	0.048941581377694665	0.04095018360668802	Pde2a/Cox7a2l/Pink1/Cbfa2t3	4
BEC	GO:0006878	cellular copper ion homeostasis	3/192	13/9492	0.0020064585222988474	0.0526777594010099	0.044076301965253376	Atox1/Aplp2/Prnd	3
BEC	GO:0042159	lipoprotein catabolic process	3/192	13/9492	0.0020064585222988474	0.0526777594010099	0.044076301965253376	Abhd17a/Apoe/Ctsd	3
BEC	GO:0046794	transport of virus	3/192	13/9492	0.0020064585222988474	0.0526777594010099	0.044076301965253376	Cav1/Ctsl/Cav2	3
BEC	GO:0051241	negative regulation of multicellular organismal process	23/192	603/9492	0.002406509440828228	0.061174997928355665	0.05118607382079089	Hmgb1/Tmem176a/Tmem176b/Gnas/Atp2b4/Nrp1/Hoxa7/Nfib/Ifngr1/Gtf2i/Pdcd4/Prdx4/Abcg2/Rflnb/Apoe/Gas6/Tgfbr3/Cd34/Tie1/Cuedc2/Mef2c/Plk2/Tek	23
BEC	GO:0055070	copper ion homeostasis	3/192	14/9492	0.002515886989693892	0.06284480755120693	0.05258322954643604	Atox1/Aplp2/Prnd	3
BEC	GO:0007160	cell-matrix adhesion	9/192	146/9492	0.002806214499737184	0.0660904782548397	0.05529893278893864	Nrp1/Jam3/Hoxa7/Dusp3/Limch1/Bcam/Cd34/Enpp2/Tek	9
BEC	GO:0062012	regulation of small molecule metabolic process	11/192	205/9492	0.0029574291377967837	0.06673028921522955	0.05583427258720424	Hmgb1/Igfbp4/Atp2b4/Dbi/Cav1/Prxl2c/Apoe/Egr1/Fabp5/Scp2/Cbfa2t3	11
BEC	GO:0042327	positive regulation of phosphorylation	19/192	470/9492	0.0030630901341362885	0.06797311504059698	0.05687416431745237	Hmgb1/Gnas/Cd81/Atp2b4/Nrp1/Cav1/Prxl2c/Limch1/Mmd/C1qtnf9/Pink1/Cav2/Ednrb/Gas6/Egr1/Mapk3/Tie1/Enpp2/Tek	19
BEC	GO:0030318	melanocyte differentiation	3/192	15/9492	0.003098368653114942	0.06797311504059698	0.05687416431745237	Ednrb/Mef2c/Gna11	3
BEC	GO:0097254	renal tubular secretion	3/192	15/9492	0.003098368653114942	0.06797311504059698	0.05687416431745237	Gnas/Abcg2/Ednrb	3
BEC	GO:0006809	nitric oxide biosynthetic process	5/192	51/9492	0.003552264991480117	0.0743360931434038	0.062198167225826474	Atp2b4/Cav1/Cyb5r3/Cd34/Spr	5
BEC	GO:0042632	cholesterol homeostasis	5/192	51/9492	0.003552264991480117	0.0743360931434038	0.062198167225826474	Fabp4/Cav1/Scarb1/Apoe/Gpihbp1	5
BEC	GO:0034220	ion transmembrane transport	16/192	373/9492	0.003659908764611771	0.07474447770736758	0.06253986895277713	Atox1/Nedd4/Atp2b4/Tspan13/Aqp1/Abcb1a/Dbi/Cav1/Slc6a6/Ifngr1/Tcn2/Slc9a3r2/Ednrb/Gas6/Klhl24/Mef2c	16
BEC	GO:0043277	apoptotic cell clearance	4/192	32/9492	0.003745529735775721	0.07474447770736758	0.06253986895277713	Hmgb1/Mfge8/Scarb1/Gas6	4
BEC	GO:0061462	protein localization to lysosome	4/192	32/9492	0.003745529735775721	0.07474447770736758	0.06253986895277713	Cd81/Nedd4/Lamtor4/Glmp	4
BEC	GO:0002082	regulation of oxidative phosphorylation	3/192	16/9492	0.0037570592915660886	0.07474447770736758	0.06253986895277713	Pde2a/Cox7a2l/Pink1	3
BEC	GO:0008361	regulation of cell size	8/192	125/9492	0.0037949007985074667	0.07503127936802108	0.06277984037037045	Dpysl2/Nrp1/Aqp1/C1qtnf9/Lamtor4/Cxcl12/Apoe/Mgll	8
BEC	GO:0019216	regulation of lipid metabolic process	11/192	212/9492	0.003822622087321039	0.07506442135035278	0.06280757078331109	Cd81/Dbi/Cav1/Scarb1/Thra/Apoe/Psap/Egr1/Fabp5/Scp2/Tek	11
BEC	GO:0051145	smooth muscle cell differentiation	5/192	52/9492	0.0038668840221068395	0.07506442135035278	0.06280757078331109	Smarca2/Ramp2/Pdcd4/Ednrb/Mef2c	5
BEC	GO:0046209	nitric oxide metabolic process	5/192	54/9492	0.004555168353721365	0.07953538330925856	0.0665484943080902	Atp2b4/Cav1/Cyb5r3/Cd34/Spr	5
BEC	GO:2000351	regulation of endothelial cell apoptotic process	4/192	34/9492	0.004681178838519726	0.08104765307988476	0.06781383398504252	Ramp2/Pdcd4/Gas6/Tek	4
BEC	GO:0006898	receptor-mediated endocytosis	9/192	159/9492	0.004937782326039207	0.0820641310914796	0.0686643369732018	Cd81/Nedd4/Cav1/Ramp2/Ctsl/Hip1/Myo6/Cav2/Apoe	9
BEC	GO:0001558	regulation of cell growth	13/192	284/9492	0.005026793567178065	0.0820641310914796	0.0686643369732018	H3f3a/Igfbp4/Cd81/Dpysl2/Smarca2/Nrp1/Cxcl12/Apoe/Ccdc85b/Mgll/Kif26a/Clstn1/Lamtor2	13
BEC	GO:0048863	stem cell differentiation	8/192	131/9492	0.005038995123745303	0.0820641310914796	0.0686643369732018	Nrp1/Hoxa7/Sox18/Ednrb/Lbh/Mapk3/Mef2c/Tcf15	8
BEC	GO:0060326	cell chemotaxis	9/192	160/9492	0.0051430053896344835	0.0820641310914796	0.0686643369732018	Hmgb1/Nrp1/Jam3/Nr4a1/Cxcl12/Ednrb/Gas6/Mapk3/Enpp2	9
BEC	GO:1901615	organic hydroxy compound metabolic process	12/192	253/9492	0.005262165721464033	0.0820641310914796	0.0686643369732018	Aplp2/Sult1a1/Ctsl/Cyb5r3/Pnkd/Scarb1/Sptssa/Apoe/Ednrb/Scp2/Spr/Dhrs7	12
BEC	GO:0050892	intestinal absorption	3/192	18/9492	0.005314300145377743	0.0820641310914796	0.0686643369732018	Abcb1a/Scarb1/Abcg2	3
BEC	GO:2001057	reactive nitrogen species metabolic process	5/192	56/9492	0.00532647459945128	0.0820641310914796	0.0686643369732018	Atp2b4/Cav1/Cyb5r3/Cd34/Spr	5
BEC	GO:0030198	extracellular matrix organization	9/192	161/9492	0.005354793443059393	0.0820641310914796	0.0686643369732018	Aplp2/Cav1/Ramp2/Mmp15/Prdx4/Cav2/Tie1/Fbln2/Tcf15	9
BEC	GO:0043062	extracellular structure organization	9/192	161/9492	0.005354793443059393	0.0820641310914796	0.0686643369732018	Aplp2/Cav1/Ramp2/Mmp15/Prdx4/Cav2/Tie1/Fbln2/Tcf15	9
BEC	GO:0045229	external encapsulating structure organization	9/192	161/9492	0.005354793443059393	0.0820641310914796	0.0686643369732018	Aplp2/Cav1/Ramp2/Mmp15/Prdx4/Cav2/Tie1/Fbln2/Tcf15	9
BEC	GO:0090090	negative regulation of canonical Wnt signaling pathway	6/192	80/9492	0.005510172446105312	0.08364494002310577	0.06998702443394425	Tle5/Ccdc88c/Cav1/Apoe/Egr1/Ctnnbip1	6
BEC	GO:0048534	hematopoietic or lymphoid organ development	22/192	608/9492	0.005597775930919628	0.08400127421210289	0.07028517480126	Hmgb1/Crip2/Tmem176a/Tmem176b/Gnas/Cd81/Jam3/Hoxa7/Ctsl/Thra/Psap/Gas6/Egr1/Itm2a/Tgfbr3/Cd34/Mapk3/Cbfa2t3/Ctnnbip1/Mef2c/Tcf15/Tek	22
BEC	GO:0046942	carboxylic acid transport	7/192	106/9492	0.0056123236595035965	0.08400127421210289	0.07028517480126	Dpysl2/Slc6a6/Myo6/Abcg2/Atp5j/Psap/Slco2b1	7
BEC	GO:0120162	positive regulation of cold-induced thermogenesis	5/192	57/9492	0.00574485504246654	0.0846018456435645	0.07078768227435307	Gnas/Fabp4/Cav1/Thra/Fabp5	5
BEC	GO:0072577	endothelial cell apoptotic process	4/192	36/9492	0.005762367938008445	0.0846018456435645	0.07078768227435307	Ramp2/Pdcd4/Gas6/Tek	4
BEC	GO:0009725	response to hormone	17/192	429/9492	0.006118304426322419	0.08812229869850272	0.07373330019106691	Hmgb1/Gnas/Nedd4/Sult1a1/Aqp1/Nr4a1/Cav1/Ramp2/C1qtnf9/Cav2/Thra/Ednrb/Egr1/Lbh/Tgfbr3/Mef2c/Tek	17
BEC	GO:0007617	mating behavior	3/192	19/9492	0.006217808150440716	0.08812229869850272	0.07373330019106691	Aplp2/Thra/Ednrb	3
BEC	GO:0071827	plasma lipoprotein particle organization	3/192	19/9492	0.006217808150440716	0.08812229869850272	0.07373330019106691	Scarb1/Apoe/Gpihbp1	3
BEC	GO:0001934	positive regulation of protein phosphorylation	17/192	431/9492	0.006401339682936219	0.0899275921247575	0.07524381732574154	Hmgb1/Gnas/Cd81/Atp2b4/Nrp1/Cav1/Limch1/Mmd/C1qtnf9/Pink1/Cav2/Ednrb/Gas6/Egr1/Mapk3/Enpp2/Tek	17
BEC	GO:0001659	temperature homeostasis	7/192	109/9492	0.006524661819520848	0.09046966150617003	0.07569737522214663	Gnas/Fabp4/Cav1/Thra/Ednrb/Egr1/Fabp5	7
BEC	GO:1903578	regulation of ATP metabolic process	5/192	59/9492	0.0066502112905948004	0.09181304639558252	0.07682140628790546	Prxl2c/Pde2a/Cox7a2l/Pink1/Cbfa2t3	5
BEC	GO:0006119	oxidative phosphorylation	6/192	84/9492	0.0069763058623732626	0.093843527627972545	0.07852034156820684	Uqcrh/Pde2a/Cox7a2l/Pink1/Atp5j/Ndufv3	6
BEC	GO:0022600	digestive system process	4/192	38/9492	0.006998403566435142	0.093843527627972545	0.07852034156820684	Aqp1/Abcb1a/Scarb1/Abcg2	4
BEC	GO:1904888	cranial skeletal system development	4/192	38/9492	0.006998403566435142	0.093843527627972545	0.07852034156820684	Gnas/Foxn3/Mef2c/Gna11	4
BEC	GO:0034765	regulation of ion transmembrane transport	10/192	199/9492	0.007134617179859431	0.093843527627972545	0.07852034156820684	Nedd4/Atp2b4/Tspan13/Abcb1a/Dbi/Cav1/Ifngr1/Slc9a3r2/Klhl24/Mef2c	10
BEC	GO:0001662	behavioral fear response	3/192	20/9492	0.007207464188723462	0.093843527627972545	0.07852034156820684	Dbi/Apoe/Mef2c	3
BEC	GO:0002367	cytokine production involved in immune response	5/192	61/9492	0.007651137820665133	0.09758021121848505	0.08164688294272243	Cd81/Tril/Gas6/Cuedc2/Tek	5
BEC	GO:0007586	digestion	4/192	39/9492	0.007677244217002258	0.09758021121848505	0.08164688294272243	Aqp1/Abcb1a/Scarb1/Abcg2	4
BEC	GO:0023061	signal release	12/192	267/9492	0.007977852683475398	0.10060260687075473	0.08417576847131523	Selenom/Gnas/Aqp1/Nr4a1/Pink1/Pnkd/Myo6/Cxcl12/Atp5j/Ednrb/Mef2c/Glul	12
BEC	GO:0021591	ventricular system development	3/192	21/9492	0.008285140732851026	0.1016755010242216	0.08507347572429408	Grcc10/Aqp1/Dbi	3
BEC	GO:0035850	epithelial cell differentiation involved in kidney development	3/192	21/9492	0.008285140732851026	0.1016755010242216	0.08507347572429408	Mtss1/Ednrb/Mef2c	3
