Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BEC	GO:0048525	negative regulation of viral process	19/195	81/9492	1.7994006713132644e-15	1.8567149149180572e-13	1.543345605025022e-13	Ifi206/Ifi207/Ifi204/Isg15/Oasl2/Oasl1/Isg20/Trim30a/Ifitm3/Bst2/Rsad2/Ch25h/Trim30d/Ifih1/Znfx1/Eif2ak2/Stat1/Sp100/Parp10	19
BEC	GO:0001817	regulation of cytokine production	38/195	422/9492	5.822047571633502e-15	5.593180873989978e-13	4.649184993681925e-13	Ifi206/Ifi207/Ifi204/Mndal/Ifi211/Ifi205/Gbp5/Isg15/Il6/Gbp4/Trim30a/Irf7/Bst2/Irf8/Lgals9/Ccl2/Rsad2/Pnp/Tspo/Cd47/Jak2/Cd274/Cd200/Il15/Thbs1/Casp4/Dhx58/Socs1/Ifih1/Litaf/Cd40/Pml/Eif2ak2/Stat1/Nmi/Il4ra/Inhbb/Atf4	38
BEC	GO:0001816	cytokine production	39/195	467/9492	2.925468997133077e-14	2.716785542004251e-12	2.2582567697167613e-12	Ifi206/Ifi207/Ifi204/Mndal/Ifi211/Ifi205/Gbp5/Isg15/Il6/Gbp4/Trim30a/Irf7/Bst2/Irf8/Lgals9/Ccl2/Rsad2/Pnp/Tspo/Cd47/Jak2/Cd274/Cd200/Il15/Thbs1/Casp4/Dhx58/Socs1/Ifih1/Litaf/Cd40/Pml/Rnf19b/Eif2ak2/Stat1/Nmi/Il4ra/Inhbb/Atf4	39
BEC	GO:0071222	cellular response to lipopolysaccharide	18/195	127/9492	8.898838466032878e-11	6.1980409915918995e-9	5.151959111913771e-9	Gbp2/Il6/Cxcl9/Cxcl10/Gbp6/Trim30a/Irf8/Irgm1/Igtp/Ccl2/Cmpk2/Jak2/Cd274/Trim30d/Litaf/Gch1/Stat1/Gbp10	18
BEC	GO:0071216	cellular response to biotic stimulus	18/195	153/9492	1.9941266937276315e-9	1.1820504188776983e-7	9.825484269206694e-8	Gbp2/Il6/Cxcl9/Cxcl10/Gbp6/Trim30a/Irf8/Irgm1/Igtp/Ccl2/Cmpk2/Jak2/Cd274/Trim30d/Litaf/Gch1/Stat1/Gbp10	18
BEC	GO:0002683	negative regulation of immune system process	22/195	239/9492	3.3355630899083156e-9	1.8965058711192994e-7	1.576420794371277e-7	Ifi206/Ifi207/Ifi204/Samhd1/Isg15/Bst2/Lgals9/Ccl2/Cd47/Cd274/Tap1/Cd200/Parp14/Trafd1/Thbs1/Dhx58/Socs1/Nmi/Il4ra/Nlrc5/Serping1/Stat2	22
BEC	GO:0019079	viral genome replication	14/195	101/9492	1.600829875248892e-8	7.964128629363237e-7	6.619973168322486e-7	Ifi206/Ifi207/Ifi204/Isg15/Oasl2/Oasl1/Isg20/Ifitm3/Bst2/Rsad2/Ifih1/Znfx1/Eif2ak2/Parp10	14
BEC	GO:0052548	regulation of endopeptidase activity	19/195	213/9492	6.957693321090141e-8	3.12647316008986e-6	2.598798863565078e-6	Ifi206/Ifi207/Ifi204/Il6/Plaur/Serpina3f/Psme1/Psmb8/Jak2/Timp3/Xdh/Thbs1/Timp1/Cycs/Pml/Psme2/Stat1/Serping1/Cflar	19
BEC	GO:0060759	regulation of response to cytokine stimulus	13/195	103/9492	1.6491797774058726e-7	7.068638245927324e-6	5.875620259583675e-6	Samhd1/Zbp1/Isg15/Il6/Irf7/Irgm1/Igtp/Parp14/Socs1/Ifih1/Parp9/Nlrc5/Stat2	13
BEC	GO:0002221	pattern recognition receptor signaling pathway	13/195	117/9492	7.415192847233546e-7	2.9940184452742984e-5	2.488699353762594e-5	Oasl1/Trim30a/Irf7/Irgm1/Igtp/Lgals9/Rsad2/Dhx58/Ifih1/Slc15a3/Cd40/Ifi35/Nmi	13
BEC	GO:0071396	cellular response to lipid	21/195	304/9492	1.0556295402138598e-6	4.201405570051162e-5	3.492308253339085e-5	Gbp2/Il6/Cxcl9/Cxcl10/Gbp6/Trim30a/Irf8/Irgm1/Igtp/Ccl2/Cmpk2/Daxx/Jak2/Cd274/Trim30d/Litaf/Msn/Gch1/Stat1/Inhbb/Gbp10	21
BEC	GO:0033993	response to lipid	25/195	417/9492	1.3184464360017132e-6	5.173509536198272e-5	4.300344194520043e-5	Gbp2/Il6/Cxcl9/Cxcl10/Gbp6/Trim30a/Irf8/Irgm1/Igtp/Lgals9/Ccl2/Cmpk2/Daxx/Jak2/Cd274/Trim30d/Litaf/Eif2ak2/Msn/Gch1/Stat1/Inhbb/Sp100/Cflar/Gbp10	25
BEC	GO:0010951	negative regulation of endopeptidase activity	11/195	90/9492	2.0962463815841448e-6	7.892084350126253e-5	6.560088249623212e-5	Ifi206/Ifi207/Ifi204/Il6/Plaur/Serpina3f/Timp3/Thbs1/Timp1/Serping1/Cflar	11
BEC	GO:0002252	immune effector process	21/195	323/9492	2.796380297770602e-6	1.025094145998539e-4	8.520826392098786e-5	Il6/Irf7/Bst2/Irf8/Lgals9/Ccl2/Rsad2/Pnp/Cd47/H2-T23/Tap1/H2-Q4/Cfb/Dhx58/Cd40/H2-T22/Rnf19b/Ifi35/Nmi/Il4ra/Serping1	21
BEC	GO:0046386	deoxyribose phosphate catabolic process	5/195	15/9492	8.8306346326423992e-06	3.1950841670833405e-4	2.655829964704481e-4	Samhd1/Upp1/Pnp/Nt5c3/Xdh	5
BEC	GO:0019882	antigen processing and presentation	9/195	68/9492	9.375142320673429e-6	3.3486085263328426e-4	2.7834430641675496e-4	Psme1/Tapbp/Psmb8/H2-T23/Tap1/H2-Q4/Thbs1/H2-T22/Psme2	9
BEC	GO:0009264	deoxyribonucleotide catabolic process	5/195	16/9492	1.2631054678952348e-5	4.2397732934411136e-4	3.5242004177165714e-4	Samhd1/Upp1/Pnp/Nt5c3/Xdh	5
BEC	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	5/195	16/9492	1.2631054678952348e-5	4.2397732934411136e-4	3.5242004177165714e-4	Tapbp/H2-T23/Tap1/H2-Q4/H2-T22	5
BEC	GO:0001906	cell killing	10/195	89/9492	1.3207545966794509e-5	4.380502745653512e-4	3.641178086083699e-4	Cxcl9/Cxcl10/Lgals9/Ccl2/Pnp/H2-T23/Tap1/H2-Q4/H2-T22/Rnf19b	10
BEC	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	7/195	40/9492	1.4554203381218005e-5	4.770354190596866e-4	3.965231880951036e-4	Il6/Jak2/Parp14/Il15/Socs1/Cd40/Parp9	7
BEC	GO:0042116	macrophage activation	8/195	57/9492	1.9170620199422276e-5	6.069244076771644e-4	5.044900052479546e-4	Lgals9/Jak2/Cd200/Nampt/Thbs1/Ifi35/Nmi/Il4ra	8
BEC	GO:0001910	regulation of leukocyte mediated cytotoxicity	7/195	44/9492	2.7907078314324656e-5	8.172732866547902e-4	6.793369972571649e-4	Lgals9/Ccl2/Pnp/H2-T23/Tap1/H2-Q4/H2-T22	7
BEC	GO:0001909	leukocyte mediated cytotoxicity	8/195	60/9492	2.8161606431751563e-5	8.172732866547902e-4	6.793369972571649e-4	Lgals9/Ccl2/Pnp/H2-T23/Tap1/H2-Q4/H2-T22/Rnf19b	8
BEC	GO:0044406	adhesion of symbiont to host	4/195	10/9492	3.292420444737994e-5	9.265336726303083e-4	7.701568291784782e-4	Gbp7/Gbp3/Gbp2/Gbp6	4
BEC	GO:0140289	protein mono-ADP-ribosylation	4/195	10/9492	3.292420444737994e-5	9.265336726303083e-4	7.701568291784782e-4	Parp14/Parp12/Parp9/Parp10	4
BEC	GO:0051241	negative regulation of multicellular organismal process	28/195	603/9492	3.8878780084456e-5	0.0010619243266205335	8.826967614633973e-4	Il6/Cxcl10/Gbp4/Trim30a/Bst2/Lgals9/Ccl2/Tspo/Jak2/Cd274/Cd200/Il15/Zfas1/Thbs1/Timp1/Dhx58/Socs1/Pml/Angpt2/Stat1/Nmi/Ecscr/Il4ra/Inhbb/Sp100/Serping1/Aida/Atf4	28
BEC	GO:0060142	regulation of syncytium formation by plasma membrane fusion	5/195	20/9492	4.192885322857103e-5	0.001123209472065374	9.336384322151444e-4	Cxcl9/Cxcl10/Stat1/Il4ra/Cflar	5
BEC	GO:0010950	positive regulation of endopeptidase activity	11/195	123/9492	4.305813950129562e-5	0.0011417900555216152	9.490830551810004e-4	Ifi206/Ifi207/Ifi204/Psme1/Jak2/Xdh/Cycs/Pml/Psme2/Stat1/Cflar	11
BEC	GO:0002250	adaptive immune response	15/195	219/9492	4.3442119843966695e-5	0.0011417900555216152	9.490830551810004e-4	Il6/Irf7/Rsad2/Pnp/H2-T23/Jak2/Cd274/Tap1/H2-Q4/Il18bp/Cd40/H2-T22/Rnf19b/Il4ra/Serping1	15
BEC	GO:0051336	regulation of hydrolase activity	27/195	588/9492	6.568521783057109e-5	0.001648639791675415	0.0013703886128710898	Ifi206/Ifi207/Ifi204/Il6/Oasl2/Oasl1/Plaur/Ccl2/Serpina3f/Psme1/Psmb8/Jak2/Cd200/Timp3/Xdh/Ccl7/Thbs1/Timp1/Rhoc/Cycs/Cd40/Pml/Psme2/Stat1/Serping1/Cflar/Vcan	27
BEC	GO:0071675	regulation of mononuclear cell migration	8/195	70/9492	8.719753858052412e-5	0.0020587486651300014	0.001711280864202971	Cxcl10/Lgals9/Ccl2/Cd47/Cd200/Ccl7/Thbs1/Msn	8
BEC	GO:0051101	regulation of DNA binding	9/195	90/9492	9.106961274356288e-5	0.0021321003454081193	0.0017722525257482383	Ifi206/Ifi207/Ifi204/Plaur/Lgals9/Jak2/Txn1/Zfp593/Sp100	9
BEC	GO:0002711	positive regulation of T cell mediated immunity	6/195	37/9492	9.516806747330023e-5	0.0022094852998384533	0.0018365767407128115	Il6/Rsad2/Pnp/H2-T23/H2-Q4/H2-T22	6
BEC	GO:0050870	positive regulation of T cell activation	10/195	112/9492	9.767187116196297e-5	0.0022304412545674493	0.0018539958287861823	Il6/Lgals9/Ccl2/Pnp/Cd47/Jak2/Cd274/Il15/Socs1/Il4ra	10
BEC	GO:0031341	regulation of cell killing	7/195	54/9492	1.0843781806801449e-4	0.002360216883886628	0.0019618684189936834	Lgals9/Ccl2/Pnp/H2-T23/Tap1/H2-Q4/H2-T22	7
BEC	GO:0043392	negative regulation of DNA binding	6/195	38/9492	1.1109946432184444e-4	0.0023994039348888265	0.0019944416279727276	Ifi206/Ifi207/Ifi204/Jak2/Zfp593/Sp100	6
BEC	GO:1901701	cellular response to oxygen-containing compound	29/195	677/9492	1.1884855472103314e-4	0.00254701594963691	0.0021171402460426958	Tgm2/Gbp2/Il6/Cxcl9/Cxcl10/Gbp6/Trim30a/Irf8/Irgm1/Igtp/Ccl2/Cmpk2/Ly6a/Jak2/Cd274/Ccl7/Thbs1/Socs1/Trim30d/Litaf/Msn/Gch1/Stat1/Inhbb/Pkm/Txn1/Atf4/Cflar/Gbp10	29
BEC	GO:1904037	positive regulation of epithelial cell apoptotic process	5/195	25/9492	1.3216587334274836e-4	0.002768527241600729	0.0023012657012587766	Ccl2/Jak2/Thbs1/Cd40/Ecscr	5
BEC	GO:0002520	immune system development	28/195	650/9492	1.4345727606463336e-4	0.002938764493500504	0.00244277095466094	Ifi206/Ifi207/Ifi204/Samhd1/Isg15/Il6/Irf8/Lgals9/Rsad2/Pnp/Ubd/Batf2/Jak2/Cd274/Herc6/Il15/Samd9l/Socs1/Cd40/Pml/Eif2ak2/Angpt2/Snx10/Stat1/Chd7/Il4ra/Atf4/Gpatch4	28
BEC	GO:0008285	negative regulation of cell population proliferation	21/195	426/9492	1.723437350602335e-4	0.0034053166374312803	0.0028305801950915545	Il6/Ifitm3/Lgals9/Ccl2/Slfn2/Tspo/Jak2/Cd274/Ifit3/Ifit3b/Cd200/Il15/Xdh/Zfas1/Thbs1/Pml/Eif2ak2/Ifi35/Stat1/Nmi/Parp10	21
BEC	GO:0046634	regulation of alpha-beta T cell activation	7/195	60/9492	2.1314436762115372e-4	0.003958801387950229	0.0032906498860809695	Il6/Lgals9/Pnp/Jak2/Cd274/Socs1/Il4ra	7
BEC	GO:0072676	lymphocyte migration	7/195	61/9492	2.3664565659612356e-4	0.004281135060238962	0.0035585813021973465	Cxcl10/Lgals9/Ccl2/Ch25h/Cd200/Ccl7/Msn	7
BEC	GO:0006954	inflammatory response	19/195	381/9492	3.0750291047982253e-4	0.005288290793807319	0.004395753106274267	Zbp1/Gbp5/Il6/Cxcl9/Cxcl10/Lgals9/Ccl2/Cd47/Jak2/Cd200/Ccl7/Nampt/Thbs1/Timp1/Casp4/Cd40/Ifi35/Nmi/Il4ra	19
BEC	GO:1903039	positive regulation of leukocyte cell-cell adhesion	10/195	130/9492	3.3412192311330834e-4	0.005574033998764533	0.004633269655526495	Il6/Lgals9/Ccl2/Pnp/Cd47/Jak2/Cd274/Il15/Socs1/Il4ra	10
BEC	GO:0001775	cell activation	25/195	588/9492	4.0892996791095314e-4	0.006510165089142374	0.005411404086641184	Il6/Cxcl10/Irf8/Lgals9/Ccl2/Rsad2/Pnp/Cd47/Ubd/Batf2/Jak2/Cd274/Cd200/Il15/Nampt/Thbs1/Timp1/Socs1/Fkbp1a/Cd40/Msn/Ifi35/Nmi/Chd7/Il4ra	25
BEC	GO:0045765	regulation of angiogenesis	12/195	191/9492	5.624029379807609e-4	0.008609091127551649	0.007156081339257803	Cxcl10/Ccl2/Wars/Thbs1/Cd40/Pml/Angpt2/Stat1/Ecscr/Tnfrsf12a/Pkm/Sp100	12
BEC	GO:0140253	cell-cell fusion	5/195	35/9492	6.836464665801922e-4	0.009817727092228947	0.008160728304267081	Cxcl9/Cxcl10/Stat1/Il4ra/Cflar	5
BEC	GO:0002696	positive regulation of leukocyte activation	12/195	196/9492	7.078790368873002e-4	0.010113594855220608	0.008406660627001676	Il6/Lgals9/Ccl2/Pnp/Cd47/Jak2/Cd274/Il15/Thbs1/Socs1/Cd40/Il4ra	12
BEC	GO:0007159	leukocyte cell-cell adhesion	12/195	199/9492	8.094238459018864e-4	0.011389165831730583	0.009466945566103934	Il6/Lgals9/Ccl2/Pnp/Cd47/Jak2/Cd274/Il15/Thbs1/Socs1/Msn/Il4ra	12
BEC	GO:0051346	negative regulation of hydrolase activity	11/195	173/9492	8.628404326944783e-4	0.012019367227434082	0.009990783957515011	Ifi206/Ifi207/Ifi204/Il6/Plaur/Serpina3f/Timp3/Thbs1/Timp1/Serping1/Cflar	11
BEC	GO:0061635	regulation of protein complex stability	3/195	10/9492	9.210527170721474e-4	0.012396390675183588	0.01030417481596097	Irgm1/Igtp/Tapbp	3
BEC	GO:0046633	alpha-beta T cell proliferation	4/195	23/9492	0.0011258962808079703	0.014589521108516303	0.01212715700258279	Lgals9/Jak2/Cd274/Il15	4
BEC	GO:0009164	nucleoside catabolic process	3/195	11/9492	0.0012473570522183763	0.015796076124910893	0.013130074233877647	Upp1/Pnp/Xdh	3
BEC	GO:0031638	zymogen activation	5/195	42/9492	0.0015949967192640342	0.019489740613463154	0.016200336022072367	Ifi206/Ifi207/Ifi204/Thbs1/Cycs	5
BEC	GO:1901623	regulation of lymphocyte chemotaxis	3/195	12/9492	0.0016380970194148326	0.019756442840215254	0.016422025257291552	Cxcl10/Ccl2/Ccl7	3
BEC	GO:0042149	cellular response to glucose starvation	5/195	43/9492	0.0017752211323356017	0.021226463839858312	0.01764394168122125	Ifi206/Ifi207/Ifi204/Asns/Atf4	5
BEC	GO:0046636	negative regulation of alpha-beta T cell activation	4/195	26/9492	0.001811600465959529	0.021295860329802734	0.017701625694474633	Lgals9/Cd274/Socs1/Il4ra	4
BEC	GO:0048247	lymphocyte chemotaxis	4/195	27/9492	0.002092881942725314	0.024348345845249073	0.020238924267785532	Cxcl10/Ccl2/Ch25h/Ccl7	4
BEC	GO:0051091	positive regulation of DNA-binding transcription factor activity	10/195	170/9492	0.0026241392146934945	0.029185389943099684	0.02425959038607296	Il6/Trim30a/Jak2/Cd200/Trim30d/Slco3a1/Cd40/Eif2ak2/Sp100/Cflar	10
BEC	GO:0044546	NLRP3 inflammasome complex assembly	3/195	14/9492	0.002629408785254135	0.029185389943099684	0.02425959038607296	Gbp5/Trim30a/Eif2ak2	3
BEC	GO:0071731	response to nitric oxide	3/195	14/9492	0.002629408785254135	0.029185389943099684	0.02425959038607296	Thbs1/Txn1/Cflar	3
BEC	GO:0140632	inflammasome complex assembly	3/195	14/9492	0.002629408785254135	0.029185389943099684	0.02425959038607296	Gbp5/Trim30a/Eif2ak2	3
BEC	GO:1900225	regulation of NLRP3 inflammasome complex assembly	3/195	14/9492	0.002629408785254135	0.029185389943099684	0.02425959038607296	Gbp5/Trim30a/Eif2ak2	3
BEC	GO:0046638	positive regulation of alpha-beta T cell differentiation	4/195	29/9492	0.0027431922802617454	0.030207643054581908	0.025109311489810028	Il6/Pnp/Socs1/Il4ra	4
BEC	GO:0002456	T cell mediated immunity	6/195	70/9492	0.0030651250436253626	0.03322738665968973	0.027619394208379267	Il6/Rsad2/Pnp/H2-T23/H2-Q4/H2-T22	6
BEC	GO:0048265	response to pain	3/195	15/9492	0.0032374112014711787	0.03403557587659888	0.028291180310770978	Tspo/Thbs1/Gch1	3
BEC	GO:0051345	positive regulation of hydrolase activity	16/195	364/9492	0.0033595550565436103	0.03505513253756741	0.029138660060697586	Ifi206/Ifi207/Ifi204/Ccl2/Psme1/Jak2/Cd200/Xdh/Ccl7/Rhoc/Cycs/Cd40/Pml/Psme2/Stat1/Cflar	16
BEC	GO:0032946	positive regulation of mononuclear cell proliferation	6/195	72/9492	0.0035312362184722304	0.03643712631356901	0.030287406162334916	Il6/Pnp/Jak2/Cd274/Il15/Cd40	6
BEC	GO:0051770	positive regulation of nitric-oxide synthase biosynthetic process	3/195	16/9492	0.003924739522821089	0.03925221695951625	0.03262737647294206	Ccl2/Jak2/Nampt	3
BEC	GO:0072507	divalent inorganic cation homeostasis	12/195	241/9492	0.004049958728939809	0.04001129439300109	0.033258339692674804	Tgm2/Cxcl9/Cxcl10/Ccl2/Jak2/Fkbp1a/Cd40/Pml/Snx10/Mt2/Chd7/Atf4	12
BEC	GO:2000377	regulation of reactive oxygen species metabolic process	7/195	102/9492	0.004948585502116017	0.04673477697930585	0.03884705835737819	Trim30a/Tspo/Xdh/Thbs1/Cycs/Gch1/Cflar	7
BEC	GO:0051651	maintenance of location in cell	8/195	130/9492	0.005278257524670278	0.04951254364892726	0.041156004090996325	Cxcl9/Cxcl10/Tspo/Fkbp1a/Pml/Chd7/Txn1/Sp100	8
BEC	GO:0010522	regulation of calcium ion transport into cytosol	5/195	56/9492	0.005684215494999153	0.051922047111697185	0.04315884068679253	Cxcl9/Cxcl10/Fkbp1a/Pml/Chd7	5
BEC	GO:0051051	negative regulation of transport	13/195	285/9492	0.005885654740550005	0.05358638597115135	0.044542278738252526	Il6/Gbp4/Lgals9/Rsad2/Tspo/Cd47/Cd200/Thbs1/Inhbb/Txn1/Sp100/Atf4/Sdcbp	13
BEC	GO:0032943	mononuclear cell proliferation	9/195	161/9492	0.005916055102243736	0.0536877182894171	0.044626508571699704	Il6/Lgals9/Pnp/Jak2/Cd274/Il15/Fkbp1a/Cd40/Msn	9
BEC	GO:0072577	endothelial cell apoptotic process	4/195	36/9492	0.006084837936904953	0.054862001592935916	0.04560260078756906	Ccl2/Thbs1/Cd40/Ecscr	4
BEC	GO:0044790	suppression of viral release by host	3/195	19/9492	0.00649075904530972	0.057959149680233586	0.04817702395304111	Trim30a/Trim30d/Pml	3
BEC	GO:1901658	glycosyl compound catabolic process	3/195	19/9492	0.00649075904530972	0.057959149680233586	0.04817702395304111	Upp1/Pnp/Xdh	3
BEC	GO:0014070	response to organic cyclic compound	16/195	391/9492	0.006655228908188738	0.05864365781037806	0.04874600339397429	Tgm2/Il6/Usp18/Ccl2/Daxx/Jak2/Ifit3/Socs1/Fkbp1a/Ifih1/Eif2ak2/Msn/Stat1/Inhbb/Atf4/Cflar	16
BEC	GO:0072595	maintenance of protein localization in organelle	4/195	37/9492	0.006714761967519958	0.05864365781037806	0.04874600339397429	Tspo/Pml/Txn1/Sp100	4
BEC	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	4/195	37/9492	0.006714761967519958	0.05864365781037806	0.04874600339397429	Timp3/Thbs1/Sp100/Cflar	4
BEC	GO:0072503	cellular divalent inorganic cation homeostasis	11/195	227/9492	0.007119738295860594	0.061793118044447405	0.05136390966025023	Tgm2/Cxcl9/Cxcl10/Ccl2/Jak2/Fkbp1a/Cd40/Pml/Mt2/Chd7/Atf4	11
BEC	GO:0051767	nitric-oxide synthase biosynthetic process	3/195	21/9492	0.008644822943743082	0.07227751846934874	0.060078792697535494	Ccl2/Jak2/Nampt	3
